vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtA1;411755;360885.11;50869.89;690334.19
drtA27;404284.98;355081.46;49203.51;641050.58
drtA2;263131.88;230172.65;32959.24;416673.64
drtA28;269178.93;238055.81;31123.11;481118.65
drtA29;120987.65;106729.9;14257.75;228219.88
drtA0;420197.71;367156.27;53041.44;811634.96
drtA9;284921.53;239222.38;45699.16;454058.05
drtA7;323577.57;278813.67;44763.9;578751.89
drtA8;177651.55;143794.56;33856.99;271292.85
drtA5;203807.63;183013.14;20794.48;372278.17
drtA6;411409.54;357497.47;53912.07;801691.75
drtA3;369876.31;304878.7;64997.61;672972.2
drtA4;296104.22;271721.71;24382.51;591961.36
drtA30;391114.55;343449.74;47664.82;711738.28
drtA31;303501.85;274768.52;28733.33;559529.69
drtA10;276453.68;240913.49;35540.19;453795.49
drtA32;183600.11;158586.74;25013.37;340667.93
drtA11;321859.73;286088.48;35771.25;639563.18
drtA33;286614.98;244795.63;41819.35;494486.49
drtA12;464599.13;401513.06;63086.07;716306.26
drtA34;322613.79;271576.82;51036.97;522242
drtA13;311403.31;256352.01;55051.3;534771.77
drtA35;301676.7;264348.8;37327.9;477074.5
drtA14;233612.14;214483.83;19128.3;459067.84
drtA36;297307.83;269649.49;27658.34;646058.39
drtA15;324151.53;261925.64;62225.89;509941.16
drtA37;243939.04;212401.18;31537.86;369921.5
drtA16;239098.5;221270.74;17827.75;406068.91
drtA38;342220.55;287019.76;55200.79;583244.94
drtA17;318952.69;293062.56;25890.13;576597.26
drtA39;189819.43;166029.13;23790.3;325150.18
drtA18;279378.18;228809.35;50568.83;412848.68
drtA19;205848.54;180178.77;25669.77;354093.41
drtA40;290345.46;243607.83;46737.64;411828.89
drtA41;276495.14;241557.28;34937.86;490682.61
drtA20;145600.89;122860.23;22740.66;245675.72
drtA42;337692.82;284221.95;53470.87;510861.76
drtA21;217889.69;158045.86;59843.83;204118.64
drtA22;359066.16;291571.29;67494.87;525667.29
drtA23;224999.16;195770.83;29228.32;403175.4
drtA24;311753.89;271523.96;40229.93;560177.76
drtA25;390608.77;356855.54;33753.23;752202.82
