runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;133;476.29;1026;828.4;624.5;467;70.68;98.5;536.12;4414.31;4094.98;1012.41;2.87;11;0.08
NA;2;217;476.47;933;826.5;628;472;69.12;99.08;564.46;4522.66;3746.45;1040.93;2.62;34;0.14
NA;3;300;484.81;1091;850.95;672;473;67;98.67;623.48;4844.6;3789.92;1108.29;2.65;65;0.18
NA;4;401;525.57;1036;867.8;704;514;58.6;97.51;722.71;5436.66;3839.37;1248.28;2.69;54;0.12
NA;5;439;521.41;1180;896;700;514;60.82;96.36;777.09;5852.64;4078.17;1298.49;2.85;72;0.14
NA;6;453;559.35;1111;903.6;753;570;54.53;94.48;809.81;6142.98;4033.54;1369.16;2.82;105;0.19
NA;7;503;544.56;1231;891.6;753;550;55.07;95.83;821.39;6176.02;4093.94;1365.95;2.87;105;0.17
NA;8;524;559.18;1108;906;756;562;54.39;93.89;811.7;6030.49;3967.14;1370.89;2.78;123;0.19
NA;9;544;549.15;1270;902.75;756.75;561.5;54.96;94.67;783.13;5683.23;3773.86;1332.28;2.64;114;0.17
NA;10;563;571.56;1147;909.8;782;564;53.29;94.14;834.59;6172.84;3876.05;1406.15;2.71;158;0.22
NA;11;582;558.78;1237;902.55;745.5;560.5;53.61;94.85;816.71;5942.16;3821.75;1375.49;2.68;158;0.21
NA;12;608;573.72;1232;918.65;769.75;580;52.47;93.91;843.07;6121.26;3686.31;1416.79;2.58;144;0.19
NA;13;609;568.62;1372;925.5;773.5;566;53.37;93.6;799;5799.48;3806.12;1367.61;2.66;159;0.21
NA;14;632;575.5;1331;937.05;771;574;53.48;91.77;755.65;5511.71;3723.48;1331.15;2.61;148;0.19
NA;15;616;578.13;1122;920.15;767;590;51.3;93.34;823.93;5945.49;3726.5;1402.06;2.61;161;0.21
NA;16;603;577.23;1412;923.8;767;584;52.4;92.87;857.31;6395.8;3703.08;1434.54;2.59;180;0.23
NA;17;622;567.93;1218;931.55;775.25;572.5;52.41;92.12;887.49;6216.16;3621.95;1455.42;2.54;187;0.23
NA;18;624;580.81;1075;917.25;772.25;594.5;50.48;94.07;860.12;6108.06;3643.67;1440.93;2.55;172;0.22
NA;19;615;597.9;1275;939.2;784;619;47.97;92.36;853.88;6215.56;3705.05;1451.79;2.59;159;0.21
NA;20;579;584.3;1275;922;786;581;52.33;92.4;861.47;6335.88;3777.13;1445.77;2.64;195;0.25
