runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;27;537.11;888;878.4;745;548;55.56;100;554.07;4681.16;4434.67;1091.19;3.1;6;0.18
NA;2;37;554.68;1082;903.8;738;510;59.46;97.3;522.68;4292.2;4062.45;1077.35;2.84;18;0.33
NA;3;39;476.97;992;896;635;520;74.36;97.44;635.26;5021;4161.83;1112.23;2.91;27;0.41
NA;4;64;518.09;878;855.5;719;536;62.5;100;689.73;5157.71;3460.8;1207.83;2.42;21;0.25
NA;5;57;533.96;907;865.5;726;525;59.65;98.25;803.4;5735.61;3747.29;1337.37;2.62;33;0.37
NA;6;62;516.89;1013;887.5;746.5;516;64.52;96.77;689.11;5042.26;3538.84;1206;2.48;33;0.35
NA;7;71;547.39;969;923.8;723;540;59.15;94.37;666.35;5273.86;3778.4;1213.75;2.64;33;0.32
NA;8;76;581.26;1022;963.1;742.25;593;52.63;93.42;850.39;6640.12;3947.46;1431.66;2.76;31;0.29
NA;9;88;575.15;1056;867.3;750.75;604;48.86;96.59;976.48;7363.8;4005.26;1551.62;2.8;31;0.26
NA;10;85;537.95;963;880.7;747;561;56.47;97.65;830.38;6415.28;4032.16;1368.33;2.82;33;0.28
NA;11;82;589.12;946;885.1;795.5;648.5;45.12;97.56;656.96;5013.13;3832.95;1246.09;2.68;39;0.32
NA;12;78;579.15;1028;916;763.5;604;47.44;94.87;645.56;4826.43;3728.52;1224.72;2.61;29;0.27
NA;13;65;550.18;1028;927.2;724;591;52.31;95.38;813.83;5791.74;3647.72;1364.02;2.55;38;0.37
NA;14;73;554.42;1023;937.6;755;567;52.05;94.52;739.55;5719.47;3815.25;1293.97;2.67;38;0.34
NA;15;74;587.59;1030;999.5;802.75;624;44.59;93.24;793.89;5996.29;4184.02;1381.49;2.93;36;0.33
NA;16;64;571.27;1300;977;792.25;546;53.12;90.62;834.78;6154.55;4019.03;1406.05;2.81;47;0.42
NA;17;76;587.89;1285;988.8;808;558;53.95;88.16;998.58;7103;3930.97;1586.47;2.75;46;0.38
NA;18;77;546.44;1299;958.6;778;546;57.14;90.91;1367.91;10679.33;5448.13;1914.35;3.81;63;0.45
NA;19;85;578.81;1507;981.2;765.5;594;50.59;92.94;1134.86;8420.1;4821.58;1713.67;3.38;44;0.34
NA;20;84;571.81;1299;928.25;736.5;564;52.38;92.86;1236.11;9043.71;5006.54;1807.92;3.5;55;0.4
