runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;14;427.86;917;917;558;426;85.71;92.86;1080.5;12192.2;11957.74;1508.36;10.37;4;0.22
NA;2;39;503.62;1058;962;627;473;71.79;89.74;613.08;5836.36;5622.46;1116.69;5.94;3;0.07
NA;3;56;494.34;993;969.6;604;439;75;92.86;793.61;8562.15;8488.9;1287.95;7.95;2;0.03
NA;4;68;576.13;1116;1049.2;780.5;548;60.29;82.35;900.04;9605.64;9140.14;1476.18;8.4;2;0.03
NA;5;81;542.88;1173;1050.9;731.5;506;61.73;88.89;771.05;8039.76;7514.4;1313.93;7.27;4;0.05
NA;6;93;545.67;1574;1115.2;699;508;60.22;89.25;721.45;7472.41;7107.31;1267.12;6.99;3;0.03
NA;7;96;537.99;1166;1050.6;667;519.5;63.54;90.62;672.54;7005.69;6691.79;1210.53;6.69;4;0.04
NA;8;99;531.91;1480;1064;689;503;64.65;90.91;699.56;7056.66;6640.99;1231.46;6.66;5;0.05
NA;9;106;530.91;1188;980.7;690.25;508.5;64.15;91.51;787.2;7844.79;7112.35;1318.1;6.99;2;0.02
NA;10;113;560.6;1202;1126.4;777.5;525;57.52;83.19;926.91;9202.01;7697.13;1487.51;7.4;3;0.03
NA;11;111;583.95;1347;1136.6;801;548;59.46;81.08;883.56;8569.84;7052.82;1467.51;6.95;6;0.05
NA;12;120;536.67;1385;1095.7;677.5;530.5;65;87.5;859.76;8573.44;7570.35;1396.43;7.32;3;0.02
NA;13;117;517.91;1133;1034;664.5;494;66.67;90.6;830.02;8122.35;7245.02;1347.92;7.09;5;0.04
NA;14;120;523.94;1228;1099;661.5;484.5;67.5;91.67;924.73;8986.98;7617.72;1448.68;7.35;6;0.05
NA;15;112;559.6;1291;1141.45;745;518;61.61;86.61;865.94;8714.34;7779.06;1425.54;7.46;8;0.07
NA;16;119;562;1213;1069;723;547;63.03;87.39;955.18;9521.64;8130.51;1517.18;7.7;5;0.04
NA;17;102;571.61;1276;1084.4;763.25;554.5;58.82;84.31;949.49;9337.92;8202.28;1521.1;7.75;7;0.06
NA;18;95;545.6;1506;1073.6;639;522;65.26;88.42;913;9151.76;8285.41;1458.6;7.81;6;0.06
NA;19;105;528.29;1179;1085.3;638;514;69.52;89.52;986.15;9806.46;7983.38;1514.44;7.6;4;0.04
NA;20;99;530.95;1246;1100;644;519;66.67;88.89;820.46;8300.85;7544.38;1351.41;7.29;4;0.04
