runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;49;383.22;1086;1061.5;461.5;307;85.71;93.88;943.86;13531.43;11098.96;1327.08;9.77;0;0
NA;2;108;485.19;1221;1085;612.75;386.5;73.15;84.26;1356.83;17320.86;11769.26;1842.02;10.24;1;0.01
NA;3;134;527.35;1429;1176.75;746.25;430.5;67.16;83.58;1438.7;18103.85;11623.03;1966.05;10.14;1;0.01
NA;4;154;527.75;1254;1146.75;702;449.5;66.88;84.42;1426.78;17353.04;11626.16;1954.53;10.14;0;0
NA;5;170;535.38;1199;1151.4;731.5;473;65.88;83.53;1376.71;16459.47;10707.77;1912.09;9.5;0;0
NA;6;190;540.64;1231;1145.2;753;443;64.74;83.16;1486.77;17776.15;10602.34;2027.41;9.42;0;0
NA;7;208;569.89;1355;1191.75;827;504.5;59.62;80.29;1397.75;16421.78;10559.51;1967.64;9.39;0;0
NA;8;232;562.21;1480;1208.35;776;499;62.07;81.47;1415.23;17008.31;10491.91;1977.44;9.34;0;0
NA;9;241;593.23;2076;1182;861.5;532;56.85;76.76;1433.39;17116.14;10312.4;2026.62;9.22;0;0
NA;10;251;602.13;1605;1190;855;542;55.78;77.69;1530.78;18004.75;10568.07;2132.91;9.4;0;0
NA;11;239;583.31;1522;1185;860;507;59;78.24;1428.9;16790.18;10700.05;2012.21;9.49;0;0
NA;12;242;577.92;1781;1190.55;820.75;505.5;58.26;81.4;1422.83;17017.03;10756.7;2000.76;9.53;0;0
NA;13;238;592.5;1335;1175.25;856.5;525.5;55.46;77.31;1433.66;17422.08;10936.44;2026.15;9.66;0;0
NA;14;237;609.6;1516;1194.7;871.5;548;54.01;76.79;1457.73;17352.14;10778.03;2067.33;9.55;0;0
NA;15;229;582.83;1373;1184;806.5;550;55.46;80.79;1485.43;17548.21;10807.12;2068.26;9.57;0;0
NA;16;239;568.81;1374;1201;825;515;59;80.75;1526.77;17529.77;10802.38;2095.57;9.56;0;0
NA;17;247;544.31;1317;1173.4;802;484;61.54;83;1465.3;17472.82;10649.54;2009.61;9.46;0;0
NA;18;241;585.95;1368;1187.8;833;527;55.6;78.42;1483.19;17208.66;10326.5;2069.13;9.23;0;0
NA;19;236;556.67;1382;1154.1;754;528.5;59.32;84.75;1424.81;16734.3;10034.46;1981.48;9.02;1;0
NA;20;240;583.27;1329;1151.55;876;558.5;53.33;77.5;1468.33;17358.44;10380.8;2051.6;9.27;1;0
