departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
1701.0;32083000661-2;drtB29;1064039460_0;379509.8;3947181.13;85780852_0_r;367455.28;3946624.41;208.0;3115.0;1206.0;15258.58;15258.58;-10.68;2601;6460.49
23426.0;32094018093-1;drtB8;173773219_3;357882.75;3938498.61;120322803_0;376270.96;3947250.89;895.0;26828.0;2507.0;28635.15;28516.95;-19.96;24326;31702.94
23427.0;31124026835-1;drtB31;242669507_0_r;376011.11;3945607.63;43099692_0_r;362711.76;3929580.49;284.0;25844.0;2133.0;24827.78;24827.78;-17.38;24327;30862.65
26427.0;42167020102-1;drtB32;314968613_0;357394.89;3930773.08;569697235_0;354987.47;3929094.06;361.0;27306.0;518.0;3256.28;3256.28;-2.28;27327;29195.19
26427.0;32094028814-1;drtB11;221265430_0_r;361046.5;3940417.76;137310582_0;357471.36;3933156.31;846.0;29051.0;1778.0;10111.8;10111.8;-7.08;27327;31582.57
27615.0;42163006646-1;drtB32;205939084_1;356129.93;3930308.91;211105738_5;355403.44;3929057.3;333.0;28263.0;315.0;1896.97;1896.97;-1.33;28515;29736.41
27951.0;61375030693-1;drtB6;289293205_2;364397.28;3940673.13;153188586_0_r;361605.2;3940953.39;396.0;28917.0;570.0;3547.94;3547.94;-2.48;28851;30828.37
28838.0;61371016951-1;drtB37;790663055_0;364201.28;3939954.67;254942407_0;364666.87;3940712.66;749.0;29856.0;269.0;1500.6;1472.93;-1.03;29738;30772.86
28843.0;61357054253-1;drtB36;584193528_0;368464.22;3943938.47;203837813_1;368326.12;3943636.12;593.0;29610.0;174.0;940.97;940.97;-0.66;29743;30549.13
29720.0;31124077292-1;drtB20;454703646_0;373614.76;3946321.98;939131306_0;374292.45;3947058.1;191.0;30273.0;362.0;1699.72;1699.72;-1.19;30620;31759.36
29762.0;91536015843-1;drtB11;150719244_8;357177.39;3934567.36;152566373_1;354742.06;3932767.39;361.0;30683.0;560.0;3757.6;3757.6;-2.63;30662;32599.65
30615.0;42163006644-1;drtB32;205939084_1;356129.93;3930308.91;44420788_0_r;355913.88;3929305.34;322.0;31133.0;196.0;1216.87;1216.87;-0.85;31515;32382.24
33331.0;61373031322-2;drtB37;255769311_0_r;364363.23;3940716.28;790663055_0;364201.28;3939954.67;241.0;33847.0;275.0;1095.37;1095.37;-0.77;34231;35088.42
34213.0;31123074362-2;drtB30;76038218_0;375068.41;3945878.67;282110788_0;375681.18;3946409.88;118.0;34626.0;295.0;1121.48;1121.48;-0.79;35113;35909.84
36010.0;31124069951-1;drtB8;209192536_0;376582.13;3947210.44;28136936_0;380382.59;3947029.6;146.0;36912.0;756.0;5247.57;5247.57;-3.67;36910;39389.8
36039.0;32197014171-1;drtB33;27083858_3;370446.27;3945248.29;1103735496_0_r;371067.53;3944574.22;150.0;36445.0;256.0;1367.24;1367.24;-0.96;36939;37992.37
