runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;2;301;312;312;312;301;100;100;267;2075.31;2075.31;568;3.45;7;0.78
NA;2;5;391.2;570;570;543.5;392;100;100;513.4;3918.86;2195.5;904.6;3.54;11;0.69
NA;3;7;368.86;570;570;534;308;100;100;270.14;2164.39;2153.73;639;3.52;12;0.63
NA;4;8;354.75;570;570;505.5;331.5;100;100;312.62;2472.24;2472.24;667.38;3.73;12;0.6
NA;5;14;370.07;591;591;512;318;100;100;449.29;3787.38;3775.55;819.36;4.64;13;0.48
NA;6;9;401.56;571;571;554.5;341;100;100;413.44;2871.97;2871.97;815;4.01;11;0.55
NA;7;2;405.5;570;570;570;405.5;100;100;645.5;5057.04;5057.04;1051;5.54;19;0.9
NA;8;5;414.2;570;570;523.5;431;100;100;387.6;3629.14;3629.14;801.8;4.54;20;0.8
NA;9;8;387.5;717;717;535.25;366.5;87.5;100;285.75;2455.3;2455.3;673.25;3.72;21;0.72
NA;10;9;398.33;586;586;555;431;100;100;513.56;3662.88;2878.23;911.89;4.01;22;0.71
NA;11;7;388.43;586;586;570;381;100;100;556.71;4009.1;3000.27;945.14;4.1;22;0.76
NA;12;9;377.11;586;586;502;335;100;100;501.56;3205.02;2422.84;878.67;3.7;19;0.68
NA;13;10;336.5;483;483;412.75;336.5;100;100;382.2;2554.71;2550.42;718.7;3.79;18;0.64
NA;14;9;324.22;577;577;357;333;100;100;447.11;3294.97;3112.72;771.33;4.18;23;0.72
NA;15;10;310.2;694;694;346.25;291.5;90;100;414.3;3283.3;3251.5;724.5;4.28;24;0.71
NA;16;9;308.22;685;685;441.5;206;88.89;100;561.67;4147.14;2799.21;869.89;3.96;26;0.74
NA;17;5;255;472;472;365;215;100;100;403.6;3252.83;3252.83;658.6;4.28;29;0.85
NA;18;12;332.42;595;595;511.75;286.5;100;100;290.67;2507.11;2503.53;623.08;3.76;23;0.66
NA;19;12;373;580;580;470;355.5;100;100;334.25;2896.32;2782.28;707.25;3.96;19;0.61
NA;20;12;406.17;675;675;470;379;91.67;100;367.17;2935.92;2821.89;773.33;3.99;19;0.61
