person;distance;unsharedDistance;distanceDetour;time;unsharedTime;timeDetour
43627002261-1;4610.039056939434;4610.039056939434;1.0;940.0;470.67049868389074;1.9971508786475225
42147014941-2;2285.654337170628;2285.654337170628;1.0;795.0;285.49692618476365;2.784618421725156
42173004862-2;1930.315804620507;1930.315804620507;1.0;915.0;137.94997849907222;6.6328390185733435
42141010102-2;292.15588782602003;292.15588782602003;1.0;246.0;46.011124205975705;5.346533131830122
42113000032-3;2327.602532530582;2327.602532530582;1.0;765.0;283.8021105963419;2.6955402071976717
42141000883-3;1365.3809889185222;1365.3809889185222;1.0;654.0;186.36136976623575;3.509310973729971
43624001943-2;1205.3970054443062;1291.6917773776372;0.9331924430853584;511.0;101.44926832871224;5.037000349221606
42173002784-2;11484.682486615455;10072.905007404968;1.140155940929914;1344.0;752.8561315838461;1.785201638953933
42113017451-3;2044.22948793303;2001.287080239941;1.0214573951518942;741.0;277.3059825554768;2.67213852788682
42033025481-2;1039.8798313449886;1039.8798313449886;1.0;460.0;143.1097284792193;3.2143167685961735
42113011211-2;2099.353220357916;2099.353220357916;1.0;951.0;279.3094856754132;3.4048252879788024
42141005141-3;4546.365544491468;4546.365544491468;1.0;958.0;596.4243462847146;1.6062389236248251
