person;distance;unsharedDistance;distanceDetour;time;unsharedTime;timeDetour
31131023601-2;10291.948613412287;4859.376710438558;2.11795652543337;1618.0;522.262305176843;3.0980600819967843
51017072681-2;40909.4864550129;23921.053882117525;1.7101874631700607;3209.0;1278.2893319489024;2.510386279378161
31046026161-2;2035.825727911651;2035.825727911651;1.0;476.0;175.08214991561263;2.7187237547027263
31124068671-2;16110.490949099074;6040.44067391906;2.667105235990428;1478.0;406.05919436754687;3.6398634004631836
31143003711-4;7529.875403834705;7529.875403834705;1.0;1070.0;674.7642487849706;1.5857390220758132
04434004353-2;14944.373781415628;14944.373781415628;1.0;1020.0;856.5655312954872;1.1908020609436982
31157255521-1;826.8388583680503;826.8388583680503;1.0;384.0;167.36124628979738;2.294437980792028
81054022321-3;11149.240651642996;11149.240651642996;1.0;1006.0;695.8474476534608;1.44571917794976
31127125042-3;8746.923129585897;8746.923129585897;1.0;876.0;580.5788277902379;1.5088390379893377
31077039581-3;21938.637203944152;10243.153105018464;2.1417855399618775;1517.0;561.4728044505393;2.701822756107565
31213035241-3;17840.81311093277;15458.080423524802;1.1541415636434273;1627.0;985.3315308214608;1.6512208826237265
31123043661-4;2743.4315313816373;1357.508347009612;2.020931611525636;613.0;109.29882471525912;5.608477507392809
31124060373-2;9123.069488288915;8411.683041017837;1.0845712378607406;1028.0;666.4393299810639;1.542526009125556
31035011722-3;14184.93817237644;8004.9623766402765;1.772018093897642;1316.0;518.7944197158544;2.5366502606577344
31155025581-2;14390.47124696421;14390.47124696421;1.0;1460.0;939.0282837524753;1.5547987480905858
31147079761-5;8511.19720354763;8511.19720354763;1.0;1148.0;667.073043486092;1.7209509681287771
31144020441-2;7540.49568407123;7540.49568407123;1.0;906.0;607.7584476116679;1.4907238287848463
31082009172-2;20985.280418832594;18206.25046963236;1.152641531205758;2063.0;1128.6217158240195;1.8278932356832958
31124070512-3;21647.2505034513;17868.211471799616;1.211495092142598;1899.0;1121.3869372533654;1.6934386668095647
31082011452-2;28208.023365512654;18023.958775250532;1.5650292878080867;2508.0;979.1854570003445;2.5613125502119436
31117093921-2;10185.789250159127;8238.087188534655;1.2364264928313922;1205.0;552.7912158336105;2.17984650530826
12012012461-5;6516.15434966418;6516.15434966418;1.0;505.0;360.2269305347839;1.4018940761877232
31127126712-3;28179.13236983688;8488.092103361643;3.319842907769197;2343.0;607.6679736247793;3.8557240165609707
31155010523-2;37773.91478429231;10186.24653553393;3.7083252062004335;3549.0;798.6932898104437;4.443507971429552
12036022311-3;14871.476864563114;14871.476864563114;1.0;1369.0;1033.972115549885;1.3240202316983578
31157239892-4;937.2801574102325;937.2801574102325;1.0;397.0;132.2913763568389;3.000951467381697
31147080312-2;2950.312440777404;2950.312440777404;1.0;731.0;313.9369239041314;2.328493223763731
31147076121-2;36929.8860024623;9962.189104079602;3.707005118718254;3020.0;647.4987679716661;4.6641015386953635
31127135541-2;19049.563272271214;11260.99591281148;1.6916410786188802;2238.0;856.6654149218291;2.6124551791369073
31154063652-2;17776.59952906421;13199.74378922147;1.346738225599505;1942.0;989.7338505703772;1.9621436600161124
31154043112-3;42419.571952021775;16715.886702356165;2.53768003500781;3477.0;1029.7436990441474;3.376568366698919
31144004921-3;9597.233161058166;9597.233161058166;1.0;1290.0;936.7013609546436;1.3771731885659806
32212008901-2;6990.722619832991;6990.722619832991;1.0;876.0;454.337219256959;1.9280832889558221
31123098882-2;9879.78509092764;9879.78509092764;1.0;1049.0;727.3854038730401;1.4421515669884069
31157120361-2;24736.88573473464;9846.287737522201;2.51230579424034;2058.0;611.9977388541761;3.362757522361321
31112032392-2;17679.42295230557;17679.42295230557;1.0;1459.0;1039.7695098506981;1.403195598810644
32094001491-5;17775.97208855411;6517.093640960442;2.72759194019106;1671.0;446.59945634549433;3.7416077790907467
31154043872-2;22850.70835228592;18996.327867956505;1.2029013455190507;2091.0;1204.6456262287084;1.7357801783966404
31154042871-4;4974.32904878925;4974.32904878925;1.0;607.0;302.2790842464298;2.0080780696859253
31047059191-5;12937.5646568397;5286.621481182653;2.447227346026196;1683.0;404.1792152329384;4.163994427645285
12284005001-2;27466.821648310546;16561.25435588697;1.658498870802441;3437.0;1020.806241301798;3.366946498697849
31157192741-6;19562.712004344645;6613.866925933458;2.9578327207700252;1960.0;500.2339171721293;3.918166946935685
31163040131-3;14277.763510482937;11782.922261259335;1.211733659435767;1924.0;693.3359220178947;2.7749896390776394
31233090461-2;44607.773265658805;18697.19533270069;2.3858002482137786;4721.0;1185.8081947008525;3.9812509485912106
12275000324-4;18847.668335401933;6151.187450276824;3.0640699032109198;2136.0;413.8451328311551;5.161351023720914
31124016791-2;7166.624480711113;7166.624480711113;1.0;1107.0;452.0409465780314;2.448893199565295
31154020291-2;12756.26643990825;11936.010715627392;1.0687210948300279;1785.0;785.2420575360757;2.273184405839079
31154008831-2;51880.745499891396;19843.445118837404;2.6145029348074718;4686.0;1185.9991020424504;3.95109911291676
31144035582-3;11626.701513823462;4899.693514848469;2.372944650229421;1697.0;427.1511261603202;3.972832789309034
31163015951-3;21268.27672864461;8432.196359786754;2.522270096801028;2511.0;530.229806855689;4.73568246736346
31124005631-2;44878.1713811755;19747.032874177385;2.272653905380457;4709.0;1339.1271655556393;3.516469623738916
31046047221-2;25510.700971146885;8644.33663315123;2.951146172780079;1934.0;603.3357668194656;3.205511932758837
31132011831-2;29802.231343892687;11030.782328182164;2.701733245859815;3251.0;911.601161787772;3.566252585313026
31143007071-4;7331.726999095714;7331.726999095714;1.0;1239.0;689.653389610762;1.7965546442094444
31131017701-2;15921.328109707725;4991.630557819205;3.189604664305044;2086.0;347.7986571710379;5.9977229842326905
31143040412-4;13369.482211182707;10157.203342898329;1.3162562331225087;1423.0;690.1871607115436;2.0617595936339472
42138034511-2;38231.13091959086;18273.59135528574;2.092152011954251;3784.0;967.9638120970649;3.9092370527799756
31157257721-2;18093.448502086132;10725.55406470129;1.686947675890536;2570.0;876.5362568728426;2.9319950884505452
02174009401-2;16206.645295120908;5625.072420050661;2.8811442920009456;2091.0;442.08566078513354;4.7298525726585074
31132022751-2;14392.800411227496;7391.148393704818;1.9473023195537678;1712.0;470.27800273677394;3.6403999124710245
31222003041-2;16039.106706052442;8605.966646419161;1.8637193664614213;2351.0;519.8853836704607;4.522150600583583
31154062551-3;26078.01068566871;12108.837341444592;2.15363456873041;3220.0;875.755740330628;3.676824314944643
31132032471-2;19616.77293543046;9034.581483094153;2.1712984682398515;2483.0;656.5983950849118;3.7816114364380935
31147055941-2;10825.754124042021;10269.27590234358;1.0541886523441684;1483.0;670.8414741730859;2.2106564025845645
31154061291-7;7937.799497829296;6110.866566806225;1.2989646249104565;1264.0;399.56913395744687;3.1634075121893996
31155004481-2;35352.39362957301;11614.439290322098;3.043831281552344;3496.0;923.4796609299248;3.7856816429282274
31046049361-2;2807.310042681536;2807.310042681536;1.0;537.0;337.9460448998992;1.5890110510364495
31155071241-4;9653.012963246238;4532.348362326733;2.1298038437386912;1668.0;310.32885100581046;5.374943369247899
31157088821-2;16824.609721711786;8259.407963005253;2.0370236943217916;2526.0;660.3798920330875;3.8250710393729523
22272005851-4;54320.61357444897;16523.870838481653;3.287402455842507;4247.0;915.4600319526159;4.639197618427349
31124034291-2;35703.76492055717;18481.45545988041;1.9318697598283314;4299.0;1144.9684142033436;3.75468872911328
31157196542-4;13310.830862853516;6823.3185860239055;1.9507854858364488;1705.0;453.1684915956466;3.7623975003128374
32043038154-2;42042.77432072152;15656.580796788954;2.685310085669802;4472.0;1063.6551296295427;4.204370265724699
31131019302-2;11924.777866789058;9421.748892370395;1.265665005829818;1542.0;624.9642101682276;2.467341289167463
31124034293-2;17808.746710213352;17808.746710213352;1.0;1763.0;1140.077121240254;1.546386614689792
31157216601-2;17482.53298980004;8080.453964401723;2.1635582687332895;2615.0;633.6750285025223;4.126720925360863
31123077543-2;17981.413354405064;17981.413354405064;1.0;1778.0;1276.271261382867;1.3931207681300442
31105012421-2;41097.980271243;8219.021091726816;5.000349775548309;3268.0;743.9709666346904;4.392644533942781
31124044071-2;6734.195076796287;5791.514588666709;1.162769250374382;1128.0;386.46181221633515;2.9187877413579058
12227049341-4;19980.153105263038;5641.133914840289;3.5418682496972265;2283.0;520.2523053166972;4.388255422741956
04434004352-1;47925.794395247794;20964.70766523265;2.286022546106223;3622.0;1338.0904672052388;2.706842391280896
04434004353-1;14977.155936785637;14977.155936785637;1.0;1004.0;922.6550534122662;1.0881639853235452
31207094491-2;36858.85111840218;18059.611739411543;2.040954791844445;4426.0;1198.9622925166784;3.6915256031193584
81074026351-2;21179.283725492158;5727.195727758129;3.6980198918018545;2163.0;335.25740855742464;6.4517589911201325
31157094581-2;55493.5467818273;11568.65700340038;4.796887552765724;4929.0;1234.9127794540236;3.9913750039733142
51135038541-2;2752.1742018277546;2752.1742018277546;1.0;952.0;318.82425158262953;2.9859710962209243
31123029641-10;55170.36364073116;12373.664786325984;4.458692278596345;3875.0;924.2900605193826;4.192406870439067
31123040701-2;39072.69550335148;12982.82320275319;3.0095684808420997;3142.0;907.0636562828248;3.463924475682351
31172026141-2;38364.906474601;17478.22977009724;2.1950109924883745;3903.0;918.2631520767497;4.250415571149676
31144037681-3;14011.184939123657;8651.943591105164;1.6194262932467784;1616.0;558.6398835319147;2.8927401133322035
31024017891-2;25653.270125596675;10138.428033141754;2.530300559587549;2776.0;547.2574379734795;5.072566962780188
31124005771-3;40344.84809762397;19606.13846782275;2.057766151342715;4308.0;1372.310462079406;3.139231332152247
31214041951-3;16519.571774760523;15481.522155654493;1.067050875790459;1896.0;982.2889576388872;1.9301855989070529
31123027762-2;7013.993277648837;6918.615113125476;1.0137857306648577;968.0;549.5300442636935;1.7615051444493952
31155054581-2;19892.11825911744;13531.652123105301;1.4700435747347984;2169.0;933.2020244561518;2.3242555664879125
31056000501-2;34132.52788616579;13687.383283650133;2.4937219320027237;2841.0;647.3597234202031;4.3885955477583805
31157121431-3;12858.618807072806;12074.21671783583;1.0649650497061454;1570.0;805.1525708917139;1.949940988527442
31157142511-2;21136.62420033218;13870.075296424357;1.5239011864471352;2610.0;922.0509530664366;2.830646171255507
32043039891-2;20672.41577746003;12372.916076943371;1.670779600290232;2436.0;863.1348774909677;2.8222703815204033
31124014673-2;17700.521141957815;18134.1425191677;0.9760881234526777;2339.0;1233.412597615136;1.8963646102874023
31105019261-2;37400.98776760504;13002.905056052938;2.876356291642277;3625.0;816.9333607714202;4.437326438201712
