RequestId;actualWaitTime;estimatedWaitTime;deviate
drtC_51;490.0;464.8648184187696;25.135181581230427
drtC_74;491.0;477.6794362654182;13.32056373458181
drtC_52;551.0;536.2891834029142;14.710816597085795
drtC_71;413.0;401.1506459793309;11.849354020669125
drtC_50;328.0;323.09493251678214;4.905067483217863
drtC_67;565.0;542.433230119932;22.566769880068023
drtC_45;726.0;567.9856506522119;158.01434934778808
drtC_23;299.0;300.10240066472034;-1.102400664720335
drtC_42;659.0;547.6515399969358;111.34846000306425
drtC_20;320.0;310.33179384997493;9.668206150025071
drtC_43;228.0;224.3465821603677;3.6534178396323114
drtC_48;516.0;501.52734669663187;14.472653303368133
drtC_26;347.0;339.2481759930088;7.751824006991228
drtC_46;509.0;497.3516256426228;11.648374357377179
drtC_24;416.0;402.2665666820394;13.73343331796059
drtC_80;332.0;325.94016136149;6.059838638509973
drtC_62;172.0;168.7570813343773;3.2429186656227103
drtC_40;459.0;445.73290891602664;13.267091083973355
drtC_63;318.0;310.14254131728376;7.857458682716242
drtC_85;460.0;439.68098718163674;20.319012818363262
drtC_60;329.0;320.908422286775;8.091577713224979
drtC_82;516.0;483.3456995652814;32.65430043471861
drtC_61;461.0;447.0013497064938;13.998650293506216
drtC_1;692.0;558.7608705609236;133.23912943907635
drtC_19;323.0;270.8177760596591;52.18222394034092
drtC_2;305.0;292.9703312271304;12.029668772869627
drtC_3;513.0;500.1160812582348;12.883918741765228
drtC_39;340.0;323.65140732759755;16.348592672402447
drtC_4;387.0;381.29659099342825;5.703409006571746
drtC_18;224.0;216.91347199190932;7.086528008090681
drtC_7;285.0;277.9640400027529;7.035959997247119
drtC_8;457.0;446.771046517566;10.228953482434008
drtC_9;435.0;420.6274145316529;14.372585468347097
drtC_55;262.0;255.3076190879874;6.692380912012595
drtC_33;454.0;437.2305806701552;16.769419329844823
drtC_56;510.0;476.2415170532404;33.758482946759614
drtC_34;529.0;364.0232035759327;164.9767964240673
drtC_12;523.0;502.70354473475163;20.29645526524837
drtC_78;451.0;381.01806156980456;69.98193843019544
drtC_53;304.0;298.7601756648146;5.2398243351854035
drtC_75;171.0;165.12767258229724;5.872327417702763
drtC_54;233.0;229.3019116292926;3.69808837070741
drtC_10;445.0;431.40783316629313;13.59216683370687
drtC_15;673.0;513.6845135035837;159.31548649641627
drtC_57;516.0;496.7184623083158;19.281537691684207
drtC_13;372.0;223.48901444041985;148.51098555958015
drtC_58;163.0;159.93316350214445;3.0668364978555473
drtC_36;401.0;391.1672722976364;9.832727702363627
