time	STAY	0 pax	1 pax	2 pax	3 pax	4 pax
17:25	10.0	0.0	0.0	0.0	0.0	0.0
17:30	10.0	0.0	0.0	0.0	0.0	0.0
17:35	10.0	0.0	0.0	0.0	0.0	0.0
17:40	10.0	0.0	0.0	0.0	0.0	0.0
17:45	10.0	0.0	0.0	0.0	0.0	0.0
17:50	10.0	0.0	0.0	0.0	0.0	0.0
17:55	10.0	0.0	0.0	0.0	0.0	0.0
18:00	9.22	0.78	0.0	0.0	0.0	0.0
18:05	9.0	1.0	0.0	0.0	0.0	0.0
18:10	9.0	1.0	0.0	0.0	0.0	0.0
18:15	9.0	1.0	0.0	0.0	0.0	0.0
18:20	9.0	0.11666666666666667	0.8833333333333333	0.0	0.0	0.0
18:25	9.116666666666667	0.2	0.6833333333333333	0.0	0.0	0.0
18:30	10.0	0.0	0.0	0.0	0.0	0.0
18:35	10.0	0.0	0.0	0.0	0.0	0.0
18:40	10.0	0.0	0.0	0.0	0.0	0.0
18:45	10.0	0.0	0.0	0.0	0.0	0.0
18:50	10.0	0.0	0.0	0.0	0.0	0.0
18:55	10.0	0.0	0.0	0.0	0.0	0.0
19:00	10.0	0.0	0.0	0.0	0.0	0.0
19:05	10.0	0.0	0.0	0.0	0.0	0.0
19:10	10.0	0.0	0.0	0.0	0.0	0.0
19:15	10.0	0.0	0.0	0.0	0.0	0.0
19:20	10.0	0.0	0.0	0.0	0.0	0.0
19:25	10.0	0.0	0.0	0.0	0.0	0.0
19:30	10.0	0.0	0.0	0.0	0.0	0.0
19:35	10.0	0.0	0.0	0.0	0.0	0.0
19:40	10.0	0.0	0.0	0.0	0.0	0.0
19:45	10.0	0.0	0.0	0.0	0.0	0.0
19:50	10.0	0.0	0.0	0.0	0.0	0.0
19:55	10.0	0.0	0.0	0.0	0.0	0.0
20:00	10.0	0.0	0.0	0.0	0.0	0.0
20:05	10.0	0.0	0.0	0.0	0.0	0.0
20:10	10.0	0.0	0.0	0.0	0.0	0.0
20:15	10.0	0.0	0.0	0.0	0.0	0.0
20:20	10.0	0.0	0.0	0.0	0.0	0.0
20:25	10.0	0.0	0.0	0.0	0.0	0.0
20:30	10.0	0.0	0.0	0.0	0.0	0.0
20:35	10.0	0.0	0.0	0.0	0.0	0.0
20:40	10.0	0.0	0.0	0.0	0.0	0.0
20:45	10.0	0.0	0.0	0.0	0.0	0.0
20:50	9.223333333333333	0.7766666666666666	0.0	0.0	0.0	0.0
20:55	9.0	0.39666666666666667	0.6033333333333334	0.0	0.0	0.0
21:00	9.0	0.0	1.0	0.0	0.0	0.0
21:05	9.386666666666667	0.2	0.41333333333333333	0.0	0.0	0.0
21:10	10.0	0.0	0.0	0.0	0.0	0.0
21:15	10.0	0.0	0.0	0.0	0.0	0.0
21:20	10.0	0.0	0.0	0.0	0.0	0.0
21:25	10.0	0.0	0.0	0.0	0.0	0.0
21:30	10.0	0.0	0.0	0.0	0.0	0.0
21:35	10.0	0.0	0.0	0.0	0.0	0.0
21:40	10.0	0.0	0.0	0.0	0.0	0.0
21:45	10.0	0.0	0.0	0.0	0.0	0.0
21:50	10.0	0.0	0.0	0.0	0.0	0.0
21:55	10.0	0.0	0.0	0.0	0.0	0.0
22:00	10.0	0.0	0.0	0.0	0.0	0.0
22:05	10.0	0.0	0.0	0.0	0.0	0.0
22:10	10.0	0.0	0.0	0.0	0.0	0.0
22:15	10.0	0.0	0.0	0.0	0.0	0.0
22:20	10.0	0.0	0.0	0.0	0.0	0.0
22:25	10.0	0.0	0.0	0.0	0.0	0.0
22:30	10.0	0.0	0.0	0.0	0.0	0.0
22:35	10.0	0.0	0.0	0.0	0.0	0.0
22:40	10.0	0.0	0.0	0.0	0.0	0.0
22:45	10.0	0.0	0.0	0.0	0.0	0.0
22:50	10.0	0.0	0.0	0.0	0.0	0.0
22:55	10.0	0.0	0.0	0.0	0.0	0.0
23:00	10.0	0.0	0.0	0.0	0.0	0.0
23:05	10.0	0.0	0.0	0.0	0.0	0.0
23:10	10.0	0.0	0.0	0.0	0.0	0.0
23:15	10.0	0.0	0.0	0.0	0.0	0.0
23:20	10.0	0.0	0.0	0.0	0.0	0.0
23:25	10.0	0.0	0.0	0.0	0.0	0.0
23:30	10.0	0.0	0.0	0.0	0.0	0.0
23:35	10.0	0.0	0.0	0.0	0.0	0.0
23:40	10.0	0.0	0.0	0.0	0.0	0.0
23:45	10.0	0.0	0.0	0.0	0.0	0.0
23:50	10.0	0.0	0.0	0.0	0.0	0.0
23:55	10.0	0.0	0.0	0.0	0.0	0.0
24:00	10.0	0.0	0.0	0.0	0.0	0.0
24:05	10.0	0.0	0.0	0.0	0.0	0.0
24:10	10.0	0.0	0.0	0.0	0.0	0.0
24:15	10.0	0.0	0.0	0.0	0.0	0.0
24:20	10.0	0.0	0.0	0.0	0.0	0.0
24:25	10.0	0.0	0.0	0.0	0.0	0.0
24:30	10.0	0.0	0.0	0.0	0.0	0.0
24:35	10.0	0.0	0.0	0.0	0.0	0.0
24:40	10.0	0.0	0.0	0.0	0.0	0.0
24:45	10.0	0.0	0.0	0.0	0.0	0.0
24:50	10.0	0.0	0.0	0.0	0.0	0.0
24:55	10.0	0.0	0.0	0.0	0.0	0.0
25:00	10.0	0.0	0.0	0.0	0.0	0.0
25:05	10.0	0.0	0.0	0.0	0.0	0.0
25:10	10.0	0.0	0.0	0.0	0.0	0.0
25:15	10.0	0.0	0.0	0.0	0.0	0.0
25:20	10.0	0.0	0.0	0.0	0.0	0.0
25:25	10.0	0.0	0.0	0.0	0.0	0.0
25:30	10.0	0.0	0.0	0.0	0.0	0.0
25:35	10.0	0.0	0.0	0.0	0.0	0.0
25:40	10.0	0.0	0.0	0.0	0.0	0.0
25:45	10.0	0.0	0.0	0.0	0.0	0.0
25:50	10.0	0.0	0.0	0.0	0.0	0.0
25:55	10.0	0.0	0.0	0.0	0.0	0.0
26:00	10.0	0.0	0.0	0.0	0.0	0.0
26:05	10.0	0.0	0.0	0.0	0.0	0.0
26:10	10.0	0.0	0.0	0.0	0.0	0.0
26:15	10.0	0.0	0.0	0.0	0.0	0.0
26:20	10.0	0.0	0.0	0.0	0.0	0.0
26:25	10.0	0.0	0.0	0.0	0.0	0.0
26:30	10.0	0.0	0.0	0.0	0.0	0.0
26:35	10.0	0.0	0.0	0.0	0.0	0.0
26:40	10.0	0.0	0.0	0.0	0.0	0.0
26:45	10.0	0.0	0.0	0.0	0.0	0.0
26:50	10.0	0.0	0.0	0.0	0.0	0.0
26:55	10.0	0.0	0.0	0.0	0.0	0.0
27:00	10.0	0.0	0.0	0.0	0.0	0.0
27:05	10.0	0.0	0.0	0.0	0.0	0.0
27:10	10.0	0.0	0.0	0.0	0.0	0.0
27:15	10.0	0.0	0.0	0.0	0.0	0.0
27:20	10.0	0.0	0.0	0.0	0.0	0.0
27:25	10.0	0.0	0.0	0.0	0.0	0.0
27:30	10.0	0.0	0.0	0.0	0.0	0.0
27:35	10.0	0.0	0.0	0.0	0.0	0.0
27:40	10.0	0.0	0.0	0.0	0.0	0.0
27:45	10.0	0.0	0.0	0.0	0.0	0.0
27:50	10.0	0.0	0.0	0.0	0.0	0.0
27:55	10.0	0.0	0.0	0.0	0.0	0.0
28:00	10.0	0.0	0.0	0.0	0.0	0.0
28:05	10.0	0.0	0.0	0.0	0.0	0.0
28:10	10.0	0.0	0.0	0.0	0.0	0.0
28:15	10.0	0.0	0.0	0.0	0.0	0.0
28:20	10.0	0.0	0.0	0.0	0.0	0.0
28:25	10.0	0.0	0.0	0.0	0.0	0.0
28:30	10.0	0.0	0.0	0.0	0.0	0.0
28:35	10.0	0.0	0.0	0.0	0.0	0.0
28:40	10.0	0.0	0.0	0.0	0.0	0.0
28:45	10.0	0.0	0.0	0.0	0.0	0.0
28:50	10.0	0.0	0.0	0.0	0.0	0.0
28:55	10.0	0.0	0.0	0.0	0.0	0.0
29:00	10.0	0.0	0.0	0.0	0.0	0.0
29:05	10.0	0.0	0.0	0.0	0.0	0.0
29:10	10.0	0.0	0.0	0.0	0.0	0.0
29:15	10.0	0.0	0.0	0.0	0.0	0.0
29:20	10.0	0.0	0.0	0.0	0.0	0.0
29:25	10.0	0.0	0.0	0.0	0.0	0.0
29:30	10.0	0.0	0.0	0.0	0.0	0.0
29:35	10.0	0.0	0.0	0.0	0.0	0.0
29:40	10.0	0.0	0.0	0.0	0.0	0.0
29:45	10.0	0.0	0.0	0.0	0.0	0.0
29:50	10.0	0.0	0.0	0.0	0.0	0.0
29:55	10.0	0.0	0.0	0.0	0.0	0.0
30:00	10.0	0.0	0.0	0.0	0.0	0.0
30:05	10.0	0.0	0.0	0.0	0.0	0.0
30:10	10.0	0.0	0.0	0.0	0.0	0.0
30:15	10.0	0.0	0.0	0.0	0.0	0.0
30:20	10.0	0.0	0.0	0.0	0.0	0.0
30:25	10.0	0.0	0.0	0.0	0.0	0.0
30:30	10.0	0.0	0.0	0.0	0.0	0.0
30:35	10.0	0.0	0.0	0.0	0.0	0.0
30:40	10.0	0.0	0.0	0.0	0.0	0.0
30:45	10.0	0.0	0.0	0.0	0.0	0.0
30:50	10.0	0.0	0.0	0.0	0.0	0.0
30:55	10.0	0.0	0.0	0.0	0.0	0.0
31:00	10.0	0.0	0.0	0.0	0.0	0.0
31:05	10.0	0.0	0.0	0.0	0.0	0.0
31:10	10.0	0.0	0.0	0.0	0.0	0.0
31:15	10.0	0.0	0.0	0.0	0.0	0.0
31:20	10.0	0.0	0.0	0.0	0.0	0.0
31:25	10.0	0.0	0.0	0.0	0.0	0.0
31:30	10.0	0.0	0.0	0.0	0.0	0.0
31:35	10.0	0.0	0.0	0.0	0.0	0.0
31:40	10.0	0.0	0.0	0.0	0.0	0.0
31:45	10.0	0.0	0.0	0.0	0.0	0.0
31:50	10.0	0.0	0.0	0.0	0.0	0.0
31:55	10.0	0.0	0.0	0.0	0.0	0.0
32:00	0.0	0.0	0.0	0.0	0.0	0.0
