vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtB26;8044.09;4694.7;3349.39;4694.7
drtB27;2122.04;1015.1;1106.94;1015.1
drtB28;1244.12;455.5;788.62;455.5
drtB29;0;0;0;0
drtB70;6112.85;4503.85;1609;4503.85
drtB71;0;0;0;0
drtB72;0;0;0;0
drtB30;31223.27;27811.33;3411.94;27811.33
drtB31;0;0;0;0
drtB32;2696.96;1517.33;1179.62;1517.33
drtB33;2219.94;1513.36;706.58;1513.36
drtB34;6341.24;4270.44;2070.8;4270.44
drtB35;63428.76;56390.46;7038.3;56390.46
drtB36;1885.69;1476.43;409.26;1476.43
drtB15;0;0;0;0
drtB59;0;0;0;0
drtB16;0;0;0;0
drtB17;0;0;0;0
drtB18;12897.64;10218.15;2679.48;10218.15
drtB19;5604.7;2376.32;3228.37;2376.32
drtB60;0;0;0;0
drtB61;0;0;0;0
drtB62;3510.61;1938.43;1572.18;1938.43
drtB63;8526.02;4704.1;3821.92;4704.1
drtB20;0;0;0;0
drtB64;0;0;0;0
drtB21;0;0;0;0
drtB65;1976.3;1182.69;793.61;1182.69
drtB22;5808.4;3210.24;2598.17;3210.24
drtB66;4660.01;2455.36;2204.66;2455.36
drtB23;0;0;0;0
drtB67;6360.81;3032.44;3328.37;3032.44
drtB24;9161.35;6324.9;2836.45;6324.9
drtB68;9399.42;2920.49;6478.93;2920.49
drtB25;0;0;0;0
drtB69;2474.55;1553.58;920.97;1553.58
drtB48;0;0;0;0
drtB49;52263.15;42195.92;10067.23;50451.37
drtB50;0;0;0;0
drtB51;1008.78;791.53;217.25;791.53
drtB52;2651.63;1373.96;1277.67;1373.96
drtB53;3564.56;2123.32;1441.24;2123.32
drtB10;8431.67;4490.95;3940.72;4490.95
drtB54;40953.75;32322.2;8631.55;32322.2
drtB11;0;0;0;0
drtB55;5295.39;2703.37;2592.02;2703.37
drtB12;4145.51;2047.55;2097.96;2047.55
drtB56;0;0;0;0
drtB13;8956.52;5218.19;3738.33;5218.19
drtB57;2550.39;1405.39;1145.01;1405.39
drtB14;6474.04;3902.41;2571.63;3902.41
drtB58;10427.72;8060.07;2367.64;8060.07
drtB2;0;0;0;0
drtB37;9960.93;6120.32;3840.61;6120.32
drtB3;0;0;0;0
drtB38;5909.61;4087.34;1822.26;4087.34
drtB0;2453.84;1309.45;1144.39;1309.45
drtB39;0;0;0;0
drtB1;6850.78;3920.08;2930.7;3920.08
drtB8;0;0;0;0
drtB9;6679.73;4012;2667.73;4012
drtB6;0;0;0;0
drtB7;0;0;0;0
drtB4;0;0;0;0
drtB5;0;0;0;0
drtB40;0;0;0;0
drtB41;5444.87;4193.56;1251.31;4193.56
drtB42;0;0;0;0
drtB43;39055.46;30281.9;8773.56;56864.26
drtB44;0;0;0;0
drtB45;8071.87;4629.76;3442.11;4629.76
drtB46;0;0;0;0
drtB47;0;0;0;0
