vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtA49;0;0;0;0
drtA50;14948.21;9934.24;5013.97;9934.24
drtA51;7698.43;5020.12;2678.31;5020.12
drtA52;0;0;0;0
drtA53;0;0;0;0
drtA54;11073.85;8472.71;2601.14;8472.71
drtA55;66768.25;59849.55;6918.7;117680.95
drtA56;19497.8;15626.41;3871.39;15626.41
drtA57;16653.66;15458.08;1195.58;15458.08
drtA58;24548.5;15904.16;8644.34;15904.16
drtA59;12689.03;12356.03;333;12356.03
drtA38;28228.2;23483.25;4744.94;23483.25
drtA113;30386.13;27359.38;3026.76;36162.5
drtA39;86096.37;67009.1;19087.27;100423.28
drtA110;0;0;0;0
drtA111;0;0;0;0
drtA112;67564.16;58622.05;8942.11;73013.41
drtA40;0;0;0;0
drtA41;0;0;0;0
drtA42;0;0;0;0
drtA43;12326.01;11172.33;1153.68;11172.33
drtA44;40134.58;34855.03;5279.55;66706.79
drtA45;5987.91;5383.38;604.53;5383.38
drtA46;8988.22;7476.23;1512;7476.23
drtA47;14537.9;11306.12;3231.79;11306.12
drtA48;41575.53;37677.29;3898.24;54701.6
drtA102;0;0;0;0
drtA103;31154.5;28331.55;2822.96;43610.69
drtA104;0;0;0;0
drtA105;60650.43;56998.44;3651.99;155792.97
drtA106;0;0;0;0
drtA107;10881.02;8746.92;2134.1;8746.92
drtA108;12217.15;8790.26;3426.9;8790.26
drtA109;4060.31;1979.81;2080.5;1979.81
drtA100;0;0;0;0
drtA101;0;0;0;0
drtA70;0;0;0;0
drtA71;0;0;0;0
drtA72;12181.93;9597.23;2584.7;9597.23
drtA73;42574.43;36465.59;6108.84;36465.59
drtA74;0;0;0;0
drtA75;0;0;0;0
drtA76;16815.29;13074.88;3740.41;21220.99
drtA77;18249.36;14851.19;3398.17;21453.07
drtA78;43063.54;29988.88;13074.66;39846.72
drtA79;16878.9;14871.48;2007.42;14871.48
drtA60;47408.44;38014.57;9393.87;56006.99
drtA61;15132.2;13711.05;1421.15;13711.05
drtA62;2237.04;1233.42;1003.62;1233.42
drtA63;65440.06;53171.57;12268.5;85349.42
drtA64;23794.14;18307.04;5487.1;18307.04
drtA65;0;0;0;0
drtA66;18197.98;11336.48;6861.5;11336.48
drtA67;66439.96;58334.96;8105;82228.6
drtA68;21892.59;21487.96;404.63;21487.96
drtA69;38398.55;31482.68;6915.87;31482.68
drtA1;8925.27;5411.13;3514.15;5411.13
drtA2;47986.62;35278.32;12708.29;35278.32
drtA0;23212.52;19671.61;3540.91;23879.19
drtA9;15976.55;15477.67;498.88;15477.67
drtA7;11789.58;9765.93;2023.65;9765.93
drtA8;20364.8;14567.42;5797.38;14567.42
drtA5;12480.65;11639.73;840.92;11639.73
drtA6;0;0;0;0
drtA3;90069.14;79235.26;10833.88;170137.32
drtA4;18436.61;13861.66;4574.96;22864.67
drtA90;3979.77;3011.97;967.8;3011.97
drtA91;0;0;0;0
drtA92;12919.77;11452.78;1466.98;11452.78
drtA93;39446.91;36093.63;3353.29;75975.17
drtA94;0;0;0;0
drtA95;30342.24;24070.72;6271.53;33365.54
drtA96;21915.3;20021.32;1893.98;20021.32
drtA97;37784.09;33048.59;4735.5;54110.6
drtA10;80698.2;71540.14;9158.06;155050.36
drtA98;0;0;0;0
drtA11;44523.1;37799.95;6723.15;91183.31
drtA99;10532.97;7238.07;3294.9;7238.07
drtA12;0;0;0;0
drtA13;76726.98;65496.42;11230.56;124030.18
drtA14;64313.9;55536.07;8777.83;84099.33
drtA15;63475.53;51568.75;11906.78;67969.25
drtA80;42620.63;29136.56;13484.07;32014.14
drtA81;29437.44;25894.16;3543.28;38724.26
drtA82;9037.83;7433.57;1604.26;7433.57
drtA83;1700.26;904.42;795.84;904.42
drtA84;48627.31;42984.46;5642.85;47843.84
drtA85;48682.98;45894.07;2788.91;106900.08
drtA86;0;0;0;0
drtA87;0;0;0;0
drtA88;0;0;0;0
drtA89;71532.78;69361.31;2171.47;152442.6
drtA27;18903.83;17541.64;1362.19;47337.7
drtA28;28844.33;23961.55;4882.78;28898.76
drtA29;0;0;0;0
drtA30;2605.81;1727.89;877.92;1727.89
drtA31;2370.96;1191.33;1179.62;1191.33
drtA32;0;0;0;0
drtA33;26767.57;19774.66;6992.91;19774.66
drtA34;49565.9;36159.84;13406.06;55881.19
drtA35;36177.15;26848.33;9328.82;26848.33
drtA36;4840.49;4451.85;388.63;4451.85
drtA37;12157.09;7166.62;4990.46;7166.62
drtA16;55729.81;45101.85;10627.96;52283.92
drtA17;35455.23;30214.22;5241.02;33641.92
drtA18;0;0;0;0
drtA19;0;0;0;0
drtA20;35844.1;22400.48;13443.62;24960.86
drtA21;0;0;0;0
drtA22;3568.26;2340.44;1227.83;2340.44
drtA23;25557.25;22122.92;3434.33;22122.92
drtA24;19446.86;12723.47;6723.39;12723.47
drtA25;0;0;0;0
drtA26;8444.26;7485.43;958.83;7485.43
