runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;4;283;353;353;342;299.5;100;100;283;2021.63;2021.63;566;3.42;5;0.56
NA;2;8;306.88;409;409;387;299.5;100;100;330.62;2646.15;2646.15;637.5;3.85;8;0.5
NA;3;10;303.3;534;534;420.5;318;100;100;321.5;2482.16;2474.71;624.8;3.74;9;0.47
NA;4;11;315.36;495;495;415;301;100;100;347.73;2679.19;2679.19;663.09;3.88;9;0.45
NA;5;16;336.69;571;571;430.75;302.5;100;100;461.31;3822.8;3812.45;798;4.67;11;0.41
NA;6;10;354.2;571;571;447.75;321;100;100;457.6;3145.78;3145.78;811.8;4.2;10;0.5
NA;7;8;418.5;571;571;564;430.5;100;100;561.5;4009.77;4009.77;980;4.81;13;0.62
NA;8;11;456.36;676;676;570;434;90.91;100;528.82;4031.42;3578.06;985.18;4.5;14;0.56
NA;9;11;389.36;717;717;567;431;90.91;100;544.91;4649.82;4214.24;934.27;4.95;18;0.62
NA;10;12;383;570;570;525.25;426;100;100;605.17;5077.07;4384.43;988.17;5.07;19;0.61
NA;11;10;383.3;570;570;503.25;441.5;100;100;652.7;5641.02;4784.3;1036;5.35;19;0.66
NA;12;11;331.18;434;434;388;332;100;100;540.91;4152.88;3805.26;872.09;4.66;17;0.61
NA;13;13;324.62;507;507;408;318;100;100;494.38;3910.82;3907.51;819;4.74;15;0.54
NA;14;13;365.08;765;765;459.5;322;92.31;100;546.62;4173.71;4046.98;911.69;4.83;19;0.59
NA;15;14;341.86;694;694;455;320;92.86;100;479.93;3671.28;3648.57;821.79;4.55;20;0.59
NA;16;16;360.75;608;608;511.75;332;93.75;100;538.06;4199.27;3423.87;898.81;4.4;19;0.54
NA;17;16;367.19;667;667;499.5;337;93.75;100;469.56;3940.72;3920.84;836.75;4.74;18;0.53
NA;18;22;306.73;599;592.25;425.5;274;100;100;396.32;3372.85;3312.08;703.05;4.33;13;0.37
NA;19;20;357.7;770;761.45;463.25;308;95;100;408.85;3561.04;3478.87;766.55;4.44;11;0.35
NA;20;17;415.53;1170;1170;490;376;88.24;94.12;529.88;4134.43;3238.06;945.41;4.28;14;0.45
