runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;49;220.35;503;416.5;280.5;181;100;100;810.08;11782.2;11098.96;1030.43;9.77;0;0
NA;2;105;274.45;638;543.8;350;269;98.1;100;1114.15;14820.3;11603.39;1388.6;10.12;3;0.03
NA;3;131;320.35;652;587.4;463;312;97.71;100;1187.43;15460.56;11480.6;1507.78;10.04;3;0.02
NA;4;149;308.23;604;555.5;442;292;98.66;100;1201.75;15498.02;11571.14;1509.99;10.1;4;0.03
NA;5;162;299.86;672;541.85;427.25;291.5;97.53;100;1106.32;14424.41;10554.25;1406.19;9.39;7;0.04
NA;6;179;311.08;711;576;431;297;98.32;100;1175.45;14628.45;10427.46;1486.53;9.3;9;0.05
NA;7;194;314.86;666;580.75;423;293;96.39;100;1203.73;14624.03;10275.59;1518.59;9.19;12;0.06
NA;8;217;339.19;885;589.4;476.5;356;95.85;100;1251.32;15146.36;10288.37;1590.51;9.2;13;0.06
NA;9;231;321.92;724;587;446;313;97.4;100;1205.03;14595.08;10138.78;1526.95;9.1;9;0.04
NA;10;232;336.17;742;594;475;324;96.12;100;1144.24;14268.51;10168.11;1480.41;9.12;16;0.06
NA;11;224;351.47;823;616.75;464.75;355;92.41;100;1156.75;14135.99;10507.59;1508.21;9.36;14;0.06
NA;12;235;354.2;691;601.4;476;365;94.89;100;1170.2;14875.12;10649.22;1524.4;9.46;7;0.03
NA;13;224;352.59;778;608.25;485.25;357;94.64;100;1147;14458.08;10732.84;1499.59;9.51;14;0.06
NA;14;232;357.53;911;611.7;485.75;355;93.53;99.57;1170.02;14354.37;10603.02;1527.54;9.42;6;0.03
NA;15;219;345.73;815;590;473;354;96.35;100;1175.04;14249.14;10587.63;1520.77;9.41;11;0.05
NA;16;231;355.2;954;636.8;483;362;93.94;99.13;1257.84;15437.56;10569.72;1613.05;9.4;9;0.04
NA;17;231;332.98;895;586.4;448;338;96.1;100;1165.74;14445.8;10352.23;1498.72;9.25;14;0.06
NA;18;230;333.82;1048;604.45;445.25;324;94.35;99.13;1149.45;13625.23;10121.02;1483.27;9.09;9;0.04
NA;19;225;345.07;1048;653.1;460;329;93.33;99.56;1157.21;13827.59;9752.21;1502.28;8.83;9;0.04
NA;20;228;327.04;834;593.55;437.75;310.5;96.05;100;1085.61;13357.15;10140.33;1412.64;9.1;10;0.04
