person;distance;unsharedDistance;distanceDetour;time;unsharedTime;timeDetour
31112032392-2;17679.42295230557;17679.42295230557;1.0;1335.0;1043.8720991616963;1.278892309768697
32094001491-5;6517.093640960442;6517.093640960442;1.0;672.0;447.0018560294476;1.503349462503641
31154043872-2;24078.46488307853;18996.327867956505;1.2675326015874206;2466.0;1203.3919071933178;2.0492077312963444
31154042871-4;4974.32904878925;4974.32904878925;1.0;443.0;301.7516726414255;1.4680945962026903
31047059191-5;5719.219617134561;5560.790282923796;1.0284904350191506;911.0;405.1388800196386;2.2486116364734987
12284005001-2;18159.97145230286;16561.25435588697;1.096533575420125;1896.0;1024.8467044191493;1.8500327822926383
31157192741-6;6959.53137082822;6613.866925933458;1.052263592353119;1063.0;502.25138240463696;2.1164700332145587
31163040131-3;11529.675035334101;11782.922261259335;0.9785072649797685;1248.0;687.6876735219823;1.814777329959088
31233090461-2;18971.36413444183;18971.36413444183;1.0;1403.0;1188.8123605154526;1.1801694250484396
12275000324-4;6151.187450276824;6151.187450276824;1.0;637.0;418.9685948337777;1.520400354238304
31124016791-2;7166.624480711113;7166.624480711113;1.0;847.0;451.7098306897016;1.8750975570018968
31155025221-2;19774.662218907477;19774.662218907477;1.0;1727.0;1158.0232986553272;1.4913344161601558
31154020291-2;14620.824014831378;11936.010715627392;1.2249338881447933;1860.0;786.0462710382653;2.366272913607466
31154008831-2;32648.589113059395;19843.745928233322;1.6452835684923568;3446.0;1188.6585561520196;2.899066331676903
31144035582-3;4853.074963074569;4853.074963074569;1.0;997.0;423.75425506640494;2.352778734561058
31163015951-3;10349.226601900316;8432.196359786754;1.2273464896116393;1639.0;528.689445033812;3.1001186337192315
31124005631-2;36428.246728708764;19534.318785575713;1.8648332265165886;4305.0;1343.136967550823;3.205183167469555
31046047221-2;15885.301622833676;8644.33663315123;1.8376542118817052;1613.0;604.9605228094731;2.666289682026078
31132011831-2;12294.153228109108;14918.255633638058;0.8241012575483652;1987.0;918.1382726754144;2.1641620430547674
31143007071-4;8112.319218698263;7385.37481909955;1.0984302648687159;1688.0;685.9912984021765;2.460672611929219
31131017701-2;4991.630557819205;4991.630557819205;1.0;638.0;348.48406910462916;1.8307867032178344
31143040412-4;29394.74740575458;10157.203342898329;2.8939804012397445;3097.0;691.9158154412601;4.475978046584944
42138034511-2;18346.668374403194;18273.59135528574;1.0039990507446868;1770.0;958.5719079341088;1.8464968411338714
31157257721-2;8134.249209204665;8134.249209204665;1.0;1163.0;873.4135690897504;1.331557055166946
31154068112-2;6630.291607992433;6118.0691775060695;1.083722889628254;1118.0;474.942161636158;2.353970841730563
31157250981-2;8472.71432282663;8472.71432282663;1.0;1075.0;684.8510209046165;1.5696844528026512
02174009401-2;5625.072420050661;5625.072420050661;1.0;766.0;445.4696794174607;1.7195334169582446
31132022751-2;21188.693318232155;7391.148393704818;2.8667660544170603;2086.0;467.0326512444245;4.4664971377092835
31222003041-2;8605.966646419161;8605.966646419161;1.0;819.0;525.5922651995884;1.5582421093830081
31154062551-3;26474.328560801107;12108.837341444592;2.1863642077499987;2855.0;876.585807113781;3.25695439833812
31132032471-2;11230.846371882473;10803.943477092052;1.0395136179391902;1090.0;652.6325639545363;1.6701587695767073
31147055941-2;11355.417281032158;10269.27590234358;1.1057661113614357;1319.0;680.9812381700077;1.9369109251005683
31154061291-7;6110.866566806225;6110.866566806225;1.0;789.0;399.62309410269427;1.974360370167307
31155004481-2;16659.955811587588;11614.439290322098;1.434417572397984;2515.0;924.7123992403377;2.7197645474053367
31046049361-2;7032.581820884258;2807.310042681536;2.5050962358852082;1297.0;337.68848986107093;3.8408179104167903
31155071241-4;4343.776033763151;4532.348362326733;0.9583941229824672;1137.0;316.1619411489432;3.5962582841821615
31157088821-2;12667.684723605009;8275.39699007259;1.53076459519725;2115.0;659.9512090868949;3.2047823700880906
22272005851-4;25222.587189337934;16523.870838481653;1.5264333300523178;1903.0;914.7531437428785;2.080342672793154
31124034291-2;26010.188218603078;17808.746710213352;1.4605288424752643;2854.0;1132.2546775211156;2.52063432075932
31157196542-4;8399.200634595416;6823.3185860239055;1.2309553670554625;1461.0;452.94708863093183;3.2255423131562395
32043038154-2;15656.580796788954;15656.580796788954;1.0;1274.0;1060.179868961309;1.201682881649297
31131019302-2;12032.08361409054;9364.856363178586;1.2848124036796922;1186.0;626.5663987459867;1.892856052245487
31124034293-2;21901.648277768494;17808.746710213352;1.2298253568404034;2254.0;1138.6016904294736;1.9796211607149512
31157216601-2;8729.179448722594;8254.729330751257;1.0574761568745656;1249.0;629.0221116531789;1.9856217720509253
31123077543-2;22633.41880026754;18110.947799075726;1.2497092394812497;2653.0;1276.9813045615927;2.077555865949671
31105012421-2;8219.021091726816;8219.021091726816;1.0;1164.0;738.8866967501677;1.5753430195990814
31123005921-3;3427.704310101329;3427.704310101329;1.0;477.0;246.24905257445403;1.9370632902466816
31124044071-2;7819.460830200993;5791.514588666709;1.350158185822881;1047.0;385.7070790657308;2.7144951618105355
12227049341-4;20248.989857016495;5641.133914840289;3.5895247591529262;1908.0;519.1690870060235;3.6751032520121196
04434004352-1;50170.34959512149;20964.70766523265;2.3930860566361605;4470.0;1340.4823251767343;3.3346206182992066
04434004353-1;30620.962122280987;14977.155936785637;2.0445111375967144;2145.0;931.7079106385509;2.3022236642059988
31207094491-2;21324.85935492914;18093.274263101128;1.1786069809607875;2162.0;1185.8490982077842;1.8231662049307178
81074026351-2;26687.07307971437;5727.195727758129;4.65971032740675;2319.0;340.0180233610385;6.820226695858518
31157094581-2;28183.5758609459;11568.65700340038;2.436201181577247;2907.0;1234.224464283585;2.355325213625052
51135038541-2;2752.1742018277546;2752.1742018277546;1.0;655.0;321.3180370963982;2.0384787792149193
31123029641-10;21834.606691811932;12378.05763211406;1.763976816133371;2451.0;931.3723908260544;2.631600446977127
31123040701-2;14949.33899927203;12982.82320275319;1.151470582769841;1718.0;919.0620937132832;1.869296984122989
31172026141-2;34177.13248246643;17478.22977009724;1.9554115566634005;2651.0;909.9331436562677;2.913400856405589
31144037681-3;16039.55915341595;8651.943591105164;1.8538677448042773;1664.0;564.9789446845995;2.9452425009022787
31157264561-2;9934.239925951317;9934.239925951317;1.0;1115.0;775.0520122017723;1.4386131284692771
31024017891-2;19648.876833699636;11622.95148178621;1.690523862591226;1524.0;553.3689636359848;2.754039529044698
31124005771-3;20275.683830883423;19606.13846782275;1.0341497824346961;2006.0;1389.3760578854003;1.4438135655317739
31143040474-2;13005.923450791744;10599.693204784418;1.2270094237181524;1421.0;663.7503922677524;2.1408650247950107
31081036661-2;14489.390915808006;11044.8845753622;1.3118644035565077;1734.0;669.8511306024205;2.5886348783804443
22044076421-4;2847.3149274322273;2847.3149274322273;1.0;627.0;291.8177817006987;2.1486010768290984
31046004482-7;4168.190893066236;2492.006285694607;1.6726245503447512;841.0;223.94059397743715;3.7554602542705315
31123027762-2;6918.615113125476;6918.615113125476;1.0;834.0;559.6317179772586;1.4902657823155954
31155054581-2;13551.097662285418;13531.652123105301;1.0014370410208013;1256.0;939.0807884525802;1.337478112047889
31056000501-2;20232.664647361555;13687.383283650133;1.478198149936365;1589.0;651.3384665223824;2.4395918277082074
31157121431-3;15676.391324984948;12061.234603847917;1.2997335546382358;2192.0;813.7032190233837;2.6938568617571215
31157142511-2;19110.70247733569;13857.093182436443;1.3791278030487721;1979.0;919.073514552665;2.1532553910698065
31157109931-2;45816.36181752054;25683.907252464516;1.783854822677893;3607.0;1615.4015792527957;2.232881313430694
32043039891-2;47660.545062213765;12372.916076943371;3.852005846142288;3837.0;879.8726376433444;4.3608584195515405
31124014673-2;31813.337453643428;18134.1425191677;1.7543337061577013;3260.0;1232.2994409605842;2.6454609096136665
31105019261-2;12988.314115075977;12988.314115075977;1.0;1346.0;813.6800277608259;1.6542129019733602
31154011251-2;13071.84763924075;13071.84763924075;1.0;1368.0;867.5919701684198;1.5767780789101118
31123030981-2;16123.368399488196;11546.071127426812;1.3964376471913778;1908.0;855.0339049509079;2.231490457807692
32043031571-2;34390.81261100195;11602.384405463194;2.9641159445474337;3332.0;797.3900059509061;4.178632758290609
31157252061-3;15306.508161939024;7641.684330553605;2.0030280629022186;1513.0;465.29138917996977;3.2517257683760565
12086013451-4;8225.592170746228;8225.592170746228;1.0;1049.0;532.0020115832125;1.9717970555754598
61344051611-4;14988.716886136584;14561.616441728018;1.0293305654710598;1960.0;971.7300648421574;2.01702105442047
31157126301-2;4451.852568223858;4451.852568223858;1.0;574.0;410.8846060181353;1.3969858972391516
31157186461-2;20568.048371014906;14476.521224869555;1.4207866690845983;1847.0;861.8534826311687;2.14305567851424
31132023451-4;6452.14539997359;6452.14539997359;1.0;954.0;469.6659860853131;2.031230764551703
31124093671-2;18167.493328966288;12176.284850093705;1.4920391197013165;1758.0;980.2547679172717;1.7934113227882467
31132028191-2;11196.027457076423;10448.165199603114;1.0715783339166305;1326.0;627.1647307476773;2.114277055119479
31124061191-2;6904.413355203723;6904.413355203723;1.0;1137.0;662.2933491878862;1.7167619173500777
31163024251-2;16517.945420287986;16517.945420287986;1.0;1016.0;714.6394686990392;1.4216958963231776
31046018331-3;17530.77081125174;4504.1694219376;3.8921206484525097;2393.0;395.1627426945005;6.05573284485988
31127134051-2;5411.127814857374;5411.127814857374;1.0;1065.0;606.1358310003632;1.7570319151770486
31046012351-3;10589.89758411615;2766.887075891108;3.8273689144706244;1831.0;203.0234616475089;9.018662105067435
31155052761-2;32746.425826351588;18031.227292470037;1.8160952271965822;3178.0;1198.4594720222149;2.6517375632549482
31132021231-2;11849.278519270423;11085.210715480149;1.06892677310349;1059.0;652.4559795226291;1.6230980069717802
31035018671-2;5839.694101447298;5256.139135721562;1.1110235004548878;906.0;336.7536934471966;2.6903936545600557
31124056951-6;480.0296566116915;480.0296566116915;1.0;176.0;86.38329072689953;2.0374310647231924
31237083071-5;17600.884538016024;17600.884538016024;1.0;1438.0;947.5353972914353;1.5176214040241407
31124062011-3;9067.72179021947;8160.445620925167;1.111179733490025;1144.0;571.563962314284;2.001525770393047
31047053301-2;17349.986856326926;5884.990984636237;2.948175604962182;1674.0;401.7888086842755;4.166367912241737
31124069651-2;12153.26626608179;9686.33403442458;1.25468172198996;1672.0;605.2614618985693;2.762442523195366
31111016461-2;56027.15207207416;24536.334659789143;2.283436089738908;4884.0;1686.3328605789866;2.8962253622473586
31155031161-2;5944.526079553994;5944.526079553994;1.0;522.0;418.2597047890025;1.2480284235444838
31111060021-3;42581.965866058665;22406.11826776438;1.9004615327466703;4220.0;1617.8234402621108;2.6084428590775635
31157167901-2;9295.915315097684;6224.533152604186;1.4934317300902331;1258.0;489.1711292828832;2.5716971519643996
31124085591-4;19027.080775180042;11801.964631190485;1.6121960512315776;2104.0;763.2427636198039;2.7566589560855252
31143039311-2;10174.549096801302;9874.296912178766;1.0304074494916402;1184.0;576.6397200760465;2.053275136585901
61325027051-2;27113.12735397553;21376.29374900376;1.2683736326012613;1963.0;1060.6623413815707;1.8507303629193481
31157101951-2;11298.946010483392;10786.543124842505;1.0475039018256713;2011.0;825.170963983665;2.437070725673049
31147080391-3;8756.703792932212;6832.623133678782;1.2816020467702098;1437.0;613.7597174471732;2.3413071258194518
31112007851-2;30070.71979519137;20925.186620338474;1.437058619394285;2600.0;1343.6548241119363;1.935020775680556
31123089801-2;13223.89362766092;7741.613233258898;1.708157360645387;1715.0;609.6298970277085;2.81318224116238
32047033411-4;23100.825618442737;12345.174353208937;1.8712433666388872;2759.0;840.891247363845;3.281042594567772
31144039821-3;3293.839242461609;3293.839242461609;1.0;697.0;229.333420442696;3.0392430316285313
31185015441-2;13736.428613300535;13736.428613300535;1.0;1238.0;865.1701196015871;1.430932451261842
31127136891-2;7238.066394349748;7238.066394349748;1.0;858.0;497.1891555078466;1.7257013563049428
61317060141-2;28188.835797169755;28188.835797169755;1.0;1947.0;1665.068496676228;1.1693212644924562
81045026012-2;16493.643531456648;16632.2851698353;0.9916643060792334;1619.0;1003.6165706810792;1.6131658716050357
31172014161-2;21125.34258176746;18694.5613694248;1.1300261163826095;2019.0;1446.9574632596743;1.395341640141681
31137038071-4;11402.920859547194;9561.320289035146;1.1926094425080584;1521.0;640.0197489073566;2.376489167086883
31123067301-2;13861.657191047354;12184.744820067739;1.1376239220223812;1939.0;932.795961453213;2.0786968213061416
31123023301-3;38535.58896001513;13942.83151912903;2.7638280579626726;2864.0;800.6269358086864;3.5771966591495823
31123052061-2;9003.01240695409;9003.01240695409;1.0;1028.0;669.7347638411574;1.5349360007894308
31193098902-3;9450.708035479605;9450.708035479605;1.0;1231.0;592.0826036776483;2.0791017880846265
31124066731-2;18760.37765755056;18760.37765755056;1.0;1948.0;1380.2604489015807;1.4113278414593635
31127128741-2;18553.665978365283;16234.579888381062;1.1428485434134312;2033.0;1107.5450081473787;1.8355913168717681
31157256751-3;12395.528829168246;7146.749100694773;1.7344289906529966;1966.0;564.0714499451966;3.485374060663787
31131013961-3;15626.407796379057;15626.407796379057;1.0;1119.0;687.0764601143361;1.628639700178038
31131030363-2;702.5146029759507;702.5146029759507;1.0;515.0;85.60442068671145;6.0160444503766675
31144034961-3;6515.490370242105;3261.8378928542847;1.997490551114022;1310.0;356.1688412981991;3.6780308890165228
31171037691-2;17369.760510230713;17369.760510230713;1.0;1521.0;1041.5697162968502;1.4602959131796713
13014002492-3;29022.803449732444;15240.882703492935;1.9042731326238043;2843.0;1052.1238686460642;2.7021533155202935
31154065131-2;6176.77345721852;5273.833096801036;1.1712114023792644;952.0;456.83203409194397;2.0839169080870463
31172033601-3;9793.290541884138;9793.290541884138;1.0;1291.0;781.4903914551161;1.6519716865567462
31107038111-4;9535.5491946022;9448.8796604741;1.0091724667095348;1284.0;549.6507478232342;2.336028842105624
61342004281-2;12748.681886604614;11996.782378290449;1.0626750977557793;1614.0;809.8288427060305;1.9930137269584571
31123013361-4;23369.808232941265;16781.970402567204;1.392554489868859;2036.0;1026.0271967234123;1.9843528578013392
32084002991-7;23060.673688948846;22118.337245622388;1.0426043075870435;2398.0;1594.6793837072173;1.5037505497972075
31063040262-4;11336.482296383878;11336.482296383878;1.0;1199.0;665.4043996468586;1.8019117406442304
