person;distance;unsharedDistance;distanceDetour;time;unsharedTime;timeDetour
31144040261-2;8648.123539619965;8648.123539619965;1.0;843.0;522.5049067374807;1.6133819781017749
32043031771-2;15477.669192281695;15477.669192281695;1.0;1153.0;1031.6041477877664;1.1176767779313046
31157185231-3;12356.034661842556;12356.034661842556;1.0;896.0;781.764685163035;1.1461249363203732
31123036721-2;14851.187454368288;13709.653339629964;1.083264987557237;1533.0;851.393646462864;1.8005772140406338
31124023311-6;6601.880815648823;6601.880815648823;1.0;691.0;466.4256531911173;1.4814794067873958
31192040801-6;11172.326665690649;11172.326665690649;1.0;1413.0;1220.1212142651011;1.1580816590022762
31123037701-7;15950.712063027662;11374.509501679764;1.4023208702469407;1466.0;667.7198985816103;2.1955313943977393
31124015231-4;16713.047164085634;15756.538250766118;1.0607055241510939;1616.0;1115.076630368378;1.4492277534918263
31132029211-2;11024.306569782448;11024.306569782448;1.0;1175.0;711.7028142159088;1.6509700067640045
31127119452-2;12723.468797234784;12723.468797234784;1.0;1199.0;777.3151773791515;1.5424888576634121
31131017341-1;881.6812273037889;881.6812273037889;1.0;184.0;97.49801965253515;1.8872178189438293
31144039921-1;4443.500446504809;4443.500446504809;1.0;427.0;333.99513235244194;1.2784617458119614
31123068543-1;1727.8884256126435;1727.8884256126435;1.0;478.0;240.0097935486792;1.9915853971311017
31123028081-1;7485.430557164442;7485.430557164442;1.0;706.0;516.3644831123072;1.3672512790668598
31154000211-2;8827.192577913283;8827.192577913283;1.0;863.0;740.3316289376535;1.1656938137823056
31035002051-1;6227.840679943819;6227.840679943819;1.0;671.0;403.5393039595786;1.6627872264636017
31144028502-1;6844.598505541746;6844.598505541746;1.0;830.0;594.6489318539709;1.3957815368679156
31132019831-1;1355.6433615914993;1355.6433615914993;1.0;315.0;193.4348148259537;1.6284555615462846
31123088582-2;1916.4933206942228;1916.4933206942228;1.0;313.0;175.05371573258955;1.7880226003207833
31163037751-2;9490.260253591696;9490.260253591696;1.0;1006.0;814.0803611552737;1.2357502379401097
61344034232-1;4540.091498489954;4540.091498489954;1.0;825.0;404.10972829120254;2.041524720249998
12431003711-2;17562.18269315559;17562.18269315559;1.0;1215.0;1056.1880992243443;1.1503632742049317
81087044691-2;7688.025942879971;7688.025942879971;1.0;994.0;488.6190778279498;2.03430452289872
31124060812-2;1974.1136984368914;1974.1136984368914;1.0;448.0;266.0909726376665;1.6836347192057406
31124057271-1;1233.415096233837;1233.415096233837;1.0;292.0;150.1317800519027;1.9449579555977519
31185008541-4;21487.960126694376;21487.960126694376;1.0;1304.0;1158.7326113886998;1.1253674809732008
31157175882-2;15966.510843863887;9548.391366777567;1.6721676176174936;1708.0;583.8326175484339;2.92549602174001
31157188541-1;12527.385950905997;11543.319951594485;1.085249824438556;1276.0;771.432792481153;1.6540650234688774
32013085781-2;8134.411805553427;8134.411805553427;1.0;977.0;484.9212238900046;2.0147602370598947
31105019571-2;7064.080544671739;7064.080544671739;1.0;744.0;551.9334092574271;1.3479887021171266
31047056611-2;7369.568714519092;7369.568714519092;1.0;599.0;450.58001565671185;1.3293976190376948
31124096391-2;701.7777239582226;701.7777239582226;1.0;398.0;98.89310866209412;4.024547366186234
42133033301-3;9870.041654434233;9870.041654434233;1.0;850.0;695.9054357608052;1.2214303213061262
51092040942-2;7110.918143378148;7110.5781779919935;1.0000478112155784;565.0;402.3850895324074;1.4041275750464801
31143040412-2;8329.756745466162;8329.756745466162;1.0;873.0;572.8815015714308;1.523875352241843
31124015572-2;1521.034862530157;1521.034862530157;1.0;501.0;235.80622857848599;2.1246258125588344
31105017361-5;1536.9243038894185;1536.9243038894185;1.0;425.0;168.4205470431083;2.5234450752093722
31073038211-2;16721.733175792684;14942.09545470891;1.1191022856518382;1487.0;933.7238673698268;1.5925479169646555
31157245222-1;1579.1098730123113;1565.2461958767976;1.0088571862829205;304.0;214.153748063713;1.4195408800856326
51087063991-3;11636.304902802878;11542.656922;1.0081132083744417;961.0;657.0984600581029;1.462490111322168
31131006284-2;571.2347970911496;571.2347970911496;1.0;217.0;79.69676472365943;2.722820691058487
31123066303-2;1191.332680649818;1191.332680649818;1.0;406.0;193.11124084509834;2.1024151583473465
31124102851-2;11639.730026679936;11639.730026679936;1.0;966.0;743.077003926527;1.299999858555056
31157100941-3;13711.054311779595;13711.054311779595;1.0;1387.0;1083.288914179079;1.2803601900154904
31132012451-2;7664.628784107645;7664.628784107645;1.0;794.0;515.9425413462592;1.5389310560206955
32013079652-2;8283.05285140908;8283.05285140908;1.0;779.0;563.2518504941802;1.3830402852942763
31154071371-2;4556.540578988189;4556.540578988189;1.0;706.0;562.2373453299272;1.255697448531654
32227025342-2;6276.915421567668;6276.915421567668;1.0;880.0;512.1910545899425;1.7181088816643302
32194009102-2;3011.965238938456;3011.965238938456;1.0;595.0;364.3093990620771;1.6332271457498522
31155023881-1;2340.435427242656;2340.435427242656;1.0;462.0;260.87932107318613;1.770933771597758
51132016851-3;4246.582199398131;4246.582199398131;1.0;583.0;419.49007757799785;1.389782574515365
31046022021-3;11452.781244591311;11452.781244591311;1.0;1025.0;825.2205520818763;1.2420921866452763
31123014482-3;458.77144614506346;458.77144614506346;1.0;285.0;75.27982653755116;3.7858748234208006
31056020551-2;11738.262691794853;11738.262691794853;1.0;951.0;752.315591599565;1.2640971563250396
31124048714-2;904.4234215080785;904.4234215080785;1.0;302.0;123.17032768589085;2.451889230742008
31155033201-4;5041.834701696326;5041.834701696326;1.0;714.0;500.8061442298153;1.4257013581533697
31131023601-2;4859.376710438558;4859.376710438558;1.0;1055.0;522.6744522584456;2.018464831103581
51017072681-2;27285.13444187186;23921.053882117525;1.1406326233088415;2214.0;1278.4868528119343;1.7317346636224502
31046026161-2;2035.825727911651;2035.825727911651;1.0;383.0;176.5818102308157;2.168966325010308
31124068671-2;6040.44067391906;6040.44067391906;1.0;566.0;406.7430452580671;1.3915419245604772
31143003711-4;7476.227583830869;7476.227583830869;1.0;1131.0;675.6638788029057;1.6739092254033576
04434004353-2;14944.373781415628;14944.373781415628;1.0;1020.0;859.7572422447732;1.1863813991689593
31157255521-1;826.8388583680503;826.8388583680503;1.0;384.0;167.36124628979738;2.294437980792028
81054022321-3;11149.240651642996;11149.240651642996;1.0;912.0;697.3767438839346;1.3077579773032773
31127125042-3;8746.923129585897;8746.923129585897;1.0;973.0;581.205436882627;1.6741068445932223
31077039581-3;10243.153105018464;10243.153105018464;1.0;790.0;560.457623448536;1.4095624128351993
31213035241-3;15458.080423524802;15458.080423524802;1.0;1190.0;987.7974817702072;1.2047003783279855
31123043661-4;1357.508347009612;1357.508347009612;1.0;308.0;111.93053945598353;2.751706562810951
31124060373-2;8411.683041017837;8411.683041017837;1.0;938.0;666.3759161948059;1.4076138966069545
31035011722-3;8004.9623766402765;8004.9623766402765;1.0;679.0;518.7944197158544;1.3088035919351075
31155025581-2;17627.851427274207;14390.47124696421;1.2249669329621813;1464.0;939.1925865702249;1.5587857282245854
31147079761-5;8468.857144339816;8468.857144339816;1.0;1146.0;665.2562939499527;1.7226443559002445
31144020441-2;7433.572769940017;7433.572769940017;1.0;892.0;612.5021787672956;1.456321350228033
31082009172-2;18206.25046963236;18206.25046963236;1.0;1511.0;1139.1694606734034;1.3264049398820739
31124070512-3;19942.394193097192;17868.211471799616;1.1160822796714234;1903.0;1122.2914700975787;1.6956379431757973
31082011452-2;26506.68977078831;18023.958775250532;1.4706363957725967;1956.0;989.4896903777365;1.9767765334202718
31117093921-2;8238.087188534655;8238.087188534655;1.0;901.0;555.031598389912;1.623331000637992
12012012461-5;6516.15434966418;6516.15434966418;1.0;592.0;359.825371160365;1.6452425188666329
31127126712-3;10359.532986482147;8488.092103361643;1.220478390235579;1287.0;609.2146834524724;2.11255577870589
31155010523-2;18738.88574316837;10186.24653553393;1.839626174155438;2152.0;796.6427328747391;2.7013363847986946
12036022311-3;14871.476864563114;14871.476864563114;1.0;1260.0;1033.9211450358202;1.218661603014558
31157239892-4;937.2801574102325;937.2801574102325;1.0;276.0;132.2913763568389;2.0863037909253106
31147080312-2;2950.312440777404;2950.312440777404;1.0;726.0;314.5780752196361;2.3078531442253634
31147076121-2;30298.439473408573;10033.047591347973;3.0198640241212966;2440.0;652.5520032154246;3.7391655959632257
31127135541-2;19049.563272271214;11264.581678365937;1.6911025918393963;2238.0;856.4181254865241;2.613209521609098
31154063652-2;28859.166408643996;13203.301716497346;2.1857537628322814;2898.0;995.8741290690411;2.9100063104451728
31154043112-3;24420.498217655193;16715.886702356165;1.4609155142343142;3013.0;1034.8394032514243;2.9115628865051657
31144004921-3;9597.233161058166;9597.233161058166;1.0;1217.0;934.8416861250323;1.3018247025809564
32212008901-2;7264.891421574134;7264.891421574134;1.0;738.0;457.23423068997005;1.6140523837997698
31123098882-2;9879.78509092764;9879.78509092764;1.0;1049.0;728.9325421922599;1.4390906418379117
31157120361-2;9846.287737522201;9846.287737522201;1.0;808.0;617.6411608781514;1.3082029682918148
