runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;30;321.1;731;689.75;449.75;267;93.33;100;458.2;5181.91;5177.78;779.3;3.62;2;0.06
NA;2;51;292.04;658;647;440;252;90.2;100;421.78;4806.83;4803.74;713.82;3.36;2;0.04
NA;3;73;297.7;880;684.5;427.5;227;87.67;100;494.68;5397.51;5137.18;792.38;3.6;1;0.01
NA;4;94;283.8;859;644;388.25;205;92.55;100;461.77;5061.12;4717.04;745.56;3.3;4;0.04
NA;5;115;302.92;1010;694;410;219;88.7;99.13;486.11;5420.55;5018.51;789.03;3.51;4;0.03
NA;6;121;292.16;865;757.8;379;212;90.08;100;446.27;4793.39;4576.84;738.43;3.2;3;0.02
NA;7;118;288;877;708.45;357.5;233.5;92.37;100;507.1;5893.13;5613.59;795.1;3.93;5;0.04
NA;8;142;300.19;897;713.8;400.75;245;90.85;100;553.58;6167.85;5732.87;853.77;4.01;7;0.05
NA;9;142;292.29;1003;713.35;377;225;90.14;99.3;550.04;5990.54;5557.18;842.33;3.89;3;0.02
NA;10;147;301.72;1016;695.6;401;233;88.44;98.64;582.31;6308.49;5761.14;884.03;4.03;3;0.02
NA;11;140;318.96;1016;779.75;433.5;245.5;89.29;99.29;536.5;5891.09;5441.13;855.46;3.81;2;0.01
NA;12;139;335.73;1115;773;465;262;82.73;99.28;530.46;5604.19;5241.75;866.19;3.67;3;0.02
NA;13;144;309.24;954;703.25;419.75;225.5;88.19;99.31;500.84;5212.76;4720.2;810.08;3.3;5;0.03
NA;14;145;333.73;900;781.5;464.5;267;82.07;99.31;489.21;5020.57;4491.8;822.94;3.14;6;0.04
NA;15;154;302.3;946;707.75;398;242.5;90.26;99.35;472.86;4984.81;4606.81;775.16;3.22;6;0.04
