runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;56;540.48;1158;1092.6;711.5;516.5;58.93;83.93;401.04;3135.07;2907.54;941.52;4.04;1;0.02
NA;2;88;483.58;1186;1025.6;697.5;397.5;67.05;90.91;438.25;3183.52;2799.88;921.83;3.97;4;0.04
NA;3;129;498.73;1232;1041.5;658.5;417;67.44;87.6;388.1;2879.06;2678.53;886.83;3.89;3;0.02
NA;4;139;531.67;1402;1180;757;450;61.87;85.61;406.2;3000.96;2674.91;937.87;3.88;12;0.08
NA;5;163;471.13;1265;1021.6;601;393;74.23;91.41;412.9;2959.77;2536.16;884.04;3.78;7;0.04
NA;6;175;522.07;1400;1105.8;694;464;66.86;88;408.77;3012.67;2618.55;930.85;3.84;1;0.01
NA;7;170;530.05;1202;1088.85;715.75;475;67.06;82.94;444.07;3083.1;2682.29;974.12;3.89;3;0.02
NA;8;174;530.36;1391;1126.75;709.5;427.5;67.82;85.06;451.46;3124.74;2725.33;981.82;3.92;7;0.04
NA;9;186;518.71;1326;1081.35;683.75;447.5;66.67;89.25;429.62;3053.17;2742.84;948.33;3.93;10;0.05
NA;10;197;527.59;1381;1109;706.5;459;69.04;84.26;432.82;3107;2707.55;960.42;3.9;4;0.02
NA;11;204;544.6;1690;1112;730;491;66.18;86.27;426.67;3121.65;2808.67;971.27;3.97;8;0.04
NA;12;218;568.6;1249;1158.2;727.5;507;60.55;83.03;423.91;3060.2;2669.69;992.51;3.88;5;0.02
NA;13;215;564.18;1310;1138.8;753;526;58.6;84.65;430.74;3125.54;2713.18;994.93;3.91;3;0.01
NA;14;213;583.01;1723;1105.2;796.5;544;55.4;82.16;450.87;3238.24;2679.16;1033.88;3.88;2;0.01
NA;15;200;539;1286;1012.3;734.75;473.5;63;88;416.11;3047.45;2626.98;955.11;3.85;6;0.03
NA;16;190;537.55;1235;1109.45;796.5;444;61.58;86.32;403.63;2898.59;2467.49;941.18;3.74;10;0.05
NA;17;179;557.4;1334;1148;803;454;62.57;79.89;434.08;3009.75;2409.69;991.47;3.7;20;0.1
NA;18;178;553.34;1524;1161.25;778.5;486.5;61.8;83.71;474.01;3414.65;2589.4;1027.35;3.82;19;0.1
NA;19;186;550.92;1425;1184.65;750.5;483;63.44;84.41;441.41;3191.49;2587.31;992.33;3.82;9;0.05
NA;20;180;536.71;1522;1124.95;728;450.5;62.22;84.44;461.58;3302.42;2626.68;998.29;3.85;14;0.07
