runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;26;463.65;841;834;564;455;80.77;100;402.35;3056.83;2862.26;866;4;0;0
NA;2;41;600.88;1125;929.3;728.5;638;43.9;92.68;435.2;3132.65;3006.58;1036.07;4.1;0;0
NA;3;53;601.74;1138;1120.1;834.5;589;52.83;77.36;462.91;3545.04;2921.05;1064.64;4.05;3;0.05
NA;4;68;601.96;1222;1047.55;793.5;589.5;52.94;86.76;441.53;3206.32;2844.91;1043.49;3.99;1;0.01
NA;5;80;644.94;1194;1144.3;872.5;633.5;43.75;77.5;470.84;3394.32;2775.99;1115.78;3.95;4;0.05
NA;6;76;639.13;1261;1065.25;855.75;624;48.68;80.26;432.38;3000.03;2704.48;1071.51;3.9;6;0.07
NA;7;76;699.84;1310;1248.5;940.5;673;42.11;69.74;539.96;3696.82;3010.03;1239.8;4.11;13;0.15
NA;8;96;640.81;1868;1176.4;813.25;614;47.92;83.33;513.83;3398.17;2691.17;1154.65;3.89;8;0.08
NA;9;104;690.03;2068;1187.75;934.75;644;42.31;72.12;548.56;3549.83;2798.67;1238.59;3.97;7;0.06
NA;10;115;680.49;1289;1196.2;960;650;46.09;71.3;541.93;3625.76;2834.4;1222.42;4;3;0.03
NA;11;105;604.05;1289;1155.4;869.5;536;59.05;78.1;525.48;3493.84;2771.67;1129.52;3.95;6;0.05
NA;12;117;644.82;1226;1144.6;874;626;47.86;77.78;586.96;4035.08;3027.51;1231.78;4.13;2;0.02
NA;13;124;676.98;1633;1217;906.75;629.5;45.16;74.19;607.89;4191.89;3154.84;1284.87;4.22;7;0.05
NA;14;123;720.08;1653;1286.6;938;651;41.46;68.29;548.81;3701.21;3082.77;1268.89;4.17;12;0.09
NA;15;120;670;1400;1186.75;945.75;613.5;48.33;71.67;613.33;4096.15;3183.92;1283.33;4.24;14;0.1
NA;16;120;686.38;1414;1159.65;942;656;45.83;71.67;616.49;4285.86;3222;1302.87;4.26;13;0.1
NA;17;110;668.15;1482;1204.05;847.75;637;45.45;77.27;588.07;3980.69;2986.92;1256.23;4.1;14;0.11
NA;18;119;637.93;1427;1281;789;615;49.58;77.31;517.8;3509.46;2846.26;1155.73;4;8;0.06
NA;19;131;702.85;1329;1233.6;955;689;40.46;69.47;531.77;3562.88;2825.05;1234.62;3.98;10;0.07
NA;20;129;741.12;1421;1290;966.5;693;34.11;68.22;529.07;3476.05;2753.67;1270.19;3.94;11;0.08
