departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
25215.0;42114014022-1;drtD0;159119592_1;341260.96;3915057.54;1071936950_0;342646.67;3915210.4;1065.0;26549.0;269.0;1918.44;1918.44;-3.34;26415;27190.28
28819.0;42141006601-1;drtD2;32353619_3;344798.02;3918988.94;311744359_0_r;347544.96;3918865.87;959.0;30187.0;409.0;3404.07;3404.07;-4.38;30019;31280.15
28825.0;42141006942-1;drtD1;311773864_0_r;350235.21;3918265.57;166127573_0_r;348514.15;3920357.14;561.0;29853.0;467.0;3707.69;3707.69;-4.6;30025;31414.51
30207.0;42141000884-1;drtD2;114916323_1;346826.44;3918630.06;186129763_0;346357.92;3917460.75;222.0;30658.0;229.0;1462.5;1462.5;-3.02;31407;32063.42
36024.0;42142013272-1;drtD2;110897057_0_r;346005.03;3917827.78;691590410_0;346769.21;3918296.32;182.0;36403.0;197.0;1392.12;1392.12;-2.97;37224;37783.96
36029.0;42033030242-1;drtD2;202514981_0_r;347731.77;3913678.61;1032514351_0_r;343054.81;3914405.2;1254.0;38096.0;813.0;5770.32;5763.15;-6.03;37229;39609.31
37351.0;42113002932-2;drtD0;690869766_0_r;339333.63;3914645.99;80141194_3;338862.69;3915598.65;707.0;38330.0;272.0;1684.44;1659.18;-3.16;38551;39310.99
38447.0;42114011242-2;drtD2;197515789_0;343996.92;3916782.6;1037993934_0_r;342958.27;3915882.97;513.0;39234.0;274.0;1891.84;1891.84;-3.32;39647;40437.3
38717.0;42118023052-1;drtD0;317366983_0_r;334814.27;3915461.73;204881831_0;336574.49;3916597.25;668.0;39767.0;382.0;2863.01;2863.01;-4;39917;41043.77
39660.0;42118023262-1;drtD0;316021084_0;339682.75;3914735.63;558090070_1;339134.26;3916367.06;967.0;40916.0;289.0;2617.89;2617.89;-3.83;40860;41702.53
40826.0;42114016725-2;drtD0;558090070_1;339134.26;3916367.06;316324737_0_r;337157.5;3916567.05;150.0;41299.0;323.0;2620.23;2620.23;-3.83;42026;42994.42
41417.0;42118024631-2;drtD2;311777057_0;343109.48;3915862.39;158369413_11;342366.72;3916461.54;146.0;41806.0;243.0;1679.6;1679.6;-3.18;42617;43311.17
42327.0;42114011041-2;drtD1;46888499_0;346875.27;3919162.49;1071937066_0;344079.71;3915227.95;357.0;43402.0;718.0;6123.97;6123.97;-6.29;43527;45794.13
45611.0;42113002592-4;drtD0;556282773_0;334865.05;3918280.52;204881831_0;336574.49;3916597.25;710.0;46713.0;392.0;3726.96;3726.96;-4.61;46811;47980.94
50415.0;42114003302-1;drtD0;174092532_22;338220.84;3915543.89;316473356_2;336505.43;3915563.99;409.0;51190.0;366.0;2298.71;2298.71;-3.61;51615;52537.12
50435.0;42113011312-1;drtD2;197515789_4;344171.97;3916828.52;1042747061_1;347946.04;3914021.17;529.0;51676.0;712.0;5501.87;5501.87;-5.85;51635;53749.63
51994.0;42114021401-2;drtD0;204881585_14;336271.5;3916192.21;548299682_0_r;337338.06;3916196.29;234.0;52374.0;146.0;1338.95;1338.95;-2.94;53194;53619.38
53418.0;42034013752-1;drtD1;1097836868_0_r;343397.44;3915447.66;549256867_0;339134.33;3914450.81;307.0;54503.0;778.0;5543.42;5543.42;-5.88;54618;56876.29
