vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtB2;63009.28;53821.5;9187.78;82436.32
drtB15;49518.09;29108.54;20409.55;29108.54
drtB3;36822.84;11730.57;25092.27;11730.57
drtB16;63741.22;30168.32;33572.91;30168.32
drtB0;94567.83;38744.56;55823.27;40956.14
drtB1;9986.04;7647.47;2338.58;7647.47
drtB8;37628;21476.04;16151.96;23522.7
drtB9;36638.13;13111.47;23526.65;13111.47
drtB6;37552.73;21518.06;16034.67;21518.06
drtB7;100854.15;59290.09;41564.05;69855.7
drtB4;146223.86;69254.38;76969.48;74961.99
drtB5;64748.93;30847.07;33901.87;31508.39
drtB10;90696.54;45783.04;44913.5;45783.04
drtB11;22255.52;11493.9;10761.62;12963.38
drtB12;19576.52;15516.75;4059.78;15516.75
drtB13;122246.93;64035.22;58211.71;78279.79
drtB14;19213.12;5367.47;13845.65;5367.47
