vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtE5;0;0;0;0
drtE45;0;0;0;0
drtE6;0;0;0;0
drtE46;0;0;0;0
drtE3;0;0;0;0
drtE47;6170.27;763.51;5406.76;763.51
drtE4;0;0;0;0
drtE48;4586.88;2838.77;1748.12;2838.77
drtE1;6815.32;2137.52;4677.8;2137.52
drtE49;3441.22;925.61;2515.61;925.61
drtE2;7168.8;5183.8;1985;5183.8
drtE0;0;0;0;0
drtE9;0;0;0;0
drtE7;0;0;0;0
drtE8;0;0;0;0
drtE50;0;0;0;0
drtE51;8224.31;5334.43;2889.87;5334.43
drtE52;0;0;0;0
drtE53;55279.39;54431.73;847.67;54431.73
drtE10;0;0;0;0
drtE11;51179.17;49565.58;1613.59;49565.58
drtE34;39935.2;33849.32;6085.88;33849.32
drtE35;1359.35;0;1359.35;0
drtE36;0;0;0;0
drtE37;6839.1;5831.42;1007.68;5831.42
drtE38;15895.92;14083.81;1812.11;16717.2
drtE39;42763.53;11728.21;31035.32;11728.21
drtE40;0;0;0;0
drtE41;3324.5;0;3324.5;0
drtE42;0;0;0;0
drtE43;0;0;0;0
drtE44;0;0;0;0
drtE23;34341.33;33818.42;522.92;33818.42
drtE24;0;0;0;0
drtE25;4411.26;1398.92;3012.34;1398.92
drtE26;10321.3;5973.46;4347.85;5973.46
drtE27;0;0;0;0
drtE28;5816.52;410.39;5406.13;410.39
drtE29;29623.59;25051.36;4572.23;25051.36
drtE30;0;0;0;0
drtE31;7120.85;5349.49;1771.35;5349.49
drtE32;0;0;0;0
drtE33;0;0;0;0
drtE12;5371;2304.09;3066.9;2304.09
drtE13;0;0;0;0
drtE14;3686.32;1651.74;2034.58;1651.74
drtE15;0;0;0;0
drtE16;0;0;0;0
drtE17;0;0;0;0
drtE18;0;0;0;0
drtE19;0;0;0;0
drtE20;0;0;0;0
drtE21;2612.59;0;2612.59;0
drtE22;0;0;0;0
