vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtC3;45591.22;24971.7;20619.53;24971.7
drtC4;10207.83;5806.31;4401.52;5806.31
drtC1;35372.8;18211.61;17161.19;18211.61
drtC2;13054;5258.19;7795.82;5258.19
drtC0;33353.3;15754.76;17598.54;15754.76
drtC5;12603.68;7822.98;4780.69;7822.98
drtC6;42188.4;16160.48;26027.91;16160.48
