runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;20;285.25;682;681.45;425.25;232.5;90;100;358.85;4251.11;3891.03;644.1;2.72;0;0
NA;2;48;243.92;684;536.1;316;235.5;97.92;100;342.1;3878.48;3541.76;586.02;2.48;0;0
NA;3;61;249.79;650;564.6;309;226;96.72;100;353.05;4026.06;3857.15;602.84;2.7;0;0
NA;4;63;251.54;650;507.2;309;236;98.41;100;398.27;4613.95;4462.32;649.81;3.12;0;0
NA;5;82;251.04;845;543.7;324.25;214.5;98.78;100;437.09;5087.38;4845.62;688.12;3.39;0;0
NA;6;88;259.5;872;567.65;326;207;96.59;100;450.62;5222.13;4746.16;710.12;3.32;0;0
NA;7;88;252.97;569;487.6;320;237;100;100;428.8;5008.37;4725.36;681.76;3.31;0;0
NA;8;101;276.33;972;566.9;353;237;96.04;99.01;464.19;5196.44;4812.9;740.51;3.37;0;0
NA;9;95;247.4;744;527.6;292;222;96.84;100;445.65;5228.11;4882.84;693.05;3.42;0;0
NA;10;92;251.25;820;594.35;299;216;95.65;100;479.89;5308.89;4833.78;731.14;3.38;2;0.02
NA;11;83;262.96;926;599.6;320;229;95.18;98.8;483.02;5699.09;5285.08;745.99;3.7;2;0.02
NA;12;89;271.8;901;627;321;243;94.38;98.88;511.43;5684.08;5074.93;783.22;3.55;2;0.02
NA;13;93;276.71;903;744.3;327.5;228;92.47;98.92;507.47;5858.17;5239.99;784.18;3.67;0;0
NA;14;93;258.52;818;685;292;225;94.62;100;519.24;6095.53;5492;777.75;3.84;0;0
NA;15;92;289.46;913;689.4;344;250.5;94.57;98.91;533.42;6270.95;5518.84;822.88;3.86;1;0.01
NA;16;93;286.61;820;653.8;337.5;255;94.62;100;490.96;5806.42;5411.54;777.57;3.79;1;0.01
NA;17;94;280.72;878;661.75;348.25;247.5;93.62;100;473.43;5593.34;5158.78;754.15;3.61;2;0.02
NA;18;89;267.03;816;525;367.5;231;97.75;100;453.47;5386.15;5173.61;720.51;3.62;1;0.01
NA;19;96;271.22;775;667;308;234;93.75;100;473.71;5337.63;4967.6;744.93;3.48;1;0.01
NA;20;90;250.81;852;568.3;309.5;210.5;95.56;100;504.69;5806.72;5484.81;755.5;3.84;1;0.01
