vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtD2;24026.74;10198.46;13828.28;10198.46
drtD0;33346.29;13024.94;20321.35;13024.94
drtD1;20058.98;10559.76;9499.22;10559.76
