runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;25;264.36;557;534.8;355.5;240;100;100;465.8;6718.25;6398.22;730.16;6.48;0;0
NA;2;60;361.35;1153;1072.05;415.75;303.5;88.33;93.33;582.62;7489.14;6468.78;943.97;6.53;0;0
NA;3;83;373.12;1098;970.2;466;311;85.54;93.98;740.11;8772.64;7258.63;1113.23;7.08;0;0
NA;4;90;373.42;1153;804.15;467;326;86.67;97.78;762.31;8909.85;7366.79;1135.73;7.16;0;0
NA;5;113;359.96;1194;774.8;465;304;87.61;97.35;685.29;8097.99;6987.51;1045.26;6.89;0;0
NA;6;126;369.72;1240;803.95;490.25;302;85.71;96.83;680.33;8033.11;6795.84;1050.06;6.76;0;0
NA;7;153;378.2;1219;1011;451;320;86.27;92.81;690.64;8151.57;6791.14;1068.84;6.75;0;0
NA;8;159;375.64;1250;924;473;310;83.02;93.71;706.77;8388.92;6935.85;1082.42;6.86;0;0
NA;9;159;410.85;1160;1022;576;320;77.99;90.57;726.17;8579.53;6970.92;1137.02;6.88;0;0
NA;10;168;390.02;1452;1048.8;502.5;302;80.95;91.07;764.53;8964.09;6810.89;1154.55;6.77;0;0
NA;11;170;411.74;1193;1043.15;514.75;319.5;78.82;91.18;736.67;8653.62;6754.54;1148.41;6.73;0;0
NA;12;165;391.49;1217;974.3;480;331;86.67;93.94;643.5;7639.3;6720.5;1034.99;6.71;0;0
NA;13;165;422.07;1351;1004.8;546.5;354;78.79;92.73;700.08;8327.89;6974.93;1122.15;6.88;0;0
NA;14;157;367.2;1196;949.3;449.5;328;85.35;94.27;649.69;7803.13;6851.67;1016.89;6.8;0;0
NA;15;153;353.06;1172;832.8;441;291;86.27;95.42;673.81;8158.89;7041.9;1026.87;6.93;0;0
NA;16;162;346.46;1172;858.65;430;272.5;86.42;95.68;732.31;8688.28;7223.08;1078.78;7.06;0;0
NA;17;158;373.04;1175;972.1;468.5;277.5;83.54;92.41;781.01;9161.76;7302.26;1154.06;7.11;0;0
NA;18;157;351.91;1088;901.9;436;283;85.99;94.9;697.32;8543.88;6849.09;1049.23;6.8;0;0
NA;19;159;364.64;1209;815;455;310;84.91;96.23;722.36;8518.89;6885.01;1086.99;6.82;1;0.01
NA;20;168;361.88;1325;943.6;429.5;294.5;86.9;94.64;763.78;8843.66;7033.78;1125.65;6.93;0;0
