runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;33;566.06;1136;1049.2;767.5;575;51.52;87.88;535.06;5133.05;4766.52;1101.12;5.35;3;0.08
NA;2;66;547.5;1121;1028.9;726.75;529.5;62.12;90.91;619.88;5441.77;5042.16;1167.38;5.55;3;0.04
NA;3;87;578.22;1188;1051.4;790;557;58.62;86.21;668.62;6231.63;5798.33;1246.84;6.07;4;0.04
NA;4;103;566.45;1244;1142.8;736;554;59.22;86.41;826.44;7664.12;6621.07;1392.88;6.64;7;0.06
NA;5;113;600.14;1320;1182.9;768;571;51.33;84.96;793.19;7216.33;6417.37;1393.33;6.5;8;0.07
NA;6;124;560.51;1514;1136.25;769.75;506.5;60.48;84.68;785.58;7441.61;6756.61;1346.09;6.74;6;0.05
NA;7;130;576.28;1817;1138.8;825;509;57.69;83.08;835.68;7835.18;6208.95;1411.96;6.36;4;0.03
NA;8;143;560.56;1817;1172.8;732;488;61.54;84.62;870;8145.04;6629.44;1430.56;6.65;7;0.05
NA;9;152;560.16;1316;1160.35;752.5;518.5;58.55;86.18;904.96;8365.95;6583.57;1465.12;6.62;7;0.04
NA;10;145;589.74;1318;1169.1;775;534;60;79.31;977.17;8662.79;6915.17;1566.9;6.85;17;0.1
NA;11;153;617.47;1400;1219.5;845;573;54.25;77.78;940.71;8607.69;6841.42;1558.18;6.8;13;0.08
NA;12;165;603.24;1328;1157;805;555;56.36;78.79;878.44;8310.43;6890.14;1481.68;6.83;9;0.05
NA;13;175;606.63;1749;1118.4;830;557;55.43;81.71;835.09;7719.26;6302.45;1441.73;6.42;3;0.02
NA;14;180;636.96;1463;1138.75;883;616;47.22;76.11;887.92;7856.76;6514.23;1524.88;6.57;15;0.08
NA;15;193;636.8;1326;1155.8;881;605;49.74;76.68;820.97;7374.84;6219.14;1457.77;6.36;10;0.05
NA;16;186;597.4;1591;1116.95;799;531;58.06;81.18;772.99;6926.39;5752.21;1370.39;6.03;12;0.06
NA;17;175;617.89;1766;1189.6;865;570;54.86;76.57;827.53;7299.25;6113.32;1445.42;6.29;14;0.07
NA;18;165;666.48;1766;1217.1;926.5;640;47.27;72.73;828.19;7633.02;6261.3;1494.67;6.39;15;0.08
NA;19;170;648.56;1766;1226.3;912;625.5;48.82;74.12;830.82;7500.21;6198.63;1479.38;6.35;17;0.09
NA;20;159;626.77;1664;1200;911;581;52.2;74.21;868.45;7643.29;6320.84;1495.21;6.43;17;0.1
