departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
19820.0;42157018041-1;drtC0;165141674_0_r;355235.57;3925423.45;313265399_0;356744.31;3926848.16;367.0;20553.0;366.0;3626.26;3626.26;-4.54;21020;22126.34
22720.0;91535010912-1;drtC6;1194917323_0;356999.67;3931327.41;310225190_0;360219.85;3919409.64;362.0;26065.0;2983.0;23794.36;15684.43;-12.98;23920;29313.19
23420.0;42141004881-1;drtC3;166124858_1;348304.16;3921367.86;41907366_1;347172.41;3922534.4;360.0;24082.0;302.0;2180.31;2180.31;-3.53;24620;25517.93
23458.0;42132018621-1;drtC6;32079914_5;360650.79;3926596.81;37039232_0;356288.06;3923759.65;801.0;25181.0;922.0;6573.57;6573.57;-6.6;24658;27367.11
24024.0;42163009041-1;drtC0;760198977_0_r;356998.57;3930770.82;469633513_0;352516;3911433.45;748.0;29177.0;4405.0;32836.05;22552.65;-17.79;25224;31975.28
24644.0;42133033544-1;drtC2;27776607_1;359907.55;3931232.94;137310582_0;357471.36;3933156.31;712.0;25813.0;457.0;3949.39;3949.39;-4.76;25844;27183.57
25207.0;42127031591-1;drtC5;663490045_0;352002.53;3923185.04;1069570414_1;347078.26;3921675.51;1017.0;27059.0;835.0;7081.21;7081.21;-6.96;26407;29084.24
25228.0;91532010621-1;drtC2;29425069_6;358049.26;3934740.84;45735521_1;359045.33;3934743.66;1037.0;27048.0;783.0;4526.96;1330.11;-2.93;26428;27046.95
25229.0;91532014463-1;drtC0;242178625_1;356199.38;3931097.53;165735762_0_r;355371.21;3918593.51;455.0;28080.0;2396.0;19384.58;16222.72;-13.36;26429;32050.31
25230.0;42155008631-1;drtC5;384498896_0_r;353694.38;3924591.85;314246438_0;347001.84;3923150.79;531.0;27782.0;2021.0;13094.24;9575.89;-8.7;26430;30857.03
25514.0;91535013741-1;drtC2;150719287_0_r;356927.36;3933617.31;39168328_1;358162.01;3933128.02;1100.0;27579.0;965.0;5720.07;1947.16;-3.36;26714;27611.93
27013.0;42155003371-1;drtC1;241782318_1;354431.92;3925570.12;313512826_0_r;350462.54;3930187.09;581.0;30653.0;3059.0;24156.56;10124.43;-9.09;28213;31038.05
