runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;5;547;857;857;803.5;434;60;100;416;4107.25;4107.25;963;4.89;0;0
NA;2;10;674.8;960;960;880.75;691.5;40;80;549.8;5559.48;4547.19;1224.6;5.18;3;0.23
NA;3;16;586.19;1169;1169;763;463.5;68.75;81.25;807.25;7614.07;5495.5;1393.44;5.85;3;0.16
NA;4;24;569.46;1169;1154.5;685.5;567;62.5;91.67;792.17;7448.53;6017.55;1361.62;6.21;3;0.11
NA;5;34;616.35;1439;1355;728.25;578;55.88;85.29;960.12;8783.7;5702.48;1576.47;5.99;3;0.08
NA;6;45;661.71;1404;1327.7;811.5;610;46.67;80;950.18;8936.95;6006.62;1611.89;6.2;4;0.08
NA;7;42;632.79;1332;1173.55;819.25;591;52.38;78.57;905.6;8515.48;6153.6;1538.38;6.31;4;0.09
NA;8;41;653.54;1228;1201.3;859.5;619;48.78;78.05;612.8;5891.24;5500.04;1266.34;5.85;6;0.13
NA;9;48;681.54;1228;1192.2;872;697.5;39.58;81.25;809.69;7282.09;4728.42;1491.23;5.31;4;0.08
NA;10;53;663.96;1506;1169.5;881;629;45.28;77.36;860.42;7842.63;5365.97;1524.38;5.76;5;0.09
NA;11;52;643;1231;1155.35;841;583.5;53.85;82.69;745.69;7007.81;5028.31;1388.69;5.52;7;0.12
NA;12;56;662.38;1647;1201.35;841.75;583.5;55.36;76.79;766.59;7005.53;4610.46;1428.96;5.23;11;0.16
NA;13;56;632.04;1506;1290.7;743.5;591.5;53.57;83.93;642.93;5896.12;4589.49;1274.96;5.22;9;0.14
NA;14;54;654.93;1322;1246.75;829.75;637;46.3;83.33;667.5;6289.41;4720.33;1322.43;5.31;7;0.11
NA;15;57;680.88;1622;1402.7;922.5;621;47.37;71.93;655.49;5964.16;4324.02;1336.37;5.03;7;0.11
NA;16;53;587;1622;1278.4;755;536;60.38;83.02;748.13;6737;4745.71;1335.13;5.33;8;0.13
NA;17;51;634.71;1622;1133;850;585;50.98;80.39;820.06;7134.28;5237.48;1454.76;5.67;8;0.14
NA;18;53;654.7;1262;1216.1;985;601;49.06;71.7;988.09;8662.12;5610.06;1642.79;5.93;8;0.13
NA;19;49;588.61;1262;1156.5;841;498;57.14;77.55;701.35;6696.1;5796.79;1289.96;6.06;4;0.08
NA;20;46;530.74;1087;1068.6;701;475;63.04;86.96;619.72;5863.06;4945.17;1150.46;5.47;7;0.13
