departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
27030.0;42128034154-1;drtC1;215512782_0_r;352198.63;3925576.37;311904351_0_r;350734.56;3921126.89;692.0;28262.0;540.0;5865.48;5865.48;-6.11;27630;29824.85
27033.0;32097072743-1;drtC2;144486666_1;359636.16;3933645.69;59919273_6;359852.17;3934647.78;305.0;27544.0;206.0;1352.82;1352.82;-2.95;27633;28825.06
27926.0;32094052833-1;drtC2;1209644394_0;357976.99;3936145.17;142378179_11;358283.79;3936676.67;513.0;28636.0;197.0;1119.29;1119.29;-2.78;28526;29695.57
27930.0;42124023352-1;drtC3;701116745_0_r;348997.23;3922116.89;312017554_0_r;349923.61;3924078.74;384.0;28777.0;463.0;3089.63;3089.63;-4.16;28530;30484.76
28235.0;91534016872-1;drtC6;32260341_2;357583.67;3931700.98;165545507_0_r;357863.22;3931421.74;285.0;28645.0;125.0;754.32;754.32;-2.53;28835;29805.61
28546.0;42124009113-1;drtC3;161543460_0;350312.37;3923854.68;189853445_1;350439.49;3926229.35;454.0;29365.0;365.0;2956.54;2956.54;-4.07;29146;30814.26
28816.0;42132024042-1;drtC6;26300855_1;358942.33;3930064.54;219475554_0;360294.77;3928099.2;435.0;29697.0;446.0;2794.61;2794.61;-3.96;29416;31327.43
28841.0;42033002544-1;drtC4;196961079_0;346040.17;3916012;196957171_6;346212.53;3915677.58;445.0;29368.0;82.0;580.66;580.66;-2.41;29441;30280.81
29717.0;42124025811-1;drtC3;701113292_0_r;348657.49;3925021.97;161450365_0;349461.78;3923714.75;523.0;31015.0;775.0;3479.36;2329.82;-3.63;30317;31865.45
30333.0;42125024721-1;drtC3;311958317_1;348468.08;3924361.62;161450365_0;349461.78;3923714.75;372.0;31015.0;310.0;1947.46;1947.46;-3.36;30933;32439.7
30620.0;42164016332-1;drtC6;105146020_0_r;355895.13;3927711.66;91571059_1;357569.41;3927787.47;673.0;31622.0;329.0;2246.03;2246.03;-3.57;31220;32763.36
31832.0;42164001692-1;drtC6;148965630_0_r;358175.95;3927574.28;293725575_4;357189.59;3927727.67;224.0;32250.0;194.0;1722.24;1722.24;-3.21;32432;33623.45
33010.0;32093001221-1;drtC2;448830437_0_r;358263.12;3935957.56;131202624_0;359094.48;3935035.15;323.0;33568.0;235.0;1461.63;1461.63;-3.02;33610;34917.23
34213.0;32094050291-1;drtC2;142435268_12;359115.71;3936480.11;1050724827_0;359182.99;3940152.82;320.0;35119.0;586.0;5248;5248;-5.67;34813;37121.14
36051.0;42127032632-3;drtC1;169632712_2;350917.65;3922915.12;169671184_3;349753.96;3922101.82;299.0;36599.0;249.0;2384.48;2384.48;-3.67;36651;37969.28
37549.0;42157017721-3;drtC5;50877713_1;353558.97;3924029.76;189332080_1;355728.06;3924537.54;416.0;38383.0;418.0;2619.71;2619.71;-3.83;38149;39985.18
39627.0;42124030672-1;drtC3;658720980_0_r;350132.6;3925031.59;171949773_0;350215.6;3925197.76;347.0;40043.0;69.0;426.78;426.78;-2.35;40227;41036.43
43218.0;32097072262-4;drtC2;1050902302_0_r;359961.17;3938000.12;149986999_0_r;360600.35;3937911.63;454.0;43819.0;147.0;1098.21;1042.7;-2.73;43818;44829.38
43231.0;42132028221-5;drtC6;148965547_0_r;358575.59;3928587.22;1214106092_0;357493.37;3928907.38;529.0;43965.0;205.0;1474.27;1474.27;-3.03;43831;45030.93
46814.0;42154007282-1;drtC5;313114264_0;355924.59;3926474.59;188014049_2;355871.27;3925004.49;401.0;47513.0;298.0;2227.22;2227.22;-3.56;47414;48881.73
46858.0;32097059401-2;drtC2;53055718_1;361099.56;3938935.86;760761507_0;356980.01;3936987.3;340.0;48094.0;896.0;5871.5;5871.5;-6.11;47458;50671
50150.0;42133043652-4;drtC6;153151219_4;358723.78;3930570.39;43051210_1;358104.11;3930184.3;459.0;50807.0;198.0;889.29;889.29;-2.62;50750;51786.02
50729.0;42034017511-4;drtC4;663146960_0_r;347406.87;3918361.02;169824956_0;349927.02;3917155.26;659.0;51852.0;464.0;3079.01;3079.01;-4.16;51329;53303.6
51320.0;42124028132-3;drtC3;312072230_0;350575.46;3924345.65;194938560_3;349558.43;3924555.02;228.0;51733.0;185.0;1333.18;1333.18;-2.93;51920;53054.85
52250.0;42164017774-2;drtC5;91557737_0;355652.98;3928002.26;1123311559_0_r;355605.15;3929145.2;726.0;53191.0;215.0;1375.2;1375.2;-2.96;52850;54071.61
52251.0;91536008831-3;drtC2;42638967_0;357663.1;3934841.42;25513243_2;359473.02;3934169.18;509.0;54209.0;1449.0;9222.59;2648.76;-3.85;52851;54659.88
53154.0;32093014221-2;drtC2;151493397_0_r;362170.14;3933605;1088837022_0_r;360476.72;3933945.85;516.0;53969.0;299.0;2159.9;2159.9;-3.51;53754;55218.49
54038.0;42124014572-3;drtC1;1124687438_0_r;348048.13;3922432.78;204244770_0_r;345649.65;3923426.95;328.0;54826.0;460.0;3290.79;3290.79;-4.3;54638;56599.61
54043.0;42141003641-2;drtC4;1096946751_1;351222.84;3919741.3;204354480_1;347496.65;3920065.94;490.0;55452.0;919.0;5824.8;5824.8;-6.08;54643;57038.07
55828.0;42124018572-2;drtC3;663070171_0_r;351909.47;3923237.56;41946733_1;346267.5;3923413.94;551.0;57281.0;902.0;7822.98;7822.98;-7.48;56428;59690.98
55882.0;42037039001-2;drtC4;626893500_1;347120.24;3919484.19;164813471_5;347608.54;3913414.68;304.0;57213.0;1027.0;8232.16;8232.16;-7.76;56482;60035.77
56424.0;42155015893-3;drtC0;313084877_0;355798.01;3925118.63;1169732950_0;354170.91;3924313.22;233.0;57018.0;361.0;2220.99;2220.99;-3.55;57024;58680.21
57638.0;42132024002-2;drtC6;199579622_1;359005.72;3930411.1;26300796_0;359206.01;3929754.73;262.0;58031.0;131.0;838.9;838.9;-2.59;58238;59212.13
57670.0;42163012124-2;drtC5;149698060_0_r;357241.72;3927499.28;149698067_10;357324.66;3926928.41;510.0;58300.0;120.0;927.29;927.29;-2.65;58270;59219.07
58216.0;91536013633-2;drtC6;248027136_0;358784;3931962.89;29422254_0_r;358479.79;3931904.81;516.0;58849.0;117.0;717.11;717.11;-2.5;58816;59761.88
59475.0;42163012123-2;drtC5;313265399_0;356744.31;3926848.16;149698067_10;357324.66;3926928.41;163.0;59740.0;102.0;704;704;-2.49;60075;60971.19
60019.0;32094055752-6;drtC2;35907492_8;359184.94;3935511.09;1115721797_0_r;357063.41;3936681.42;329.0;60799.0;451.0;3033.02;3033.02;-4.12;60619;62545.4
60084.0;91536017733-2;drtC6;150719242_0_r;357460.89;3933749.81;446436237_0;355268.25;3936249.34;461.0;61001.0;456.0;3942.4;3942.4;-4.76;60684;62243.23
61234.0;42163016361-2;drtC5;193632514_0;357849.27;3927025.2;150512966_0;355862.59;3927464.51;172.0;61783.0;377.0;2860.32;2860.32;-4;61834;63246.41
61243.0;91531008271-2;drtC2;1188545319_0;356633;3935546.19;707117825_0;358138.12;3933568.03;318.0;61830.0;269.0;2906.83;2906.83;-4.03;61843;63244.57
63913.0;91536013231-4;drtC5;314955069_3;355527.68;3930115.94;552628964_2;355481.15;3930089.16;565.0;64488.0;10.0;53.7;53.7;-2.35;64513;65142
65139.0;32093057142-4;drtC2;35904230_0;358896.04;3934418.74;221510048_2;359219.83;3938696.27;413.0;66279.0;727.0;5678.73;5678.73;-5.98;65739;68463.21
