runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;1;290;290;290;290;290;100;100;364;3045.03;3045.03;654;4.13;6;0.86
NA;2;3;416.33;517;517;517;392;100;100;666.33;4972.99;2100.72;1082.67;3.47;9;0.75
NA;3;4;365.75;534;534;521.5;396;100;100;222;1871.25;1852.61;587.75;3.32;13;0.76
NA;4;4;345.25;495;495;470;331.5;100;100;295;2443;2443;640.25;3.71;12;0.75
NA;5;3;311.67;425;425;425;268;100;100;179.33;1230.31;1230.31;491;2.86;16;0.84
NA;6;2;425;563;563;563;425;100;100;450.5;2776.77;2776.77;875.5;3.94;14;0.88
NA;7;2;425;563;563;563;425;100;100;450.5;2776.77;2776.77;875.5;3.94;16;0.89
NA;8;5;468.6;563;563;563;430;100;100;409.8;2990.68;2985.62;878.4;4.09;18;0.78
NA;9;2;526;563;563;563;526;100;100;973.5;8436.83;8436.83;1499.5;7.91;21;0.91
NA;10;3;421.33;563;563;563;489;100;100;808;6640.4;6640.4;1229.33;6.65;22;0.88
NA;11;3;421.33;563;563;563;489;100;100;807;6642.79;6642.79;1228.33;6.65;19;0.86
NA;12;7;364;547;547;457;335;100;100;332.86;2208.2;2208.2;696.86;3.58;15;0.68
NA;13;7;373.14;544;544;483;340;100;100;333;2194.93;2194.93;706.14;3.57;13;0.65
NA;14;7;334.71;577;577;355;333;100;100;415.57;3271.05;3031.98;750.29;4.12;15;0.68
NA;15;9;354.89;560;560;492;355;100;100;291.89;1838.74;1604.61;646.78;3.12;17;0.65
NA;16;8;344;685;685;542.25;259.5;87.5;100;503.12;3639.7;2128.65;847.12;3.49;19;0.7
NA;17;8;405.12;587;587;507.25;413.5;100;100;441.62;3616.69;3516.08;846.75;4.46;18;0.69
NA;18;11;425.55;595;595;508;449;100;100;383.73;3029.96;2956.78;809.27;4.07;15;0.58
NA;19;10;439.2;704;704;492;456;90;100;708.5;5945.46;4337.17;1147.7;5.04;14;0.58
NA;20;9;411.56;507;507;479.5;380;100;100;429.89;3539.42;3392.15;841.44;4.37;17;0.65
