runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;20;410;574;573.4;474.75;420;100;100;1210.8;14662.73;13431.37;1620.8;11.45;44;0.69
NA;2;39;387.31;645;615;502;403;94.87;100;1692.97;18218.51;13601.66;2080.28;11.54;62;0.61
NA;3;45;359.98;615;601.5;469.5;372;95.56;100;1472.67;15833.54;13773.47;1832.64;11.66;86;0.66
NA;4;46;395.02;709;683.6;473.25;389.5;91.3;100;1223.61;13751.37;12958.27;1618.63;11.09;110;0.71
NA;5;40;389.95;590;589;493.75;388.5;100;100;1283.97;14133.81;12718.12;1673.92;10.92;132;0.77
NA;6;44;379.11;746;598.25;490.5;353.5;95.45;100;933.07;10763.22;10232.01;1312.18;9.18;136;0.76
NA;7;49;386.92;746;630.5;498.5;436;95.92;100;1112.29;12589.26;11499.99;1499.2;10.07;143;0.74
NA;8;45;349.78;592;581.6;478.5;344;100;100;906.44;10366.21;9661.01;1256.22;8.78;170;0.79
NA;9;37;383.57;645;595.5;509;385;97.3;100;1096.03;11861.21;9549.02;1479.59;8.69;194;0.84
NA;10;39;360.41;645;590;493;360;97.44;100;824.05;9060.19;8861.91;1184.46;8.21;204;0.84
NA;11;43;379.77;738;643.6;473;386;93.02;100;1062.37;11266.85;8738.05;1442.14;8.13;203;0.83
NA;12;45;380.11;757;590;476;421;97.78;100;972.24;10222.62;8148.78;1352.36;7.72;206;0.82
NA;13;57;361.16;608;546.4;467;388;98.25;100;1020.4;11007.83;9012.29;1381.56;8.32;202;0.78
NA;14;69;370.78;608;584;486;388;98.55;100;1053.96;10904.37;8473.13;1424.74;7.94;189;0.73
NA;15;57;394.19;761;606.1;514.5;412;96.49;100;926.51;9597.83;7781.65;1320.7;7.47;200;0.78
NA;16;57;370.75;761;607.9;464.5;366;94.74;100;782.63;7797.31;6419.62;1153.39;6.52;200;0.78
NA;17;55;384.93;715;617.2;519;371;92.73;100;712.49;7164.22;6546.21;1097.42;6.61;198;0.78
NA;18;58;366.52;715;631.05;457.75;356;91.38;100;1073.41;11278.08;8650.45;1439.93;8.08;186;0.76
NA;19;57;381.74;623;583.7;490;383;98.25;100;1104.72;11126.5;9553.99;1486.46;8.71;190;0.77
NA;20;56;372.11;653;616.7;503.75;384.5;92.86;100;1020.34;10216.64;8959.31;1392.45;8.29;187;0.77
