runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;473;385.74;1081;824;539.5;324;81.18;99.37;454.92;4343.64;3579.28;840.65;2.51;38;0.07
NA;2;901;405.7;1183;858;569.5;343;77.91;97.78;564.09;5130.21;3651.67;969.79;2.56;29;0.03
NA;3;1227;428.29;1494;875;608;369;74.25;96.9;600.24;5348.92;3683.87;1028.52;2.58;38;0.03
NA;4;1490;447.3;1296;898.45;639;398;71.81;95.1;641.48;5642.4;3722.11;1088.78;2.61;85;0.05
NA;5;1746;456.01;1482;886;651;411.5;69.82;96.16;667.39;5775.76;3776.4;1123.4;2.64;88;0.05
NA;6;1820;474.44;1280;897.95;694;432.5;67.2;95.16;679.29;5860.28;3711.86;1153.72;2.6;122;0.06
NA;7;2001;497.49;1348;924.9;729.5;463;63.77;93.55;704.35;5986.23;3741.06;1201.84;2.62;122;0.06
NA;8;2153;509.86;1370;916.3;730.5;493;61.26;94.19;718.84;6012.91;3732.27;1228.7;2.61;113;0.05
NA;9;2187;510.83;1274;925;742;482;60.17;93;738.18;6350.81;3751.31;1249.01;2.63;146;0.06
NA;10;2225;504.44;1569;924.7;733;481;61.84;92.72;733.2;6275.17;3714.92;1237.64;2.6;176;0.07
NA;11;2254;516.41;1361;927;755.25;489.5;59.49;92.37;736.49;6191.65;3749.05;1252.9;2.62;251;0.1
NA;12;2332;535.85;1576;940;772;520.5;57.55;91.34;758;6231.37;3696.37;1293.85;2.59;221;0.09
NA;13;2362;540.58;2411;933.55;768;538;56.56;92.55;774.14;6379.36;3743.74;1314.72;2.62;210;0.08
NA;14;2344;539.46;1613;946;777;526;57.72;91.3;747.86;6252.38;3657.96;1287.32;2.56;209;0.08
NA;15;2334;538.93;2010;955.5;779;531;56.9;91.05;759.18;6272.17;3689.45;1298.1;2.58;232;0.09
NA;16;2389;528.24;1455;935;771.5;513;57.93;91.67;744.97;6198.86;3680.72;1273.21;2.58;218;0.08
NA;17;2376;532.23;1534;958;762;521.5;57.87;90.99;740.79;6220.73;3603.89;1273.03;2.52;223;0.09
NA;18;2442;525.95;1901;939;763;518.5;58.97;91.85;722.8;5958.7;3532.31;1248.76;2.47;184;0.07
NA;19;2471;545.33;1591;952.4;790;539;55.52;90.17;729.08;6083.52;3559.44;1274.4;2.49;202;0.08
NA;20;2468;534.31;1731;954;770;529;57.05;91.33;749.76;6158.55;3624.65;1284.07;2.54;212;0.08
NA;21;2432;521.54;1607;943.35;749;508.5;59.25;91.69;758.6;6333.13;3683.27;1280.14;2.58;251;0.09
NA;22;2462;530.45;1643;943.85;758.25;522.5;57.96;91.1;756.95;6298.89;3713.68;1287.4;2.6;258;0.09
NA;23;2425;535.58;1601;936.7;765;538;57.2;91.59;765.63;6285.94;3642.42;1301.21;2.55;304;0.11
NA;24;2456;535.93;1545;937;772;533.5;57.08;92.26;768.33;6343.88;3654.99;1304.26;2.56;232;0.09
NA;25;2389;532.03;1327;938;764.5;534;57.97;91.96;748.54;6193.84;3640.75;1280.57;2.55;250;0.09
