vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtE5;227569.49;126663.18;100906.32;189585.75
drtE45;233394.97;95233.78;138161.2;106790.44
drtE6;228582.97;145260.73;83322.24;200504.89
drtE46;345799.69;257832.68;87967.01;465316.67
drtE3;310796.69;264027.9;46768.79;535655.27
drtE47;258662.83;115276.01;143386.81;144905.06
drtE4;235204.42;194947.34;40257.08;355879.68
drtE48;304929.88;238695.6;66234.28;421586.34
drtE1;277633.04;211305.17;66327.87;347588.89
drtE49;209110.65;138181.46;70929.19;184546.69
drtE2;282334.7;242551.93;39782.77;373228.55
drtE0;332093.02;214846.89;117246.14;347431.62
drtE9;264702.94;183154.48;81548.45;342723.88
drtE7;58238.43;34175.05;24063.38;51143.93
drtE8;255213.69;119833.38;135380.31;150952.22
drtE50;364214.51;301656.18;62558.33;472391
drtE51;294250.54;212859.61;81390.93;398361.81
drtE52;328161.15;189745.82;138415.33;239713.55
drtE53;287210.91;232357.59;54853.31;415256.71
drtE10;255763.18;113575.78;142187.41;144324.48
drtE11;212366.93;156842.03;55524.9;307172.64
drtE34;198268.04;99605.7;98662.34;148543.37
drtE35;175144.1;138425.84;36718.26;277893.94
drtE36;248786.92;204382.81;44404.12;366681.42
drtE37;260604.72;193744.86;66859.86;297456.14
drtE38;241909.66;131588.56;110321.09;190338.75
drtE39;353096.75;151737.81;201358.94;197040.1
drtE40;362123.45;298855.48;63267.97;527137.46
drtE41;280509.42;237583.93;42925.5;368182.51
drtE42;253191.07;160177.03;93014.04;235469.19
drtE43;122381.26;89405.39;32975.87;122519.59
drtE44;241895.47;153207.32;88688.15;238449.12
drtE23;269302.3;214768.6;54533.7;388023.03
drtE24;319077.91;239461.12;79616.78;438965.67
drtE25;193661.93;84500.46;109161.47;102830.44
drtE26;279011.73;201374.28;77637.45;320306.15
drtE27;248130.6;136229.45;111901.15;173223.59
drtE28;130810.45;74040.24;56770.22;79531.24
drtE29;334451.11;91043.94;243407.16;105691.42
drtE30;234825.66;177343.65;57482.02;283017.44
drtE31;266161.33;125201.34;140959.99;163667.3
drtE32;255595.96;173128.46;82467.49;254111.87
drtE33;303320.46;261360.76;41959.7;496761.29
drtE12;309388.94;171345.64;138043.3;226885.96
drtE13;300050.93;170735.24;129315.69;263391.25
drtE14;196927.51;158616.82;38310.69;306172.52
drtE15;252253.86;119692.94;132560.92;156024.89
drtE16;341968.6;231482.66;110485.93;360703.28
drtE17;229517.04;131511.62;98005.42;212910.89
drtE18;204193.31;170132.73;34060.59;345789.4
drtE19;307617.56;147398.41;160219.14;187095.61
drtE20;274648.24;167350.9;107297.33;262405.41
drtE21;290936.38;125770.01;165166.37;182241.51
drtE22;270036.99;199432.56;70604.43;322569.18
