runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;52;325.62;602;586.3;433;316;98.08;100;821.96;12047.92;10667.41;1147.58;9.47;0;0
NA;2;117;346.09;671;584.2;467;338;97.44;100;1048.65;14039.66;10165.49;1394.74;9.12;6;0.05
NA;3;140;361.1;844;600.45;482.75;338;95;100;1101.59;14251.98;10156.8;1462.69;9.11;15;0.1
NA;4;158;362.44;706;592.35;503;347.5;96.2;100;1107;14636.02;10123.42;1469.44;9.09;19;0.11
NA;5;182;354.32;656;585.55;479.5;342.5;96.7;100;1001.58;12548.59;9332.96;1355.9;8.53;13;0.07
NA;6;191;367.69;921;607;486;373;94.24;99.48;1141.84;13300.19;8896.77;1509.53;8.23;26;0.12
NA;7;211;362.82;775;592.8;502;358;95.73;100;1065.69;12945.06;8818.8;1428.51;8.18;30;0.12
NA;8;231;377.18;830;638.8;505;382;93.51;100;1132.57;13646.8;8846.62;1509.75;8.2;30;0.11
NA;9;229;361.9;931;603;490;355;94.76;99.56;1145.77;14368.07;8997.69;1507.66;8.3;25;0.1
NA;10;242;366.17;1206;614;512;361.5;90.91;99.59;1134.38;13689.55;8845.85;1500.55;8.19;27;0.1
NA;11;237;362.59;823;615.4;497.5;356;92.41;100;1052.74;12990.02;8839.71;1415.32;8.19;29;0.11
NA;12;236;368.96;837;614;507.25;381;91.95;100;1080.93;13348.64;9256.34;1449.89;8.48;24;0.09
NA;13;224;371.52;742;617.75;504.75;380;92.41;100;1103.27;13356.75;9437.72;1474.79;8.61;28;0.11
NA;14;221;381.07;877;619.9;516.5;394;93.21;100;1046.22;12998.76;9146.77;1427.29;8.4;30;0.12
NA;15;221;367.09;746;604;503;385;95.02;100;1016.43;12506.2;9177.64;1383.52;8.43;24;0.1
NA;16;225;341.23;686;592.1;480.5;332;96.89;100;1101.96;13272.57;8912.83;1443.19;8.24;32;0.12
NA;17;231;352.5;854;621.8;492;333;92.21;100;1000.65;11960;8709.56;1353.14;8.1;34;0.13
NA;18;230;351.62;912;589;480.5;339;96.09;99.57;1102.41;13308.24;8957.81;1454.03;8.27;26;0.1
NA;19;223;352.05;727;604.4;474;336;93.72;100;994.84;12181.33;8285.54;1346.89;7.8;33;0.13
NA;20;229;354.2;821;608.5;481;329;93.45;100;1022.76;12465.92;8426.04;1376.96;7.9;40;0.15
