departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
2714.0;31124037151-2;drtB1;158059312_3;381104.48;3945929.58;154464490_0_r;379565.65;3945041.67;232.0;3093.0;147.0;1958.66;1958.66;-3.37;3314;4346.29
4852.0;32097072604-2;drtB13;1111121313_0;359437.57;3934623.24;120693319_0;361573.22;3938518.7;188.0;5822.0;782.0;5768;5768;-6.04;5452;8302.55
23427.0;31124026835-1;drtB16;242669507_0_r;376011.11;3945607.63;43099692_0_r;362711.76;3929580.49;421.0;25964.0;2116.0;24827.59;24827.59;-19.38;24027;30926.98
24026.0;31124040891-1;drtB2;116433126_1;378820.03;3945642.01;116429808_2;378523.18;3944928.85;100.0;24250.0;124.0;901.13;901.13;-2.63;24626;25591.37
24313.0;91534020601-1;drtB7;37708345_6;358360.75;3932790.03;49773827_0;355412.18;3931847.81;319.0;25389.0;757.0;4555.4;3975.88;-4.78;24913;27315.97
24635.0;42163010683-1;drtB7;44422921_0;356940.38;3931144.02;39088453_0_r;358000.47;3930147.11;439.0;26271.0;1197.0;5979.37;2159.41;-3.51;25235;26855.37
25231.0;31124073794-1;drtB6;318936057_0;375417.64;3946684.74;296110144_0;356737.65;3939813.69;326.0;28220.0;2663.0;32174.75;32174.75;-24.52;25831;34347.63
25240.0;32093015241-1;drtB13;221078651_0;363446;3938647.69;153188586_0_r;361605.2;3940953.39;585.0;26413.0;588.0;4036.79;4036.79;-4.83;25840;28170.53
25836.0;51174063072-1;drtB0;446611662_1;368901.41;3938620.67;246581902_1;365751.35;3943178.63;445.0;27395.0;1114.0;7878.13;7755.8;-7.43;26436;30211.95
26426.0;31127113832-1;drtB11;48053232_0_r;373499.31;3942709.43;234062702_3;374564.47;3943526.74;497.0;27259.0;336.0;2150.56;2150.56;-3.51;27026;28605.09
26758.0;32083028362-1;drtB3;747287982_0_r;371894.4;3945993.53;252398991_0_r;345131.73;3942412.51;448.0;31497.0;4291.0;40770.06;33281.09;-25.3;27358;37674.58
27605.0;31157121123-1;drtB14;243197263_0;376168.34;3947693.6;172523228_0;363393.57;3950389.14;549.0;30684.0;2530.0;25104.74;20129.99;-16.09;28205;33000.97
