vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtA1;47933.4;38131.4;9802.01;38131.4
drtA27;44807.32;35815.93;8991.39;35815.93
drtA2;45114.28;31478.68;13635.6;40126.8
drtA28;74390.58;56382.87;18007.71;74244.69
drtA29;53345.73;43187.52;10158.22;46400.72
drtA0;37693.52;28313.47;9380.04;28313.47
drtA9;54789.4;43776.29;11013.11;43776.29
drtA7;76309.53;69933.77;6375.76;95957.32
drtA8;10241.8;9380.62;861.18;12271.26
drtA5;90943.29;72176.51;18766.78;91290.2
drtA6;53039.51;49794.32;3245.19;82555.21
drtA3;10403.34;9595.38;807.96;9595.38
drtA4;41800.32;32811.13;8989.19;39398.12
drtA30;57450.69;42368.32;15082.38;49463.91
drtA31;26720.93;23037.48;3683.45;23037.48
drtA10;90686.69;71371.11;19315.58;74748.1
drtA32;71522.63;60095.8;11426.83;83975.44
drtA11;29846.95;24223.28;5623.67;32419.72
drtA33;13835.94;10569.01;3266.93;12606.1
drtA12;59552.49;45709.16;13843.33;48675.63
drtA34;30734.45;19724.63;11009.82;19724.63
drtA13;71376.82;56278.88;15097.95;56278.88
drtA35;79157.23;64446.96;14710.26;94378.51
drtA14;26727.52;22529.57;4197.94;29353.13
drtA36;54618.15;49571.83;5046.32;82877.27
drtA15;17427.5;14839.26;2588.24;25791.25
drtA37;112554.84;96800.1;15754.74;189817.14
drtA16;66946.07;61008.67;5937.39;63517.5
drtA38;83764.14;69072.85;14691.29;80445.53
drtA17;90640.55;75258.16;15382.38;105970.46
drtA39;29806.51;26005.6;3800.91;26005.6
drtA18;41043.22;34283.44;6759.78;41679.56
drtA19;36856.3;28270.67;8585.63;38471.69
drtA40;114000.05;91975.07;22024.98;93551.82
drtA41;46318.2;35313.19;11005;60502.51
drtA20;26127.22;19140.65;6986.57;19140.65
drtA42;35485.91;23343.8;12142.11;23343.8
drtA21;96298.96;71942.7;24356.26;83279.18
drtA22;79253.13;64552.52;14700.62;67086
drtA23;39275.8;31175.34;8100.46;39397.76
drtA24;105845.63;90453.94;15391.69;95488.59
drtA25;29306.73;20011.25;9295.48;29787.03
