runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;3;451.67;586;586;586;448;100;100;339.33;2554.08;2554.08;791;3.79;8;0.73
NA;2;6;374.83;609;609;482.25;374;83.33;100;243.5;1830.73;1830.73;618.33;3.28;13;0.68
NA;3;10;426.8;609;609;572.25;412;90;100;242;1781.81;1781.81;668.8;3.26;13;0.57
NA;4;13;419.08;609;609;490;440;92.31;100;222.31;1603.93;1603.93;641.38;3.17;16;0.55
NA;5;13;401.85;569;569;476;398;100;100;337.69;2892.87;2880.14;739.54;4.05;16;0.55
NA;6;11;466;563;563;559;479;100;100;380;2698.97;2202.72;846;3.58;20;0.65
NA;7;14;448.07;616;616;555.5;479;92.86;100;510.14;3843.17;2267.32;958.21;3.62;24;0.63
NA;8;13;419.69;611;611;563;449;92.31;100;498.92;3699.71;2903.04;918.62;4.05;25;0.66
NA;9;8;392.12;563;563;488.75;405.5;100;100;676.12;5479.78;4808.57;1068.25;5.37;29;0.78
NA;10;16;364.12;691;691;476.25;381.5;87.5;100;666.25;5337.2;4497.34;1030.38;5.15;26;0.62
NA;11;10;397.6;636;636;512;450;90;100;648.2;5031.2;4212.07;1045.8;4.95;34;0.77
NA;12;8;398.88;529;529;516.75;457;100;100;572.62;4433.48;4424.86;971.5;5.1;32;0.8
NA;13;10;291.2;461;461;442.5;285.5;100;100;502.7;3957.09;3957.09;793.9;4.77;34;0.77
NA;14;12;306.33;577;577;425.5;293.5;100;100;472;3549.53;3403.86;778.33;4.38;38;0.76
NA;15;18;366.17;570;570;469.25;378;100;100;477.28;3775.43;3398.55;843.44;4.38;35;0.66
NA;16;16;398.12;572;572;522.5;380;100;100;519.12;3979.33;3064.34;917.25;4.15;33;0.67
NA;17;17;403.18;596;596;497;434;100;100;517.18;3851.28;3131.13;920.35;4.19;36;0.68
NA;18;19;423.95;596;596;536;434;100;100;467.63;3641.89;2971.38;891.58;4.08;32;0.63
NA;19;20;413.7;612;611.45;570;422.5;90;100;382.1;3315.62;3308.91;795.8;4.32;35;0.64
NA;20;21;385.81;711;699.1;524;393;95.24;100;441.71;3495.92;3319.04;827.52;4.34;32;0.6
