vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtB2;67644.21;56045.06;11599.16;56045.06
drtB15;105600.33;82322.02;23278.31;84423.39
drtB3;61956.55;55305.13;6651.42;55305.13
drtB16;108391.83;82580.56;25811.26;90368.97
drtB0;29153.99;15001.89;14152.09;15001.89
drtB1;34573.61;30081.15;4492.45;30081.15
drtB8;6025.89;3949.76;2076.13;3949.76
drtB9;35704.27;12324.58;23379.69;12324.58
drtB6;91480.91;72181.86;19299.05;75953
drtB7;36546.93;27027.78;9519.15;33446.56
drtB4;12047.65;5637.61;6410.04;5637.61
drtB5;11918.98;7328.21;4590.77;7328.21
drtB10;55953.28;32618.05;23335.22;33642.41
drtB11;66530.01;55914.01;10615.99;55914.01
drtB12;78269.38;56468.12;21801.26;56468.12
drtB13;18660.61;16819.52;1841.09;16819.52
drtB14;119395.73;102005.82;17389.9;110740.83
