runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;16;393.88;582;582;443.75;369.5;100;100;380.19;3560.15;3560.15;774.06;4.5;10;0.38
NA;2;26;429.15;581;578.2;519.25;461;100;100;496.08;3945.93;3252.54;925.23;4.29;17;0.4
NA;3;33;385.97;699;610.8;504;377;96.97;100;630.33;5648.88;5527.04;1016.3;5.87;33;0.5
NA;4;33;336.48;573;557.6;396;322;100;100;655.91;5895.74;5773.87;992.39;6.05;43;0.57
NA;5;40;387.43;745;650.3;521.25;375.5;92.5;100;589.35;4874.87;4168.96;976.77;4.92;44;0.52
NA;6;39;437.97;720;652;516;446;92.31;100;811.79;6417.71;4784.96;1249.77;5.36;66;0.63
NA;7;48;463.25;918;704.25;548.75;470;89.58;97.92;729.71;5773.97;4610.54;1192.96;5.24;72;0.6
NA;8;53;464.6;723;718.9;560.5;465;88.68;100;762.72;6071.97;4468.29;1227.32;5.13;78;0.6
NA;9;57;449.68;950;735.8;554;468;91.23;98.25;673.04;5726.09;4963.3;1122.72;5.48;75;0.57
NA;10;55;438.45;723;675.4;546;483;90.91;100;742.15;5948.29;5270.98;1180.6;5.7;92;0.63
NA;11;46;467.83;642;626.05;550;500;91.3;100;811.91;5624.2;3766.39;1279.74;4.65;98;0.68
NA;12;42;489.26;966;710.3;545.75;492.5;88.1;97.62;810.67;5074.19;3668.79;1299.93;4.58;94;0.69
NA;13;39;497.21;697;644;548;501;89.74;100;669.44;5065.15;4242.33;1166.64;4.97;116;0.75
NA;14;45;446.87;698;627.6;520.5;481;91.11;100;958.49;7940.07;6486.01;1405.36;6.54;112;0.71
NA;15;49;470.63;907;827;547.5;497;89.8;97.96;785.29;6127.5;4416.37;1255.92;5.09;101;0.67
NA;16;34;457.74;806;755;549.25;460;88.24;100;1115.21;8857.36;6156.12;1572.94;6.32;130;0.79
NA;17;49;451.63;808;661.5;557.5;485;93.88;100;838.61;7005.71;4928.2;1290.24;5.46;114;0.7
NA;18;60;419.18;837;615.35;527.5;455.5;91.67;100;732.77;5975.74;4305.16;1151.95;5.02;105;0.64
NA;19;51;435.78;852;679.6;524;458;96.08;100;653.14;5182.94;3964.41;1088.92;4.78;107;0.68
NA;20;61;426.95;692;609.3;555.5;435;93.44;100;638.54;4918.36;4231.05;1065.49;4.97;93;0.6
