runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;2;1
NA;2;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;2;1
NA;3;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;3;1
NA;4;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;3;1
NA;5;1;261;261;261;261;261;100;100;1712;16858.32;16858.32;1973;13.8;3;0.75
NA;6;1;563;563;563;563;563;100;100;381;2359.77;2359.77;944;3.65;4;0.8
NA;7;4;538.5;640;640;620.75;539;75;100;270;1628.61;1628.61;808.5;3.14;3;0.43
NA;8;3;454;563;563;563;528;100;100;660;6007.56;5915.89;1114;6.14;5;0.62
NA;9;3;454;563;563;563;528;100;100;660;6007.56;5915.89;1114;6.14;4;0.57
NA;10;2;545.5;563;563;563;545.5;100;100;920;8526.62;8389.12;1465.5;7.87;4;0.67
NA;11;1;563;563;563;563;563;100;100;381;2359.77;2359.77;944;3.65;4;0.8
NA;12;1;732;732;732;732;732;0;100;91;666.98;666.98;823;2.47;3;0.75
NA;13;1;732;732;732;732;732;0;100;91;666.98;666.98;823;2.47;3;0.75
NA;14;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;3;1
NA;15;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;3;1
NA;16;1;426;426;426;426;426;100;100;188;1296.36;1212.74;614;2.85;2;0.67
NA;17;2;347.5;426;426;426;347.5;100;100;147;1191.59;1149.78;494.5;2.8;3;0.6
NA;18;2;469;525;525;525;469;100;100;278;2786.72;2786.72;747;3.95;4;0.67
NA;19;2;503;580;580;580;503;100;100;232;1697.86;1656.05;735;3.16;3;0.6
NA;20;3;593.67;770;770;770;585;66.67;100;641;6029.91;5910.37;1234.67;6.14;3;0.5
