departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
24024.0;42163009041-1;drtC6;760198977_0_r;356998.57;3930770.82;469633513_0;352516;3911433.45;496.0;26815.0;2295.0;23123.91;23123.91;-18.19;24624;32040.52
27015.0;91536017793-1;drtC2;1175349485_0;356286.52;3935399.56;86877497_0;356068.07;3934783.46;483.0;27654.0;156.0;1067.68;1067.68;-2.75;27615;28667.17
27024.0;42155010491-1;drtC5;848697060_0;353929.98;3924111.09;317592699_0_r;340641.52;3912661.17;396.0;29847.0;2427.0;22897.09;22897.09;-18.03;27624;35450.57
27924.0;91535004261-1;drtC2;1064243964_0_r;357967.01;3933237.02;563891744_0;347113.45;3923611.9;566.0;31362.0;2872.0;19444.98;19444.98;-15.61;28524;36340.49
28214.0;42154001965-1;drtC0;365834955_0;355486.13;3922542.39;713251671_0;354423.45;3922654.27;405.0;28831.0;212.0;1223.02;1223.02;-2.86;28814;30028.46
28546.0;42124009113-1;drtC1;161543460_0;350312.37;3923854.68;189853445_1;350439.49;3926229.35;386.0;29298.0;366.0;2915.46;2915.46;-4.04;29146;30814.29
35719.0;42147014941-2;drtC4;113004993_0_r;345412.62;3919002.4;195745632_2;347217.53;3918620.65;507.0;36514.0;288.0;2285.65;2285.65;-3.6;36319;37775.49
