runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;1;194;194;194;194;194;100;100;486;4832.47;4832.47;680;5.38;0;0
NA;2;1;373;373;373;373;373;100;100;78;910.57;910.57;451;2.64;0;0
NA;3;1;373;373;373;373;373;100;100;78;910.57;910.57;451;2.64;0;0
NA;4;1;435;435;435;435;435;100;100;78;910.57;910.57;513;2.64;0;0
NA;5;1;435;435;435;435;435;100;100;78;910.57;910.57;513;2.64;0;0
NA;6;1;435;435;435;435;435;100;100;78;910.57;910.57;513;2.64;0;0
NA;7;1;435;435;435;435;435;100;100;78;910.57;910.57;513;2.64;0;0
NA;8;2;302.5;435;435;435;302.5;100;100;87.5;838.86;838.86;390;2.59;0;0
NA;9;2;302.5;435;435;435;302.5;100;100;87.5;838.86;838.86;390;2.59;0;0
NA;10;2;443;500;500;500;443;100;100;213;2011.36;2011.36;656;3.41;0;0
NA;11;2;443;500;500;500;443;100;100;213;2011.36;2011.36;656;3.41;0;0
NA;12;3;364.67;500;500;500;386;100;100;197.67;1815.57;1815.57;562.33;3.27;0;0
NA;13;1;307;307;307;307;307;100;100;167;1423.97;1423.97;474;3;0;0
NA;14;2;367.5;428;428;428;367.5;100;100;112.5;1013.05;1013.05;480;2.71;0;0
NA;15;2;367.5;428;428;428;367.5;100;100;112.5;1013.05;1013.05;480;2.71;0;0
NA;16;1;428;428;428;428;428;100;100;58;602.14;602.14;486;2.42;0;0
