departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
31513.0;42113015211-1;drtD0;547859691_0_r;339467.98;3916454.82;316046352_0_r;338875.39;3915972.4;632.0;32318.0;173.0;1044.29;1044.29;-2.73;32413;33228.39
68449.0;42118023242-2;drtD0;1030873456_0;338725.47;3915820.36;205032553_0_r;337684.2;3916070.12;105.0;68709.0;155.0;1186.32;1186.32;-2.83;69349;70100.89
72088.0;42113001331-2;drtD0;317096884_0_r;336398.48;3917653.87;558090070_1;339134.26;3916367.06;428.0;72981.0;465.0;3658.34;3658.34;-4.56;72988;74667.86
