departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
30617.0;61353044712-1;drtB15;962542225_0;369618.97;3942756.39;584406875_0;368596.71;3943122.65;161.0;30967.0;189.0;1315.87;1315.87;-2.92;31517;32379.24
31529.0;31124007251-1;drtB12;154844986_0_r;380342.43;3945045.56;25797281_16;378481.46;3944803.45;150.0;32018.0;339.0;2978.37;2978.37;-4.08;32429;33719.79
31868.0;31124067072-2;drtB11;36962010_3;372822.21;3945833.08;36961494_17;372958.26;3945967.23;398.0;32316.0;50.0;369.63;369.63;-2.35;32768;33216.68
36009.0;61358056382-1;drtB15;1006614681_0;366218.65;3944498.55;203853137_1;366571.08;3944606.7;573.0;36698.0;116.0;636.02;636.02;-2.45;36909;37547.57
42320.0;31127117512-4;drtB3;38073377_1;372563.95;3948302.62;277209472_12;372278.36;3947691.81;262.0;42699.0;117.0;901.91;901.91;-2.63;43220;43864.33
43210.0;32084005772-6;drtB3;1123145692_0;369002.8;3945936.31;249723865_0_r;368207.04;3946454.27;550.0;43975.0;215.0;1254.7;1254.7;-2.88;44110;45036.91
52217.0;31127128962-4;drtB6;37147510_0;375460.73;3946537.49;146717518_0;375344.67;3946836.94;329.0;52624.0;78.0;494.85;494.85;-2.35;53117;53648.96
52231.0;31123013801-3;drtB11;243119310_0;373974.16;3945519.01;118479440_0_r;374043.59;3945421.91;320.0;52609.0;58.0;394.95;394.95;-2.35;53131;53601.54
53139.0;51177046743-2;drtB13;56673424_5;362314.03;3936556.39;1176483540_0;362793.26;3936062.67;956.0;54229.0;134.0;857.57;857.57;-2.6;54039;54727.82
53429.0;32097078155-2;drtB7;142378181_6;358391.43;3936914.46;1009294954_0_r;357550.79;3938666.16;876.0;54718.0;413.0;2583.5;2583.5;-3.81;54329;55817.75
55824.0;32255007431-1;drtB15;242922798_0_r;364466.27;3944367.94;1069527613_0;364169.06;3944671.04;403.0;56329.0;102.0;687.34;687.34;-2.48;56724;57324.13
57933.0;32094038091-2;drtB7;122789219_3;358569.6;3934640.91;590778805_1;358974.27;3934401.69;887.0;58929.0;109.0;653.6;653.6;-2.46;58833;59451.02
61244.0;32083011581-2;drtB3;148828693_0_r;368638.32;3945740.25;148828699_0;367853.98;3945840.59;282.0;61692.0;166.0;970.98;970.98;-2.68;62144;62923.21
63325.0;31123070063-5;drtB14;785301596_0;376753.75;3947123.77;61786704_0;376894.85;3947476.62;420.0;63837.0;92.0;499.24;499.24;-2.35;64225;64784.55
64266.0;91536014361-2;drtB7;153151219_0;358608.83;3930403.16;143948961_0_r;358921.44;3932159.39;883.0;65526.0;377.0;2407.98;2407.98;-3.69;65166;66554.66
70236.0;31124097851-3;drtB6;283090057_1;373403.48;3947881.25;243119308_0_r;373358.72;3947865.75;575.0;70828.0;17.0;86.52;86.52;-2.35;71136;71483.28
71113.0;31123071643-3;drtB11;116607748_0_r;374295.26;3946703.17;39488110_10_r;373907.93;3947321.12;284.0;71537.0;140.0;830.93;830.93;-2.58;72013;72715
