zone;centerX;centerY;nRequests;sumWaitTime;meanWaitTime;min;max;p95;p90;p80;p75;p50
539;372949.40389757085;3943365.711606424;11;2619;238.0909090909091;69.0;441.0;441.0;430.00000000000006;366.80000000000007;338.0;205.0
54;334873.92169426935;3905150.997171281;22;5437;247.13636363636363;24.0;731.0;707.5999999999997;550.0999999999999;447.80000000000007;340.25;197.5
540;374081.5001525376;3943349.595331985;9;3039;337.6666666666667;156.0;836.0;836.0;836.0;610.0;455.5;244.0
541;375213.59445973096;3943333.623037368;15;4492;299.46666666666664;114.0;712.0;712.0;662.2;544.6000000000001;395.0;237.0
542;365038.7172567269;3944406.99352539;11;2395;217.72727272727272;87.0;576.0;576.0;513.4000000000002;252.60000000000002;237.0;184.0
543;366170.71004022745;3944389.867630151;17;4508;265.1764705882353;101.0;592.0;592.0;451.1999999999999;415.0;378.5;234.0
544;369566.67605285265;3944339.353998128;12;3254;271.1666666666667;153.0;531.0;531.0;523.2;410.20000000000005;343.25;219.5
545;370698.6606691982;3944322.8041306925;18;5673;315.1666666666667;61.0;584.0;584.0;569.6;492.8;416.0;272.5
546;371830.64328733465;3944306.3982642684;45;12451;276.68888888888887;61.0;994.0;711.7999999999994;554.8;424.40000000000003;391.0;207.0
547;372962.62392469606;3944290.136396519;8;2504;313.0;144.0;506.0;506.0;506.0;506.0;486.0;273.0
548;374094.60259871004;3944274.0185251287;20;5784;289.2;136.0;595.0;594.2;577.6;464.80000000000007;404.5;222.0
549;375226.5793268141;3944258.0446478054;11;3695;335.90909090909093;125.0;672.0;672.0;670.4;560.8000000000004;406.0;304.0
55;336011.0116956148;3905130.2165456405;1;472;472.0;472.0;472.0;472.0;472.0;472.0;472.0;472.0
550;365052.7632724111;3945331.431099058;11;3015;274.09090909090907;78.0;599.0;599.0;571.2;401.6000000000002;314.0;239.0
551;366184.63843743573;3945314.3035086254;14;3028;216.28571428571428;60.0;478.0;478.0;473.0;364.0;307.0;217.0
552;367316.51153651136;3945297.3199429773;5;1457;291.4;117.0;520.0;520.0;520.0;519.6;519.0;174.0
553;368448.3825870468;3945280.480399697;13;3838;295.2307692307692;97.0;529.0;529.0;526.6;499.8;484.5;247.0
554;369580.25160645996;3945263.7848763885;32;9128;285.25;61.0;607.0;603.75;478.0;416.4000000000001;393.25;229.5
555;370712.1186121593;3945247.233370675;20;5115;255.75;61.0;535.0;534.05;506.5000000000002;404.40000000000003;377.5;217.5
556;371843.9836215641;3945230.8258802006;18;6599;366.6111111111111;61.0;810.0;810.0;759.6000000000001;550.2;535.75;366.0
557;372975.8466520931;3945214.5624026316;14;3420;244.28571428571428;61.0;557.0;557.0;548.5;363.0;326.25;210.0
558;374107.70772115496;3945198.4429356535;15;4110;274.0;83.0;644.0;644.0;622.4;544.8000000000001;504.0;129.0
559;375239.5668461737;3945182.467476972;27;6083;225.2962962962963;98.0;448.0;443.2;417.59999999999997;330.6;299.0;185.0
56;330342.9560394041;3906159.999706428;1;674;674.0;674.0;674.0;674.0;674.0;674.0;674.0;674.0
560;366198.5696786098;3946238.7405948057;4;922;230.5;164.0;277.0;277.0;277.0;277.0;271.0;240.5
561;367330.32513719733;3946221.7553496277;2;300;150.0;61.0;239.0;239.0;239.0;239.0;239.0;150.0
562;368462.07854921167;3946204.9141410333;28;8682;310.07142857142856;61.0;900.0;792.8999999999993;600.8000000000001;471.40000000000003;427.75;262.5
563;369593.8299320507;3946188.2169666276;39;9514;243.94871794871796;81.0;689.0;683.0;462.0;322.0;277.0;193.0
564;370725.5793031087;3946171.663824033;23;6778;294.69565217391306;136.0;681.0;659.5999999999997;573.6;472.2000000000002;332.0;220.0
565;371857.326679788;3946155.2547108973;8;2312;289.0;147.0;515.0;515.0;515.0;442.20000000000005;411.5;242.0
566;372989.0720794887;3946138.989624883;13;3949;303.7692307692308;126.0;695.0;695.0;606.1999999999999;405.0000000000001;378.5;246.0
567;374120.81551960617;3946122.868563679;10;2290;229.0;80.0;427.0;427.0;418.8;331.40000000000003;294.0;216.5
568;375252.5570175438;3946106.891524988;22;4443;201.95454545454544;50.0;573.0;552.7499999999998;418.19999999999993;262.20000000000005;227.0;170.5
569;368475.7773070728;3947129.3490930535;7;1628;232.57142857142858;162.0;307.0;307.0;307.0;305.8;305.0;192.0
57;331479.94007041847;3906138.6430196995;9;1665;185.0;61.0;448.0;448.0;448.0;336.0;313.5;117.0
570;369607.4110293467;3947112.6502689617;2;418;209.0;127.0;291.0;291.0;291.0;291.0;291.0;209.0
571;370739.0427417721;3947096.095490887;17;3698;217.52941176470588;99.0;558.0;558.0;390.79999999999984;296.40000000000003;269.0;182.0
572;371870.6724617336;3947079.684756474;34;8245;242.5;61.0;532.0;510.25;492.0;379.0;302.5;206.5
573;373002.3002066146;3947063.4180633905;16;5516;344.75;111.0;957.0;957.0;779.2000000000002;536.4000000000001;519.5;222.0
574;374133.92599379394;3947047.2954093213;20;5870;293.5;61.0;619.0;616.0999999999999;552.0000000000002;436.8;425.5;272.0
575;375265.54984066024;3947031.3167919735;29;7840;270.3448275862069;67.0;542.0;506.5;464.0;370.0;348.0;242.0
576;376332.8221752939;3942393.375898273;7;1343;191.85714285714286;113.0;251.0;251.0;251.0;237.20000000000002;228.0;207.0
577;377465.0301906915;3942377.6931120455;17;3659;215.23529411764707;61.0;586.0;586.0;447.5999999999999;340.6;295.0;197.0
578;378597.2363088519;3942362.1542846235;9;2192;243.55555555555554;131.0;404.0;404.0;404.0;385.0;306.0;227.0
579;376345.6868365946;3943317.7947202986;30;7098;236.6;61.0;692.0;675.5;535.1;384.6;322.25;174.0
58;332616.9214063263;3906117.4298176407;6;1827;304.5;124.0;516.0;516.0;516.0;490.00000000000006;467.25;278.0
580;377477.77730058436;3943302.1103785248;10;2045;204.5;111.0;330.0;330.0;328.0;303.20000000000005;284.5;174.0
581;378609.8658691524;3943286.570009813;7;1944;277.7142857142857;178.0;478.0;478.0;478.0;411.40000000000003;367.0;224.0
582;379741.9525597457;3943271.1736119483;3;697;232.33333333333334;187.0;320.0;320.0;320.0;320.0;320.0;190.0
583;380874.0373898228;3943255.92118274;30;6386;212.86666666666667;53.0;658.0;507.8499999999998;371.1000000000001;288.40000000000003;271.25;209.5
584;376358.5541264388;3944242.2147622723;17;6134;360.8235294117647;130.0;725.0;725.0;593.7999999999998;537.4;512.0;367.0
585;377490.52701502;3944226.528866278;47;14654;311.7872340425532;61.0;783.0;645.7999999999994;563.6;498.4000000000001;442.0;278.0
586;378622.4980099954;3944210.9869575896;23;6526;283.7391304347826;64.0;849.0;787.5999999999991;539.6;410.40000000000003;376.0;243.0
587;379754.4671287943;3944195.589033995;7;1586;226.57142857142858;113.0;585.0;585.0;585.0;365.4000000000001;219.0;173.0
588;380886.43438885926;3944180.3350933017;3;762;254.0;136.0;420.0;420.0;420.0;420.0;420.0;206.0
589;382018.3998076204;3944165.2251333385;11;2186;198.72727272727272;117.0;548.0;548.0;495.6000000000002;245.20000000000016;184.0;155.0
59;333753.90006523894;3906096.360097198;7;2070;295.7142857142857;119.0;488.0;488.0;488.0;412.40000000000003;362.0;292.0
590;383150.363402518;3944150.2591519533;27;6654;246.44444444444446;61.0;743.0;670.9999999999997;562.2;444.0000000000002;372.0;186.0
591;376371.42404456116;3945166.6360243135;30;10900;363.3333333333333;83.0;817.0;817.0;595.2;508.4;487.25;323.0
592;377503.2793337379;3945150.9485754236;32;9327;291.46875;43.0;656.0;602.0499999999998;539.4;502.0000000000001;407.5;213.5
593;378635.1327311219;3945135.4051280743;30;9381;312.7;61.0;885.0;736.4999999999998;612.1;585.6;493.0;217.5
594;379766.98425412964;3945120.0056800493;83;23212;279.66265060240966;12.0;1233.0;684.3999999999999;587.8000000000001;476.2;438.0;188.0
595;380898.83392018377;3945104.7502291584;18;5163;286.8333333333333;22.0;727.0;727.0;661.3000000000001;548.8;447.25;209.5
596;382030.6817466997;3945089.638773232;48;17105;356.35416666666663;12.0;1206.0;889.6499999999997;783.2;618.8000000000003;569.0;279.0
597;383162.5277510994;3945074.671310119;19;4268;224.6315789473684;61.0;658.0;658.0;562.0;381.0;301.0;143.0
598;384294.37195080635;3945059.847837687;28;5874;209.78571428571428;61.0;413.0;402.19999999999993;333.2000000000001;276.6;249.75;216.0
599;376384.2965907004;3946091.0585065405;49;14686;299.7142857142857;36.0;703.0;641.0;607.0;571.0;516.0;225.0
6;330238.4843157311;3900613.344620658;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
60;334890.87606527656;3906075.433855333;7;1478;211.14285714285714;61.0;491.0;491.0;491.0;358.4000000000001;270.0;171.0
600;377516.03425647615;3946075.369506084;21;7015;334.04761904761904;61.0;700.0;690.8999999999999;606.8;574.2;527.5;343.0
601;378647.7700322745;3946059.8245213847;28;8453;301.89285714285717;73.0;785.0;671.1499999999993;510.40000000000003;481.00000000000006;447.25;241.5
602;379779.50393549487;3946044.4235502323;52;15716;302.2307692307692;88.0;983.0;675.1499999999996;625.5000000000001;525.4000000000001;460.0;189.5
603;380911.2359835434;3946029.166590435;64;22622;353.46875;69.0;713.0;685.0;617.5;533.0;515.75;334.5
604;382042.9661938173;3946014.0536398217;21;7667;365.0952380952381;107.0;761.0;744.4999999999998;593.4;541.8000000000001;489.5;397.0
605;383174.6945837236;3945999.084696243;25;5422;216.88;61.0;516.0;512.7;476.8000000000001;367.20000000000005;346.5;153.0
606;384306.4211706679;3945984.25975757;6;978;163.0;132.0;228.0;228.0;228.0;206.00000000000003;186.75;152.0
607;376397.17176459054;3947015.482209076;15;4688;312.53333333333336;61.0;556.0;556.0;511.0;476.20000000000005;457.0;337.0
608;377528.79178297374;3946999.791658377;18;6917;384.27777777777777;105.0;729.0;729.0;645.3000000000002;587.4000000000001;542.5;374.5
609;378660.40991319384;3946984.2451376435;32;10404;325.125;61.0;791.0;780.5999999999999;592.1999999999999;517.4000000000001;498.0;220.0
61;336027.8494245555;3906054.651089033;5;1231;246.2;63.0;460.0;460.0;460.0;452.20000000000005;440.5;217.0
610;379792.0261726331;3946968.8426446635;53;13459;253.94339622641505;61.0;806.0;705.5;553.6;415.80000000000007;361.5;164.0
611;380923.6405786825;3946953.5841772472;38;12034;316.6842105263158;61.0;776.0;585.0499999999994;552.1;515.8000000000001;485.25;300.0
612;382055.25314872223;3946938.4697332256;224;61995;276.76339285714283;7.0;1031.0;716.0;617.5;495.0;432.75;186.5
613;383186.8639001412;3946923.499310448;79;23599;298.72151898734177;45.0;945.0;725.0;628.0;498.0;471.0;213.0
614;384318.4728503301;3946908.6729067857;12;3885;323.75;61.0;672.0;672.0;651.9000000000001;557.0;521.25;272.5
615;385450.080016672;3946893.9905201304;62;16032;258.58064516129036;16.0;948.0;726.8999999999994;586.6;356.6;298.5;193.0
616;369620.99489806936;3948037.0847835103;6;2133;355.5;155.0;607.0;607.0;607.0;565.8000000000001;529.75;335.0
617;370752.5089278735;3948020.5283713522;1;621;621.0;621.0;621.0;621.0;621.0;621.0;621.0;621.0
618;371884.0209671267;3948004.11601705;13;4805;369.61538461538464;142.0;678.0;678.0;676.8;608.6000000000001;577.5;350.0
619;373015.53103319963;3947987.847718271;33;9091;275.4848484848485;61.0;686.0;592.1999999999996;524.0000000000001;396.40000000000003;385.0;244.0
62;330360.38060640625;3907084.446252671;2;764;382.0;178.0;586.0;586.0;586.0;586.0;586.0;382.0
620;374147.0391434513;3947971.7234727023;30;7523;250.76666666666668;61.0;698.0;624.3;520.1;406.00000000000006;352.75;191.0
621;375278.5453152533;3947955.7432780494;27;7042;260.81481481481484;80.0;564.0;560.0;478.79999999999995;427.0000000000001;382.0;203.0
622;371897.37219569477;3948928.54849275;22;5154;234.27272727272728;61.0;588.0;578.8499999999999;490.69999999999993;364.8000000000001;292.25;221.5
623;373028.7645589705;3948912.278589651;9;3632;403.55555555555554;118.0;719.0;719.0;719.0;594.0;578.5;416.0
624;374160.15496830683;3948896.152753943;11;2628;238.9090909090909;102.0;603.0;603.0;555.0000000000002;355.0;343.0;202.0
625;375291.54344105965;3948880.170983333;39;14340;367.6923076923077;84.0;916.0;738.0;678.0;574.0;545.0;362.0
626;374173.27346809383;3949820.583253162;50;10530;210.6;31.0;535.0;512.1499999999999;433.0999999999999;281.6;276.0;173.0
627;375304.54421781015;3949804.599907947;22;5080;230.9090909090909;81.0;503.0;498.19999999999993;448.49999999999994;368.8;362.75;176.5
628;376410.04956597;3947939.9071320393;42;12473;296.9761904761905;61.0;1056.0;764.6000000000001;529.6000000000001;449.2;400.75;224.5
629;377541.5519129692;3947924.215032423;71;17334;244.14084507042253;11.0;646.0;638.0;473.19999999999993;405.40000000000003;358.0;207.0
63;331497.24796139;3907063.0873681395;5;1330;266.0;113.0;481.0;481.0;481.0;458.80000000000007;425.5;194.0
630;378673.0523736209;3947908.666976969;27;10509;389.22222222222223;122.0;847.0;795.3999999999997;611.5999999999999;568.4;526.0;395.0
631;379804.55096528964;3947893.262963464;20;5536;276.8;61.0;708.0;698.4999999999999;514.4000000000001;413.8;395.0;257.0
632;380936.047705348;3947878.0029897196;70;18785;268.35714285714283;25.0;1023.0;667.6000000000001;623.6999999999999;531.6;506.25;155.5
633;382067.54261116224;3947862.8870535665;31;9794;315.9354838709677;61.0;634.0;631.6;613.8000000000001;559.8000000000001;532.0;284.0
634;383199.0357001034;3947847.9151528548;129;36799;285.2635658914729;61.0;1142.0;705.0;611.0;454.0;419.5;236.0
635;384330.5269895443;3947833.0872854562;52;16032;308.3076923076923;61.0;742.0;639.15;602.6;502.4;494.5;262.0
636;385462.0164968539;3947818.4034492625;36;7917;219.91666666666669;61.0;757.0;592.0999999999997;499.60000000000025;392.20000000000005;307.0;139.5
637;376422.9299945735;3948864.3332755496;59;19517;330.79661016949154;61.0;771.0;688.0;659.0;513.0;454.0;328.0
638;377554.3146462012;3948848.639628342;80;34476;430.95;86.0;1046.0;795.3500000000001;727.2000000000003;598.1999999999999;568.25;433.0
639;378685.6974132957;3948833.090039483;107;36109;337.46728971962614;77.0;771.0;668.8;602.4000000000001;513.2;481.0;312.0
64;332634.1126237607;3907041.8719830047;8;3183;397.875;241.0;656.0;656.0;656.0;593.6;568.75;312.5
640;379817.07831320504;3948817.6845067553;108;29561;273.71296296296293;50.0;879.0;623.55;560.8000000000001;476.6;422.0;200.5
641;380948.45736328536;3948802.423027972;36;11518;319.94444444444446;91.0;705.0;645.4999999999999;581.5;484.4;455.5;310.0
642;382079.8345808855;3948787.305600965;17;4017;236.2941176470588;61.0;469.0;469.0;394.5999999999999;369.0;367.5;283.0
643;383211.2099833602;3948772.3322235844;74;19952;269.62162162162156;61.0;901.0;647.5;543.5;480.0;422.0;182.0
644;384342.5835880663;3948757.502893702;35;8049;229.9714285714286;61.0;707.0;621.3999999999995;519.6;400.0;378.0;152.0
645;385473.95541235444;3948742.8176092105;28;4989;178.17857142857142;61.0;729.0;624.1499999999994;451.00000000000006;357.20000000000005;224.25;102.0
646;376435.81305013626;3949788.760639729;34;10865;319.55882352941177;61.0;802.0;802.0;664.5;572.0;521.5;267.0
647;377567.0799824074;3949773.0654462567;42;14086;335.3809523809524;103.0;871.0;641.5;592.0;515.4;490.75;377.5
648;378698.3450319602;3949757.5143253035;101;32936;326.09900990099015;61.0;795.0;747.2999999999995;594.4;484.20000000000005;448.5;290.0
649;379829.6082161244;3949742.1072746553;51;17457;342.29411764705884;71.0;937.0;619.8;598.2;578.2;532.0;304.0
65;333770.9746116114;3907020.800094208;5;2171;434.2;138.0;766.0;766.0;766.0;743.0000000000001;708.5;389.0
650;380960.86955224065;3949726.8442921233;89;32324;363.19101123595505;61.0;1744.0;824.0;706.0;607.0;571.0;274.0
651;382092.12905764114;3949711.725375539;113;35369;313.0;51.0;1115.0;759.6999999999998;674.0000000000003;510.00000000000006;468.0;255.0
652;383223.3867496626;3949696.7505227565;31;8375;270.1612903225806;61.0;1174.0;950.1999999999995;606.8;464.0000000000002;369.0;165.0
653;384354.6426456479;3949681.9197316444;18;4476;248.66666666666669;61.0;592.0;592.0;466.0000000000002;409.20000000000005;404.5;166.5
654;385485.8967629267;3949667.233000096;96;19679;204.98958333333334;14.0;1522.0;642.1999999999999;478.8999999999999;354.40000000000003;271.25;131.5
655;376448.6987323961;3950713.1892246953;56;12570;224.46428571428572;61.0;829.0;568.75;405.60000000000025;296.6;283.0;192.5
656;377579.8479213274;3950697.4924862864;18;5348;297.1111111111111;96.0;1014.0;1014.0;699.0000000000005;423.0000000000001;402.25;233.0
657;378710.99522935424;3950681.939834552;55;18728;340.5090909090909;78.0;848.0;692.5999999999996;589.5999999999999;521.6;487.0;350.0
658;379842.14067379024;3950666.5312672867;43;13470;313.25581395348837;75.0;749.0;666.5999999999999;612.8000000000001;537.4000000000001;457.0;272.0
659;380973.2842719599;3950651.266782296;96;37266;388.1875;61.0;977.0;768.6499999999999;737.1;620.4000000000001;575.5;380.5
66;334907.8339430471;3906999.8716987143;2;583;291.5;150.0;433.0;433.0;433.0;433.0;433.0;291.5
660;382104.426041176;3950636.146377413;335;104443;311.7701492537314;14.0;1776.0;884.7999999999997;645.2;532.2;489.0;213.0
661;383235.5659987626;3950621.1700504925;81;23968;295.90123456790127;61.0;754.0;671.3;637.3999999999999;534.0;497.0;217.0
662;384366.70416204026;3950606.3377994043;60;16072;267.8666666666667;32.0;738.0;593.2499999999999;517.3;427.0;398.25;214.0
663;378723.6480052194;3951606.36656735;65;13583;208.96923076923076;47.0;619.0;577.9999999999999;511.3999999999999;376.20000000000005;306.0;142.0
664;379854.6756859473;3951590.9564847667;75;16180;215.73333333333332;2.0;643.0;575.0;490.20000000000005;362.6;329.0;168.0
665;380985.70152218756;3951575.6904986072;65;18963;291.73846153846154;60.0;920.0;838.4999999999998;612.1999999999999;509.0;457.0;207.0
666;382116.7255312387;3951560.568606705;17;6151;361.8235294117647;61.0;939.0;939.0;686.1999999999998;536.4;511.0;415.0
667;383247.74773040693;3951545.5908069112;73;21089;288.8904109589041;61.0;723.0;625.9;597.2000000000002;491.80000000000007;441.0;240.0
67;336044.6906361648;3906979.086793514;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
68;330377.80877618544;3908008.8939512135;2;742;371.0;299.0;443.0;443.0;443.0;443.0;443.0;371.0
69;331514.55943104846;3907987.5328706875;2;936;468.0;346.0;590.0;590.0;590.0;590.0;590.0;468.0
7;331376.16789689555;3900592.001158648;1;201;201.0;201.0;201.0;201.0;201.0;201.0;201.0;201.0
70;332651.3073957914;3907966.3153042668;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
71;333788.05268849066;3907945.2412488987;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
72;334924.7953272322;3907924.310701547;5;1230;246.0;61.0;454.0;454.0;454.0;450.8;446.0;169.0
73;336061.53533009975;3907903.5236592023;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
74;330395.24054838344;3908933.3428021753;3;567;189.0;85.0;268.0;268.0;268.0;268.0;268.0;214.0
75;331531.87447903946;3908911.979527458;23;3965;172.3913043478261;15.0;667.0;626.3999999999994;460.8;212.20000000000022;180.0;120.0
76;332668.50572206645;3908890.7597815464;1;389;389.0;389.0;389.0;389.0;389.0;389.0;389.0;389.0
77;333805.13429552485;3908869.683561387;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
78;334941.7602174844;3908848.750863947;1;103;103.0;103.0;103.0;103.0;103.0;103.0;103.0;103.0
79;330412.6759226441;3909857.7928056726;5;1142;228.4;150.0;402.0;402.0;402.0;361.20000000000016;300.0;198.0
80;331549.1931050067;3909836.427338571;2;280;140.0;111.0;169.0;169.0;169.0;169.0;169.0;140.0
81;332685.70760223246;3909815.205414963;5;569;113.8;61.0;187.0;187.0;187.0;179.40000000000003;168.0;111.0
82;333822.21943236457;3909794.127031795;2;291;145.5;134.0;157.0;157.0;157.0;157.0;157.0;145.5
83;330430.1148986095;3910782.243961823;32;5611;175.34375;50.0;484.0;474.24999999999994;410.69999999999993;276.80000000000007;248.25;123.0
84;331566.5153085948;3910760.8763041412;1;139;139.0;139.0;139.0;139.0;139.0;139.0;139.0;139.0
85;332702.9130359357;3910739.65220463;1;91;91.0;91.0;91.0;91.0;91.0;91.0;91.0;91.0
86;333839.30809865834;3910718.571660236;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
88;327038.6903742374;3911771.6672779364;3;1535;511.6666666666667;446.0;607.0;607.0;607.0;607.0;607.0;482.0
89;328174.98213632795;3911749.8666944634;4;1287;321.75;87.0;579.0;579.0;579.0;579.0;543.5;310.5
9;330255.88725856453;3901537.7842555796;2;757;378.5;133.0;624.0;624.0;624.0;624.0;624.0;378.5
90;329311.27116422;3911728.209693104;6;1881;313.5;77.0;670.0;670.0;670.0;589.6000000000001;519.25;278.0
91;327056.4870292622;3912696.127388547;1;127;127.0;127.0;127.0;127.0;127.0;127.0;127.0;127.0
92;328192.66196324193;3912674.3245741557;3;1178;392.6666666666667;186.0;746.0;746.0;746.0;746.0;746.0;246.0
93;329328.834165564;3912652.66535653;2;352;176.0;167.0;185.0;185.0;185.0;185.0;185.0;176.0
94;327074.2873571438;3913620.5886466694;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
95;328210.34543893643;3913598.783603204;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
96;329346.40079161414;3913577.1221711417;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
97;327092.09135751694;3914545.0510524227;1;319;319.0;319.0;319.0;319.0;319.0;319.0;319.0;319.0
98;328228.03256305057;3914523.2437817273;5;1251;250.2;61.0;376.0;376.0;376.0;366.40000000000003;352.0;311.0
99;329381.5449163915;3915426.0392543967;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
outsideOfDrtZonalSystem;NaN;NaN;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
