zone;centerX;centerY;nRequests;sumWaitTime;meanWaitTime;min;max;p95;p90;p80;p75;p50
324;354519.16429734504;3924229.932623547;43;9784;227.53488372093022;13.0;755.0;548.5999999999999;491.20000000000005;397.4;349.0;172.0
325;355653.7584171679;3924211.551025765;2;580;290.0;72.0;508.0;508.0;508.0;508.0;508.0;290.0
326;356788.35026523663;3924193.313145214;3;485;161.66666666666666;61.0;294.0;294.0;294.0;294.0;294.0;130.0
327;357922.9398593485;3924175.2189792823;1;260;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0
328;353399.7217487648;3925172.8870745795;19;4984;262.3157894736842;98.0;833.0;833.0;478.0;388.0;274.0;185.0
329;354534.20104734926;3925154.3598850006;4;688;172.0;117.0;235.0;235.0;235.0;235.0;223.5;168.0
33;330273.29380631866;3902462.225042094;2;953;476.5;216.0;737.0;737.0;737.0;737.0;737.0;476.5
330;355668.67805854324;3925135.976429773;9;2852;316.8888888888889;143.0;640.0;640.0;640.0;456.0;435.5;297.0
331;356803.1528001187;3925117.736706268;2;393;196.5;180.0;213.0;213.0;213.0;213.0;213.0;196.5
332;357937.6252898578;3925099.640711874;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
333;353414.8787242917;3926097.317396479;3;523;174.33333333333334;114.0;252.0;252.0;252.0;252.0;252.0;157.0
334;354549.2408880476;3926078.78833653;7;1876;268.0;193.0;482.0;482.0;482.0;378.20000000000005;309.0;238.0
335;355683.6007665667;3926060.4030254125;19;4326;227.68421052631578;61.0;539.0;539.0;524.0;319.0;317.0;178.0
336;356817.9583776035;3926042.161460494;13;3338;256.7692307692308;141.0;607.0;607.0;539.8;361.4000000000001;316.0;202.0
337;357952.31373892375;3926024.063639168;7;929;132.71428571428572;61.0;341.0;341.0;341.0;225.20000000000007;148.0;109.0
338;353430.0388142467;3927021.748907011;4;1343;335.75;135.0;690.0;690.0;690.0;690.0;602.5;259.0
339;354564.28381913196;3927003.2179782568;10;1534;153.4;61.0;396.0;396.0;384.1;254.80000000000007;193.75;145.5
34;331410.74430050317;3902440.8771646256;5;1768;353.6;190.0;462.0;462.0;462.0;461.8;461.5;353.0
340;355698.52654093236;3926984.8308127993;14;2581;184.35714285714286;61.0;383.0;383.0;329.0;245.0;236.0;193.5
341;356832.766997388;3926966.5874080136;16;4511;281.9375;61.0;624.0;624.0;595.3000000000001;478.20000000000005;439.75;212.0
342;357967.005206245;3926948.4877612833;4;1025;256.25;114.0;578.0;578.0;578.0;578.0;480.5;166.5
343;353445.20201831986;3927946.1816062913;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
344;354579.3298402933;3927927.6488102977;11;2187;198.8181818181818;61.0;459.0;459.0;427.60000000000014;292.8;279.0;174.0
345;355713.45538133546;3927909.2597920587;10;2865;286.5;94.0;559.0;559.0;556.2;497.4000000000001;405.0;210.5
346;356847.57865916705;3927891.0145489434;10;2479;247.9;143.0;537.0;537.0;513.9000000000001;306.0;306.0;203.5
347;357981.6996915226;3927872.913078341;4;1357;339.25;133.0;651.0;651.0;651.0;651.0;566.0;286.5
348;359115.8184961238;3927854.955377661;4;1245;311.25;188.0;565.0;565.0;565.0;565.0;490.25;246.0
349;353460.3683362006;3928870.6154944394;14;3465;247.5;61.0;763.0;763.0;626.0;375.0;361.5;216.0
35;332548.19208960683;3902419.6727128085;19;4490;236.31578947368422;61.0;563.0;563.0;498.0;357.0;278.0;199.0
350;354594.37895122264;3928852.0808327743;6;1456;242.66666666666666;144.0;376.0;376.0;376.0;373.2;370.75;189.0
351;355728.38728746766;3928833.6899633063;7;1689;241.28571428571428;195.0;290.0;290.0;290.0;281.0;275.0;242.0
352;356862.3933626392;3928815.4428834054;2;483;241.5;222.0;261.0;261.0;261.0;261.0;261.0;241.5
353;357996.3971944524;3928797.3395904587;10;2985;298.5;107.0;585.0;585.0;571.4000000000001;444.6;432.5;283.5
354;359130.3988006147;3928779.38008188;12;2703;225.25;61.0;661.0;661.0;604.3000000000002;316.0000000000001;210.0;192.5
355;360264.39819883904;3928761.5643551005;12;2473;206.08333333333334;80.0;307.0;307.0;304.3;280.6;269.0;200.0
356;351207.7440988468;3929832.5550536253;4;886;221.5;61.0;388.0;388.0;388.0;388.0;385.0;218.5
357;352341.64208921907;3929813.7309066267;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
358;352356.93189096794;3930738.1690498274;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
359;352372.22482962074;3931662.608380673;9;2952;328.0;65.0;616.0;616.0;616.0;509.0;477.0;374.0
36;333685.6371918105;3902398.6116835857;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
360;353475.537767576;3929795.0505715767;4;1394;348.5;161.0;559.0;559.0;559.0;559.0;509.25;337.0
361;354609.4311516132;3929776.5140458066;1;851;851.0;851.0;851.0;851.0;851.0;851.0;851.0;851.0
362;355743.3222590252;3929758.121326664;23;6085;264.5652173913044;61.0;967.0;920.5999999999993;655.4000000000003;508.0000000000001;351.0;190.0
363;356877.21110750013;3929739.872411518;9;2801;311.22222222222223;139.0;409.0;409.0;409.0;409.0;397.0;301.0
364;358011.097714735;3929721.7672977587;14;3789;270.64285714285717;111.0;559.0;559.0;480.5;396.0;384.0;228.0
365;359144.9820984215;3929703.805982799;9;2089;232.11111111111111;103.0;355.0;355.0;355.0;283.0;275.0;241.0
366;360278.86427625554;3929685.9884640705;3;795;265.0;122.0;414.0;414.0;414.0;414.0;414.0;259.0
367;353490.7103121372;3930719.4868378215;6;1823;303.8333333333333;109.0;490.0;490.0;490.0;464.00000000000006;441.25;300.5
368;354624.48644115566;3930700.948449512;2;1087;543.5;254.0;833.0;833.0;833.0;833.0;833.0;543.5
369;355758.2602957008;3930682.5538822482;14;3275;233.92857142857142;147.0;343.0;343.0;318.0;287.0;283.25;218.0
370;356892.031893445;3930664.3031334006;19;6003;315.94736842105266;104.0;569.0;569.0;543.0;536.0;438.0;308.0
371;358025.8012520689;3930646.1962003596;8;2104;263.0;105.0;584.0;584.0;584.0;464.8;397.0;217.5
372;359159.5683892456;3930628.2330805375;32;6170;192.8125;29.0;499.0;497.7;436.6;328.60000000000014;286.0;153.5
373;360293.333322655;3930610.4137713653;7;2130;304.2857142857143;158.0;643.0;643.0;643.0;474.4000000000001;362.0;239.0
374;353505.885969572;3931643.924293291;9;1167;129.66666666666666;61.0;240.0;240.0;240.0;149.0;149.0;149.0
375;354639.54481954133;3931625.3840440093;2;792;396.0;297.0;495.0;495.0;495.0;495.0;495.0;396.0
376;355773.201397188;3931606.987630179;7;1756;250.85714285714286;161.0;380.0;380.0;380.0;358.40000000000003;344.0;227.0
377;356906.85572017054;3931588.735049173;34;8176;240.4705882352941;61.0;641.0;586.25;483.0;424.0;370.0;193.5
378;358040.50780615147;3931570.6262983805;22;6416;291.6363636363636;61.0;607.0;605.65;575.5;440.8;419.25;265.5
379;359174.1576727874;3931552.661375214;20;6804;340.2;120.0;793.0;786.1499999999999;649.3000000000002;529.8000000000001;433.0;298.5
38;330290.7039586379;3903386.6669803173;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
380;353521.0647395689;3932568.362938104;5;806;161.2;61.0;270.0;270.0;270.0;269.4;268.5;128.0
381;354654.60628645966;3932549.820829418;8;2698;337.25;169.0;692.0;692.0;692.0;524.0;450.25;303.5
382;355788.145563182;3932531.422570578;9;2838;315.3333333333333;126.0;743.0;743.0;743.0;435.0;426.0;269.0
383;356921.6825873727;3932513.168158955;11;4492;408.3636363636364;154.0;772.0;772.0;748.0000000000001;648.8;644.0;426.0
384;358055.2173766823;3932495.05759194;23;7625;331.5217391304348;96.0;621.0;619.4;587.4000000000001;519.0;509.0;318.0
385;359188.74994874874;3932477.0908669466;22;7384;335.6363636363636;86.0;794.0;773.8999999999997;637.1999999999999;567.4000000000001;512.5;269.0
386;353536.2466218177;3933492.8027723813;11;1892;172.0;61.0;336.0;336.0;317.4000000000001;237.8;230.0;185.0
387;354669.6708416043;3933474.258805858;8;2865;358.125;121.0;569.0;569.0;569.0;569.0;568.0;323.0
388;355803.0927933731;3933455.858703562;5;1997;399.4;140.0;741.0;741.0;741.0;692.0000000000002;618.5;403.0
389;356936.51249474933;3933437.6024628654;13;3840;295.38461538461536;181.0;556.0;556.0;533.1999999999999;436.6000000000001;399.0;226.0
39;331428.03787317686;3903365.316897826;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
390;358069.92996336025;3933419.49008116;44;8475;192.61363636363637;59.0;573.0;555.25;496.0;299.0;278.25;137.0
391;359203.34521682974;3933401.5215558587;6;1774;295.6666666666667;187.0;542.0;542.0;542.0;474.4000000000001;415.25;239.5
392;363736.9844318721;3933331.0859676776;15;2468;164.53333333333333;60.0;422.0;422.0;416.0;390.6;329.0;61.0
393;354684.73848466534;3934398.6979734465;2;451;225.5;168.0;283.0;283.0;283.0;283.0;283.0;225.5
394;355818.04308745946;3934380.2960292497;3;1121;373.6666666666667;157.0;493.0;493.0;493.0;493.0;493.0;471.0
395;356951.3454419936;3934362.037961022;7;1716;245.14285714285714;61.0;448.0;448.0;448.0;406.6;379.0;175.0
396;358084.6455658822;3934343.9237661567;8;5542;692.75;108.0;1264.0;1264.0;1264.0;1264.0;1264.0;531.5
397;363751.1133419714;3934255.5108024487;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
398;354699.80921533366;3935323.1383323018;10;2820;282.0;78.0;595.0;595.0;578.7;422.40000000000003;396.0;298.0
399;355832.99644513096;3935304.73454776;3;1383;461.0;281.0;634.0;634.0;634.0;634.0;634.0;468.0
4;330221.0849781762;3899688.90613721;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
40;332565.36908512906;3903344.110255759;34;8942;263.0;58.0;728.0;677.75;573.0;452.0;429.75;216.0
400;356966.1814288033;3935286.4746535458;15;3422;228.13333333333333;61.0;519.0;519.0;517.2;423.8;391.0;159.0
401;363765.2451475037;3935179.936840589;4;1363;340.75;148.0;490.0;490.0;490.0;490.0;474.5;362.5
402;355847.9528660825;3936229.1742592123;4;1042;260.5;118.0;463.0;463.0;463.0;463.0;416.0;230.5
403;362646.3253541959;3936121.7624268546;33;11374;344.6666666666667;61.0;831.0;732.9999999999995;606.0;535.8;533.0;332.0
404;363779.37984817795;3936104.3640822195;4;1157;289.25;199.0;387.0;387.0;387.0;387.0;383.25;285.5
405;355862.9123500068;3937153.615163726;7;1199;171.2857142857143;60.0;834.0;834.0;834.0;370.2000000000003;61.0;61.0
406;362660.58035616565;3937046.192608984;3;733;244.33333333333334;225.0;254.0;254.0;254.0;254.0;254.0;254.0
407;362674.8382767146;3937970.6239933693;5;1513;302.6;189.0;397.0;397.0;397.0;397.0;397.0;321.0
408;364898.4149009459;3935162.6841068277;5;1204;240.8;192.0;352.0;352.0;352.0;330.6000000000001;298.5;213.0
409;364912.43222121394;3936087.109624445;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
41;333702.69761265744;3903323.047051061;8;1747;218.375;148.0;395.0;395.0;395.0;336.6;296.0;178.0
410;366045.48249088635;3936069.9990510712;4;1501;375.25;168.0;515.0;515.0;515.0;515.0;499.75;409.0
411;364926.4524123173;3937011.536347132;5;1466;293.2;162.0;489.0;489.0;489.0;457.4000000000001;410.0;269.0
412;366059.38527956506;3936994.4240655415;1;322;322.0;322.0;322.0;322.0;322.0;322.0;322.0;322.0
413;367192.3160630153;3936977.4556802446;2;198;99.0;61.0;137.0;137.0;137.0;137.0;137.0;99.0
414;364940.4754739685;3937935.9642750057;23;6442;280.0869565217391;111.0;542.0;540.4;529.6;392.0000000000001;372.0;227.0
415;366073.2909147763;3937918.8502866453;6;1566;261.0;61.0;482.0;482.0;482.0;482.0;482.0;192.5
416;367206.10427377064;3937901.880208905;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
417;368338.9155684966;3937885.0540393637;3;269;89.66666666666667;61.0;147.0;147.0;147.0;147.0;147.0;61.0
418;363821.80131816264;3938877.653029243;10;2881;288.1;145.0;436.0;436.0;435.7;429.0;418.0;257.0
419;362703.36287237937;3939819.490369394;4;1515;378.75;213.0;582.0;582.0;582.0;582.0;549.25;360.0
42;334840.02347393375;3903302.127280692;1;123;123.0;123.0;123.0;123.0;123.0;123.0;123.0;123.0
420;363835.94759651134;3939802.0850860267;17;2909;171.11764705882354;60.0;477.0;477.0;453.79999999999995;300.40000000000003;249.0;129.0
421;362717.6295469106;3940743.9253612715;12;5025;418.75;159.0;631.0;631.0;629.8;586.8000000000001;552.75;430.5
422;363850.09676855424;3940726.518346898;6;1297;216.16666666666666;87.0;470.0;470.0;470.0;400.80000000000007;340.25;159.5
423;360467.1933521089;3941703.6109717367;1;299;299.0;299.0;299.0;299.0;299.0;299.0;299.0;299.0
424;361599.54731738043;3941685.9142749696;11;3065;278.6363636363636;102.0;532.0;532.0;521.6;428.00000000000017;350.0;257.0
425;361613.93737896683;3942610.3534147604;9;2413;268.1111111111111;61.0;680.0;680.0;680.0;384.0;363.5;264.0
426;364954.50140588026;3938860.3934081867;6;2048;341.3333333333333;120.0;579.0;579.0;579.0;536.6;499.5;359.0
427;366087.1993962363;3938843.2777145016;5;1612;322.4;184.0;600.0;600.0;600.0;557.0000000000001;492.5;230.0
428;367219.89530676155;3938826.3059457517;4;1073;268.25;181.0;365.0;365.0;365.0;365.0;346.0;263.5
429;368352.5891549845;3938809.4780995133;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
430;369485.2809584395;3938792.794173389;5;799;159.8;61.0;186.0;186.0;186.0;185.6;185.0;184.0
431;370617.9707346518;3938776.254164999;7;1145;163.57142857142858;61.0;317.0;317.0;317.0;284.0;262.0;157.0
432;371750.6585011576;3938759.8580719843;26;5620;216.15384615384616;61.0;359.0;358.3;354.2;271.2;250.5;229.0
433;364968.5302077668;3939784.8237467925;9;3593;399.22222222222223;61.0;765.0;765.0;765.0;664.0;617.5;395.0
434;366101.1107236584;3939767.7063492322;4;1561;390.25;247.0;571.0;571.0;571.0;571.0;547.5;371.5
435;367233.6891617042;3939750.7328909067;7;2044;292.0;144.0;561.0;561.0;561.0;399.6000000000001;292.0;289.0
436;368366.26553941355;3939733.903369394;9;2384;264.8888888888889;117.0;507.0;507.0;507.0;450.0;404.0;270.0
437;369498.83987430495;3939717.2177822976;5;897;179.4;126.0;233.0;233.0;233.0;226.40000000000003;216.5;181.0
438;370631.41218388715;3939700.6761272373;2;876;438.0;438.0;438.0;438.0;438.0;438.0;438.0;438.0
439;371763.98248567915;3939684.2784018563;1;280;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0
44;330308.1177151626;3904311.1100703683;5;2041;408.2;227.0;570.0;570.0;570.0;552.0;525.0;434.0
440;372896.5507972;3939668.024603817;5;1546;309.2;153.0;626.0;626.0;626.0;590.2000000000002;536.5;162.0
441;364982.561879338;3940709.2552909446;26;5038;193.76923076923077;61.0;621.0;584.9499999999998;467.6;359.2;339.25;143.5
442;366115.02489675797;3940692.136190954;6;1390;231.66666666666666;149.0;334.0;334.0;334.0;312.0;292.75;231.0
443;367247.48583831545;3940675.161044488;4;1232;308.0;209.0;388.0;388.0;388.0;388.0;386.25;317.5
444;368379.94472150324;3940658.329849125;31;10620;342.58064516129036;61.0;763.0;762.4;752.0;525.2000000000002;469.0;283.0
445;369512.40156382194;3940641.642602466;4;1288;322.0;107.0;596.0;596.0;596.0;596.0;548.5;292.5
446;370644.8563827647;3940625.0993021345;5;1372;274.4;134.0;610.0;610.0;610.0;538.2000000000003;430.5;193.0
447;371777.30919583427;3940608.699945771;11;2663;242.0909090909091;107.0;498.0;498.0;484.20000000000005;386.60000000000014;323.0;202.0
448;372909.7600205323;3940592.444531042;3;421;140.33333333333334;61.0;299.0;299.0;299.0;299.0;299.0;61.0
449;374042.20887435286;3940576.3330556275;17;3171;186.52941176470588;61.0;425.0;425.0;402.59999999999997;247.8;218.0;194.0
45;331445.33502595645;3904289.7577846604;12;3695;307.9166666666667;156.0;554.0;554.0;511.70000000000016;411.2;397.0;291.5
450;364996.5964203065;3941633.688040761;5;1885;377.0;61.0;1224.0;1224.0;1224.0;1041.0000000000007;766.5;198.0
451;366128.94191525027;3941616.567239789;12;2548;212.33333333333334;61.0;539.0;539.0;482.6000000000002;306.6;267.25;216.0
452;367261.2853363138;3941599.5904066158;9;2120;235.55555555555554;175.0;457.0;457.0;457.0;270.0;252.0;208.0
453;368393.6267009732;3941582.757538824;31;9900;319.35483870967744;61.0;1378.0;1161.9999999999995;656.8000000000001;456.0;455.0;227.0
454;369525.96602671343;3941566.068634013;26;6133;235.88461538461542;61.0;1059.0;823.799999999999;387.0;317.6000000000001;288.5;226.5
455;370658.30333101074;3941549.5236898083;3;554;184.66666666666666;61.0;322.0;322.0;322.0;322.0;322.0;171.0
456;371790.638631351;3941533.122703851;14;5152;368.0;117.0;1328.0;1328.0;1040.0;498.0;461.25;296.5
457;372922.97194521833;3941516.865673805;9;2099;233.22222222222223;104.0;503.0;503.0;503.0;336.0;285.5;206.0
458;374055.303290092;3941500.7525973534;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
459;375187.6326834583;3941484.783472202;18;2437;135.38888888888889;54.0;261.0;261.0;258.3;249.2;206.25;121.5
46;332582.5496366579;3904268.548954137;9;2930;325.55555555555554;196.0;537.0;537.0;537.0;439.0;439.0;250.0
460;365010.63383038633;3942558.1219963618;18;5896;327.55555555555554;103.0;774.0;774.0;774.0;484.2000000000001;468.0;278.0
461;366142.8617788495;3942540.9994958523;12;3729;310.75;61.0;738.0;738.0;696.6000000000001;585.0;562.0;243.0
462;367275.08765541506;3942524.0209774086;16;3763;235.1875;88.0;543.0;543.0;510.1;334.4000000000002;238.5;193.0
463;368407.31147754344;3942507.1864386103;20;4352;217.6;61.0;588.0;582.2499999999999;468.4000000000001;336.4000000000001;261.5;178.5
464;369539.5332627009;3942490.4958770582;13;3583;275.61538461538464;61.0;547.0;547.0;511.4;456.4;435.0;304.0
465;370671.7530283492;3942473.949290379;60;11275;187.91666666666669;19.0;842.0;557.9;479.2999999999999;328.80000000000024;263.75;124.0
466;371803.97079195513;3942457.546676214;10;2309;230.9;61.0;383.0;383.0;381.6;358.40000000000003;329.25;256.5
467;366156.784487271;3943465.432959267;13;5526;425.0769230769231;61.0;788.0;788.0;788.0;684.0000000000001;626.5;378.0
468;367288.8927953373;3943448.452756987;9;2611;290.1111111111111;173.0;529.0;529.0;529.0;414.0;366.5;263.0
469;368420.9990509323;3943431.616548605;11;3186;289.6363636363636;61.0;680.0;680.0;656.8000000000001;506.8000000000002;421.0;301.0
47;333719.7615654113;3904247.4835757413;8;3591;448.875;164.0;706.0;706.0;706.0;678.0;639.0;452.5
470;369553.10327150667;3943414.9243317223;8;2266;283.25;98.0;631.0;631.0;631.0;554.2;467.25;223.5
471;367302.7007557965;3944372.88574547;37;10944;295.7837837837838;61.0;654.0;635.1;534.0;368.2;359.0;293.0
472;368434.6894208607;3944356.047868928;24;7521;313.375;61.0;654.0;637.5;571.0;434.0;403.75;294.5
473;361427.09606997785;3930592.7382702962;11;2372;215.63636363636363;61.0;526.0;526.0;478.4000000000002;279.6;267.0;205.0
474;360307.80533774203;3931534.8402771046;5;1520;304.0;87.0;605.0;605.0;605.0;590.0;567.5;162.0
475;361441.450818677;3931517.163001507;11;3188;289.8181818181818;133.0;465.0;465.0;461.0;434.6;419.0;300.0
476;362575.0941332503;3931499.6295458963;9;1819;202.11111111111111;61.0;338.0;338.0;338.0;324.0;321.0;192.0
477;360322.28032121866;3932459.2679814086;7;1722;246.0;114.0;479.0;479.0;479.0;377.00000000000006;309.0;237.0
478;361455.808511736;3932441.588932777;4;1226;306.5;153.0;511.0;511.0;511.0;511.0;474.5;281.0
479;362589.3345379454;3932424.053718528;3;497;165.66666666666666;61.0;323.0;323.0;323.0;323.0;323.0;113.0
48;334856.97083037155;3904226.5616464387;5;1325;265.0;61.0;408.0;408.0;408.0;397.80000000000007;382.5;332.0
480;360336.7582727872;3933383.6968843956;19;6741;354.7894736842105;78.0;679.0;679.0;601.0;531.0;510.0;402.0
481;361470.1691488621;3933366.0160642248;26;5580;214.6153846153846;33.0;790.0;702.8499999999997;488.50000000000006;381.6;339.0;127.5
482;362603.57786267914;3933348.4790928196;2;282;141.0;122.0;160.0;160.0;160.0;160.0;160.0;141.0
483;359217.94347673096;3934325.9534420664;67;12749;190.28358208955223;60.0;679.0;583.7999999999998;467.0;322.6;272.0;127.0
484;360351.23919215286;3934308.126986186;10;2819;281.9;61.0;624.0;624.0;607.9000000000001;435.4000000000001;359.5;251.5
485;361484.5327297598;3934290.444395969;16;5593;349.5625;123.0;890.0;890.0;752.1000000000001;551.2;524.75;282.5
486;362617.82410716027;3934272.9056688915;1;435;435.0;435.0;435.0;435.0;435.0;435.0;435.0;435.0
487;358099.3641839481;3935268.3586470517;8;2745;343.125;151.0;620.0;620.0;620.0;571.2;502.25;297.5
488;359232.5447281543;3935250.386525691;14;4425;316.07142857142856;99.0;711.0;711.0;651.5;556.0;463.75;225.0
489;360365.7230790181;3935232.5582868997;7;2770;395.7142857142857;157.0;755.0;755.0;755.0;681.2;632.0;370.0
49;335994.1774496886;3904205.783163216;3;1215;405.0;298.0;520.0;520.0;520.0;520.0;520.0;397.0
490;361498.8992541358;3935214.873928131;20;5139;256.95;137.0;820.0;797.7999999999997;374.3;348.2;319.0;212.5
491;362632.07327109727;3935197.333446863;25;8519;340.76;71.0;948.0;878.0999999999998;652.6000000000003;555.6;548.0;285.0
492;356981.02045487316;3936210.912540554;34;7230;212.64705882352942;60.0;660.0;576.75;521.5;381.0;340.0;174.0
493;358114.0858172551;3936192.794723961;6;1998;333.0;79.0;552.0;552.0;552.0;533.6;517.5;326.5
494;359247.1489707998;3936174.820806851;8;2032;254.0;76.0;452.0;452.0;452.0;428.0;410.75;204.5
495;360380.2099330862;3936156.990786655;52;12383;238.1346153846154;29.0;1375.0;720.8;567.6;299.0;269.25;181.0
496;361513.2687216936;3936139.304660831;18;5068;281.55555555555554;123.0;662.0;662.0;568.4000000000001;433.2000000000001;339.75;196.5
497;356995.8625199004;3937135.351622167;4;1096;274.0;181.0;479.0;479.0;479.0;479.0;419.5;218.0
498;358128.81046550086;3937117.231997009;13;3335;256.53846153846155;122.0;555.0;555.0;479.79999999999995;355.0;333.0;228.0
499;359261.75620436715;3937099.2562856646;8;2485;310.625;61.0;726.0;726.0;726.0;492.40000000000003;423.25;253.5
5;331358.8850666711;3899667.564885632;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
50;330325.5350755367;3905235.5543123675;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
500;360394.6997540594;3937081.4244855717;10;3844;384.4;121.0;1257.0;1257.0;1197.1000000000004;610.8000000000002;481.0;248.0
501;361527.64113213954;3937063.736594186;9;3437;381.8888888888889;162.0;523.0;523.0;523.0;457.0;456.5;441.0
502;363793.51744370605;3937028.7925274586;1;586;586.0;586.0;586.0;586.0;586.0;586.0;586.0;586.0
503;357010.70762357925;3938059.791898501;5;1261;252.2;162.0;420.0;420.0;420.0;386.8000000000001;337.0;228.0
504;358143.53812838596;3938041.670466308;27;8722;323.03703703703707;61.0;773.0;738.5999999999998;656.6;551.8000000000001;461.0;294.0
505;359276.36642855837;3938023.6929622516;6;1456;242.66666666666666;61.0;361.0;361.0;361.0;361.0;361.0;251.0
506;360409.1925416408;3938005.8593837693;10;4270;427.0;118.0;930.0;930.0;904.0000000000001;648.2;588.25;380.5
507;361542.01648517913;3937988.1697283154;8;2839;354.875;111.0;753.0;753.0;753.0;521.0;453.75;376.5
508;363807.65793379693;3937953.2221764266;5;1349;269.8;169.0;455.0;455.0;455.0;438.6;414.0;180.0
509;358158.2688056061;3938966.1101319795;13;4925;378.84615384615387;144.0;779.0;779.0;695.8;560.6;520.0;309.0
51;331462.63575848873;3905214.1998252464;5;2783;556.6;407.0;618.0;618.0;618.0;617.2;616.0;584.0
510;359290.9796430732;3938948.130836731;16;4023;251.4375;117.0;440.0;440.0;433.0;339.0;321.75;240.5
511;360423.68829553435;3938930.295481366;5;1814;362.8;191.0;630.0;630.0;630.0;615.4000000000001;593.5;232.0
512;361556.39478051796;3938912.6040633395;10;3282;328.2;112.0;744.0;744.0;713.5000000000001;439.0;439.0;277.5
513;362689.0991155498;3938895.0565801333;30;6496;216.53333333333333;60.0;576.0;554.55;516.4000000000001;361.6;306.25;199.0
514;358173.002496859;3939890.550994142;1;131;131.0;131.0;131.0;131.0;131.0;131.0;131.0;131.0
515;359305.5958476105;3939872.569909219;1;189;189.0;189.0;189.0;189.0;189.0;189.0;189.0;189.0
516;360438.1870154408;3939854.7327784793;10;3036;303.6;61.0;528.0;528.0;526.6;499.80000000000007;460.75;258.0
517;361570.77601786086;3939837.0395993786;15;5600;373.3333333333333;179.0;699.0;699.0;609.6;525.4;519.0;296.0
518;359320.21504187275;3940797.0101798386;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
519;360452.68870106403;3940779.17127523;7;2972;424.57142857142856;260.0;841.0;841.0;841.0;631.0000000000001;491.0;340.0
52;332599.733743841;3905192.9888080573;5;1195;239.0;135.0;507.0;507.0;507.0;447.2000000000002;357.5;193.0
520;361585.16019691393;3940761.476336548;38;13169;346.55263157894734;125.0;687.0;680.35;676.1;552.4000000000001;478.5;293.0
521;359334.83722556167;3941721.451648705;6;884;147.33333333333334;61.0;337.0;337.0;337.0;291.80000000000007;252.25;100.5
522;362731.8991388502;3941668.3615558813;36;11321;314.47222222222223;84.0;814.0;632.9499999999997;559.7000000000002;485.0;432.25;246.5
523;363864.2488340006;3941650.952811972;2;399;199.5;113.0;286.0;286.0;286.0;286.0;286.0;199.5
524;360481.70096827555;3942628.051868117;7;1527;218.14285714285717;46.0;589.0;589.0;589.0;463.6000000000001;380.0;61.0
525;362746.1716479069;3942592.7989533455;2;1144;572.0;372.0;772.0;772.0;772.0;772.0;772.0;572.0
526;363878.4037925608;3942575.388481372;4;1589;397.25;290.0;533.0;533.0;533.0;533.0;500.75;383.0
527;361628.33038137807;3943534.7937560393;1;712;712.0;712.0;712.0;712.0;712.0;712.0;712.0;712.0
528;362760.4470737874;3943517.2375537823;6;1800;300.0;174.0;479.0;479.0;479.0;410.6000000000001;350.75;308.0
529;363892.5616439442;3943499.8253552173;2;981;490.5;384.0;597.0;597.0;597.0;597.0;597.0;490.5
53;333736.82904972177;3905171.921257748;7;2498;356.85714285714283;117.0;701.0;701.0;701.0;639.8000000000001;599.0;308.0
530;362774.7254161995;3944441.677357309;2;648;324.0;280.0;368.0;368.0;368.0;368.0;368.0;324.0
531;363906.72238786175;3944424.263433624;3;962;320.6666666666667;182.0;440.0;440.0;440.0;440.0;440.0;340.0
532;363920.88602402044;3945348.702716712;12;3055;254.58333333333331;61.0;516.0;516.0;515.1;397.20000000000005;312.0;235.0
533;372936.186570988;3942441.288032225;4;1641;410.25;272.0;545.0;545.0;545.0;545.0;525.25;412.0
534;374068.40038290905;3942425.1733561;2;567;283.5;182.0;385.0;385.0;385.0;385.0;385.0;283.5
535;375200.61224518955;3942409.202645542;8;1855;231.875;108.0;586.0;586.0;586.0;427.6;342.75;151.5
536;365024.67410928896;3943482.5571578643;2;505;252.5;215.0;290.0;290.0;290.0;290.0;290.0;252.5
537;370685.2054745027;3943398.376103967;3;835;278.3333333333333;122.0;578.0;578.0;578.0;578.0;578.0;135.0
538;371817.30567737407;3943381.9718629797;4;2127;531.75;129.0;1110.0;1110.0;1110.0;1110.0;958.5;444.0
