runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;4;544;781;781;707.75;481;75;100;500.25;4135.2;4135.2;1044.25;2.89;0;0
NA;2;5;592;892;892;777.5;641;40;100;695;6385.93;6385.93;1287;4.47;1;0.17
NA;3;9;522;907;907;734.5;608;44.44;88.89;569.56;5178.15;5147.59;1091.56;3.6;3;0.25
NA;4;13;484.92;917;917;713.5;413;69.23;92.31;510;4391.95;4364.36;994.92;3.06;4;0.24
NA;5;9;314.67;579;579;417;322;100;100;569.11;5046.4;5006.55;883.78;3.5;10;0.53
NA;6;15;526;907;907;662;463;66.67;93.33;607.8;4895.23;4395.24;1133.8;3.08;9;0.38
NA;7;19;583.74;899;899;812;629;42.11;100;627.84;5139.2;4321.26;1211.58;3.02;8;0.3
NA;8;19;567.37;1033;1033;736;620;47.37;94.74;584.53;4781.1;3967.55;1151.89;2.78;5;0.21
NA;9;17;590.88;858;858;793.5;703;47.06;100;748.29;6492.91;4791.46;1339.18;3.35;5;0.23
NA;10;20;524.8;787;786.9;703.25;550;60;100;757.9;6544.55;5665.53;1282.7;3.97;4;0.17
NA;11;22;464.41;849;839.7;664.5;437;63.64;100;583.05;5065.73;4372.12;1047.45;3.06;4;0.15
NA;12;27;536.19;1027;950.2;723;536;59.26;96.3;574.52;4754.71;3965.54;1110.7;2.78;8;0.23
NA;13;26;558.85;1061;992.75;715.75;593;53.85;96.15;603.88;4380.15;3382.58;1162.73;2.37;7;0.21
NA;14;22;533.68;1061;1031.75;684.25;540.5;68.18;95.45;618.59;4832.03;4143.49;1152.27;2.9;7;0.24
NA;15;28;524.54;1061;978.2;693;500.5;64.29;96.43;554.64;4201.45;3838.65;1079.18;2.69;4;0.12
NA;16;27;624.56;1300;1188.4;722;591;51.85;85.19;890.33;6997.62;3511.13;1514.89;2.46;7;0.21
NA;17;31;502.58;1299;1156.2;713;442;64.52;93.55;576.52;4117.15;3551;1079.1;2.49;5;0.14
NA;18;31;503.23;1300;1156.6;640;525;64.52;93.55;1038.03;7793.22;4412.74;1541.26;3.09;4;0.11
NA;19;32;511.47;976;934.4;671.5;514;62.5;93.75;611.91;4546.09;3894.42;1123.38;2.73;5;0.14
NA;20;36;500.36;899;893.05;697.5;508.5;63.89;100;646.28;4798.08;3657.31;1146.64;2.56;7;0.16
