departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
26732.0;42063030841-1;drtE2;320154928_0;336030.43;3904815.5;237170980_12;333081.2;3904033.42;767.0;28223.0;724.0;3964.52;3964.52;-2.78;27632;29559.25
27610.0;42062006104-1;drtE3;208933614_0;335356.32;3907104.33;137988708_1;328069.43;3914082;632.0;29466.0;1224.0;13391.94;13257.69;-9.28;28510;31699.93
27776.0;43837001093-1;drtE1;131409984_0;330454.25;3894290.24;242462630_2;332496.42;3902490.6;585.0;29401.0;1040.0;9650.35;9650.35;-6.76;28676;32045.45
29128.0;42063032284-1;drtE2;242421296_1;332457.12;3903567.73;267953661_0;331254.49;3902559.87;341.0;29885.0;416.0;2531.63;2531.63;-1.77;30028;31545.11
30025.0;42177006201-1;drtE3;136559216_0_r;328146.07;3911089.66;136559074_0;323719.37;3911489.94;382.0;30974.0;567.0;7121.72;7121.72;-4.99;30925;32886.11
30621.0;42062013442-1;drtE1;566461373_0;332245.66;3904058.04;702425027_0;332463.31;3910334.06;331.0;31789.0;837.0;8059.14;8059.14;-5.64;31521;33819.77
32416.0;42068030791-1;drtE2;320432618_0_r;332247.14;3901858.51;320468458_0;332387.77;3902655.29;309.0;32902.0;177.0;1067.83;1067.83;-0.75;33316;34140.35
32427.0;43624000382-1;drtE1;205299257_4;331601.91;3911321.59;319012822_0_r;330560.44;3909840.35;318.0;33010.0;265.0;2549.57;2549.57;-1.78;33327;34402.46
33318.0;42174004691-1;drtE1;704104279_1;329433.44;3909286.81;333876980_0;332272.42;3902940.96;248.0;35764.0;2198.0;20392.86;8451.18;-5.92;34218;36791.92
34218.0;42174002432-1;drtE1;319768382_0_r;330046.39;3906948.9;332627428_0;332576.51;3903363.76;906.0;35580.0;456.0;5356.42;5356.42;-3.75;35118;36862.15
34236.0;42062001224-1;drtE1;1160088566_0_r;332063.16;3903594.47;333936912_1;332483.12;3902762.95;353.0;36020.0;1431.0;11996.82;1561.24;-1.09;35136;36148.91
36078.0;43664000201-1;drtE3;318706739_1;329012.87;3912127.62;197747118_12;331386.19;3908029.07;681.0;37154.0;395.0;5427.87;5427.87;-3.8;36978;38486.53
40297.0;43624001942-2;drtE3;208933254_1;334896.51;3906036.22;205296958_1;332189.32;3909729.18;494.0;41240.0;449.0;5975.82;5975.82;-4.18;41197;42821.08
43249.0;42063029892-2;drtE1;208938450_2;333993.99;3904685.35;208938111_0;335396.02;3904066.92;691.0;44214.0;274.0;1946.48;1946.48;-1.36;44149;45237.52
43517.0;42174002432-2;drtE2;332627428_0;332576.51;3903363.76;319768382_0_r;330046.39;3906948.9;201.0;44148.0;430.0;5264.99;5264.99;-3.69;44417;46031.95
45983.0;42063028272-1;drtE2;215423149_2;331314.55;3904205.64;685054827_0;325291.77;3909052.36;447.0;47466.0;1036.0;11700.26;11700.26;-8.19;46883;50328.81
52275.0;42062006104-2;drtE3;137988708_1;328069.43;3914082;208933614_0;335356.32;3907104.33;675.0;54746.0;1796.0;17744.01;13406.78;-9.38;53175;56276.84
53426.0;42063031815-2;drtE3;197891950_5;330954.61;3906678.32;319698684_1;331028.06;3906992.75;444.0;53952.0;82.0;555.05;555.05;-0.39;54326;54858.13
57630.0;43634000513-3;drtE2;318495210_2;330152.44;3913188.35;318403969_2;331893.98;3912269.91;791.0;58703.0;282.0;2673.89;2673.89;-1.87;58530;59648.32
57676.0;43667002184-2;drtE3;137841309_0;329868.68;3912051.14;318716041_1;329311.58;3911385.17;853.0;58744.0;215.0;1119.81;1119.81;-0.78;58576;59253.38
58281.0;42174001431-2;drtE3;371726076_8;326756.17;3910802.8;136559066_0;329934.15;3908766.97;896.0;59726.0;549.0;4883.57;4883.57;-3.42;59181;61091.7
65468.0;42177005622-2;drtE1;333876980_0;332272.42;3902940.96;319151131_0_r;329144.06;3908446.55;643.0;66849.0;738.0;7627.41;7627.41;-5.34;66368;68574.78
66668.0;42174000592-3;drtE1;333876980_0;332272.42;3902940.96;136558855_5;329432.94;3907470.7;930.0;68340.0;742.0;6908.06;6908.06;-4.84;67568;69984.81
70289.0;42063032401-2;drtE3;319125855_0;328205.15;3909030;705903119_0_r;332389.68;3904564.48;289.0;71160.0;582.0;6920.89;6920.89;-4.84;71189;73228.6
72101.0;42062017023-4;drtE3;1038673614_2;335327.37;3905710.72;319768324_0;332081.95;3906997.11;576.0;73108.0;431.0;4641.2;4641.2;-3.25;73001;74591.5
72936.0;42062005323-6;drtE1;226039415_0_r;330030.33;3904622.06;320593995_0;330399.86;3904660.19;851.0;73871.0;84.0;485.33;485.33;-0.34;73836;74379.7
