runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;4;687.75;953;953;927.25;751.5;25;75;414.25;5060.27;5060.27;1102;3.54;0;0
NA;2;7;501.43;931;931;653;563;71.43;85.71;733.86;7828.27;5922.07;1235.29;4.15;3;0.3
NA;3;10;522;1026;1026;615.5;533;70;90;468.1;4830.2;4808.14;990.1;3.37;3;0.23
NA;4;10;647.3;920;920;790;601.5;40;90;387;3629.73;3621.1;1034.3;2.53;3;0.23
NA;5;12;527.5;858;858;684;553;66.67;100;660.42;5580.15;5572.96;1187.92;3.9;4;0.25
NA;6;16;493.75;802;802;583.25;469;81.25;100;600.75;6016.4;5256.72;1094.5;3.68;4;0.2
NA;7;24;530.71;812;800.5;690.75;575;58.33;100;638;6437.18;5608.73;1168.71;3.93;2;0.08
NA;8;21;531;775;773.7;655.5;585;57.14;100;536.67;5190.83;5190.83;1067.67;3.63;2;0.09
NA;9;23;591.52;1066;1033.4;703;609;47.83;91.3;701.48;6859.19;5561.13;1293;3.89;1;0.04
NA;10;21;478.57;840;833.2;582.5;486;80.95;100;601.05;5829.12;5829.12;1079.62;4.08;1;0.05
NA;11;22;503.45;824;820.7;606.25;539;77.27;100;628.18;5654;5568.01;1131.64;3.9;4;0.15
NA;12;29;536.17;1178;1095;681.5;555;68.97;93.1;575.69;5125.15;4693.6;1111.86;3.29;5;0.15
NA;13;30;479.23;837;823.25;613;517;73.33;100;566.23;4967.76;4910.5;1045.47;3.44;3;0.09
NA;14;30;466.8;1139;982.25;614;438.5;73.33;96.67;514.03;4902.31;4775.77;980.83;3.34;2;0.06
NA;15;30;481.5;1013;964.6;633.5;468.5;73.33;93.33;539.5;4806.28;4427.41;1021;3.1;4;0.12
NA;16;34;470.03;1139;920.75;631;435.5;73.53;97.06;600.59;5125.5;4013.28;1070.62;2.81;4;0.11
NA;17;37;503.19;994;932.8;658.5;486;64.86;91.89;533.22;4724.57;4184.64;1036.41;2.93;2;0.05
NA;18;34;572.12;1011;949.5;740.5;599.5;50;88.24;593.59;5508.88;4194.43;1165.71;2.94;2;0.06
NA;19;28;483.32;797;783.5;631;530.5;67.86;100;528.75;4953.4;4812.5;1012.07;3.37;1;0.03
NA;20;26;562.85;930;921.6;773;580.5;53.85;92.31;670;6536.83;5504.18;1232.85;3.85;2;0.07
