runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;552;404.71;1082;801.35;566.75;367.5;77.9;99.09;532.39;5041.27;3967.18;937.1;2.78;41;0.07
NA;2;1058;428.32;1129;860.1;597.5;382;75.24;98.02;626.87;5752.04;4109.37;1055.18;2.88;35;0.03
NA;3;1425;447.94;1175;880.7;645.5;401;70.95;96.42;655.76;5828.42;4032.35;1103.69;2.82;58;0.04
NA;4;1732;471.53;1459;899;669;435.5;68.19;95.09;734.71;6479.72;4083.7;1206.24;2.86;117;0.06
NA;5;1986;514.27;1305;912;742.25;497.5;60.27;93.96;785.24;6864.06;4067.7;1299.51;2.85;154;0.07
NA;6;2104;531.28;1261;933.75;758;515.5;58.13;92.49;794.32;6882.45;4037.66;1325.61;2.83;174;0.08
NA;7;2309;532.19;1393;928.5;755.5;522;58.55;92.85;799.36;6805.46;4073.27;1331.55;2.85;168;0.07
NA;8;2399;553.53;1408;951;787;563;54.19;91.83;826.84;6982.44;4095.93;1380.38;2.87;243;0.09
NA;9;2408;555.54;1266;958.2;785;558;53.49;91.28;831.61;7228.78;4135.37;1387.15;2.89;297;0.11
NA;10;2497;540.41;1918;937;779;532;55.99;91.23;833.18;7121.42;4092.5;1373.59;2.86;280;0.1
NA;11;2530;538.49;1836;959.9;775.25;524.5;56.84;90.83;839.07;7094.77;4048.77;1377.56;2.83;359;0.12
NA;12;2547;560.38;1924;962.2;791;566;53.2;90.46;858.69;7283.36;4092.37;1419.07;2.86;397;0.13
NA;13;2568;558.32;2411;961.65;794.75;563;53.27;90.07;866.13;7304.77;4095.7;1424.44;2.87;399;0.13
NA;14;2544;562.97;1952;969.75;796;578;51.93;89.74;861.53;7332.78;4084.68;1424.5;2.86;411;0.14
NA;15;2616;558.21;2411;950;795.75;563;53.17;90.75;831.09;7026.71;4030.4;1389.3;2.82;356;0.12
