vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtE5;214085.46;160405.8;53679.67;226558.99
drtE45;297541.93;256417.8;41124.13;451435.09
drtE6;266137.14;134249.9;131887.23;200983.78
drtE46;301314.22;221018.67;80295.55;367814.14
drtE3;308151.5;173791.91;134359.59;247510.08
drtE47;302048.89;249680.35;52368.54;435077.49
drtE4;312639.3;231867.79;80771.51;421645.81
drtE48;384167.02;301600.85;82566.17;606369
drtE1;231610.81;188704.39;42906.42;302440.73
drtE49;112393.59;79801.36;32592.23;145125.73
drtE2;319288.44;258675.55;60612.89;465550.56
drtE0;413429.27;313935.08;99494.19;572341.91
drtE9;400063.36;326954.07;73109.29;573374.5
drtE7;342846.94;254636.75;88210.19;374119.01
drtE8;322070.14;231782.5;90287.65;449373.72
drtE50;268776.69;159963.86;108812.83;228614.03
drtE51;84029.66;71185.52;12844.14;183902.97
drtE52;279014.34;192162.73;86851.61;269230.47
drtE53;247774.67;139459.19;108315.48;212046.89
drtE10;226157.18;99910.32;126246.86;113231.45
drtE11;384092.76;330682.93;53409.83;600724.37
drtE34;110499.11;59907.13;50591.99;75528.64
drtE35;351754.87;273116.34;78638.53;520856.02
drtE36;346697.53;295994.45;50703.08;513324.26
drtE37;276158.46;228409.27;47749.19;403839.35
drtE38;270235.67;144444.36;125791.31;188392.9
drtE39;351287.68;210635.24;140652.44;294797.46
drtE40;354477.81;269182.4;85295.42;418869.78
drtE41;329208.62;237512.96;91695.66;361539.29
drtE42;294270.62;127431.21;166839.4;170555.44
drtE43;362518.44;315392.99;47125.44;571402.9
drtE44;328026.02;222276.44;105749.58;383925.5
drtE23;291501.9;196401.63;95100.28;306034.58
drtE24;213345.97;185096.28;28249.69;386702.06
drtE25;421382.6;338571.53;82811.07;581835.05
drtE26;316311.78;115372.37;200939.41;142135.68
drtE27;190661.44;126005.08;64656.36;186077.58
drtE28;162392.36;97241.46;65150.89;139941.3
drtE29;282001.99;155998.97;126003.02;204242.97
drtE30;231857.91;176416.37;55441.54;261570.19
drtE31;316328.62;220036.17;96292.45;387238.69
drtE32;222233.09;178747.46;43485.63;373238.47
drtE33;231375.63;140268.77;91106.86;244433.12
drtE12;253831.05;140056.15;113774.9;251052.53
drtE13;259536.74;127707.07;131829.67;154473.8
drtE14;270895.61;206159.83;64735.78;385253.42
drtE15;310577.12;184497.39;126079.73;249972.92
drtE16;341230.33;260347.74;80882.59;430193.69
drtE17;287366.9;186365.62;101001.28;290988.08
drtE18;394728.12;323995.38;70732.73;581977.37
drtE19;315825.07;117630.14;198194.93;127121.55
drtE20;366940.24;281467.1;85473.13;530696.86
drtE21;273735.82;162782.36;110953.46;202015.61
drtE22;376084.26;305716.43;70367.83;614174.83
