runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;6;438.67;582;582;556.5;477;100;100;597;4883.74;4883.74;1035.67;3.42;1;0.14
NA;2;11;481.18;710;710;666;441;63.64;100;482.36;4728.16;4728.16;963.55;3.31;0;0
NA;3;14;460.64;807;807;586.75;496.5;78.57;100;523.79;4758.45;4758.45;984.43;3.33;0;0
NA;4;13;457.31;807;807;606.5;480;76.92;100;522.23;4875.78;4875.78;979.54;3.41;1;0.07
NA;5;16;469.5;807;807;543;466.5;81.25;100;400.38;3513.19;3513.19;869.88;2.46;2;0.11
NA;6;17;502.18;961;961;629.5;480;76.47;94.12;393.41;3456.31;3455.62;895.59;2.42;2;0.11
NA;7;22;476.91;826;819.55;693.25;517.5;72.73;100;414.23;3540.93;3540.93;891.14;2.48;1;0.04
NA;8;22;491.36;1184;1130.3;712.25;502;68.18;95.45;480.09;4095.07;4076.64;971.45;2.85;1;0.04
NA;9;23;444.43;983;951.6;616;487;73.91;95.65;510.52;4195.28;4175.12;954.96;2.92;2;0.08
NA;10;33;437.67;880;852.7;591.5;396;75.76;100;447.61;3494.87;3486.25;885.27;2.44;1;0.03
NA;11;36;415.42;880;846.85;555.5;423;86.11;100;461.67;3491.92;3484.01;877.08;2.44;1;0.03
NA;12;36;492.25;912;776;619;511;72.22;97.22;468.67;3657.62;3481.74;960.92;2.44;1;0.03
NA;13;32;478.47;912;813.2;610;506.5;75;96.88;498.38;3935.96;3702.67;976.84;2.59;2;0.06
NA;14;34;456.12;892;878.5;636.25;442.5;70.59;100;468.03;4000.57;3881.49;924.15;2.72;2;0.06
NA;15;33;497;963;913.3;622;495;75.76;96.97;545.3;4576.98;3713.1;1042.3;2.6;3;0.08
NA;16;32;475.91;963;916.85;578.5;431;78.12;96.88;577.12;4806.38;3915.5;1053.03;2.74;4;0.11
NA;17;27;476.04;806;797.6;582;463;77.78;100;483.89;3614.54;3273.81;959.93;2.29;4;0.13
NA;18;27;521.3;826;800.4;681;525;66.67;100;509.96;3561.1;3561.1;1031.26;2.49;2;0.07
NA;19;33;569.06;1098;968.5;687.5;521;57.58;93.94;523.48;3563.08;3513.37;1092.55;2.46;1;0.03
NA;20;35;494.54;760;743.2;633;507;71.43;100;490.14;3547.94;3547.94;984.69;2.48;1;0.03
