vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtB2;58142.74;48045.8;10096.95;48045.8
drtB15;200189.92;159623.05;40566.87;307684.36
drtB3;106816.32;92206.06;14610.26;226073.12
drtB16;50444.32;18374.76;32069.56;18374.76
drtB0;274422.55;243321.99;31100.56;317639.46
drtB1;182812.54;115951.25;66861.29;119434.74
drtB8;197682.93;168532.49;29150.44;256221.81
drtB9;136606.63;114129.65;22476.98;163404.42
drtB6;298086.52;241064.37;57022.14;340922.5
drtB7;123603.45;119512.04;4091.41;119512.04
drtB4;83856.62;59900.99;23955.63;69533.42
drtB5;24892.51;21156.32;3736.2;21156.32
drtB10;66602.36;43219.3;23383.06;56253.91
drtB11;193902.39;180912.46;12989.93;199647.95
drtB12;43802.22;36407.62;7394.6;36407.62
drtB13;211264.36;197851.27;13413.09;428283.03
drtB14;136317.38;117248.38;19069;166216.02
