runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;39;496.82;1180;1043;710;448;69.23;89.74;994.56;11169.52;11167.06;1491.38;9.83;4;0.09
NA;2;82;528.98;1313;1150.3;800.75;461;59.76;85.37;1036.74;9961.54;8847.68;1565.72;8.21;14;0.15
NA;3;118;554.99;1183;1099.25;791.75;513;55.93;83.9;1160.97;11958.64;10896.79;1715.96;9.64;13;0.1
NA;4;137;616.18;1489;1162.1;893.5;566;54.01;75.91;1374.2;13699.59;11360.86;1990.39;9.96;25;0.15
NA;5;162;585.48;1506;1145.8;761.25;545.5;56.79;83.95;1448.35;14692.8;12052.25;2033.83;10.45;21;0.11
NA;6;161;629.5;1704;1172.5;882.5;583;51.55;75.78;1369.48;13253.31;10910.33;1998.98;9.65;30;0.16
NA;7;176;589.94;1470;1173.5;783.75;577.5;51.14;81.82;1323.98;13556.29;11980.67;1913.92;10.4;22;0.11
NA;8;189;634.44;1234;1170.5;905;632;44.44;75.13;1427.59;13670.05;11312.21;2062.03;9.92;22;0.1
NA;9;194;635.07;1335;1153.75;882.25;619;48.97;77.32;1524.86;14281.73;11532.97;2159.93;10.08;25;0.11
NA;10;197;625.95;1544;1138.1;916;584;51.27;75.13;1738.52;16294.75;12512.14;2364.48;10.77;22;0.1
NA;11;189;670.85;1561;1183;967;624;46.56;68.78;1637.76;15480.7;12192.64;2308.61;10.54;30;0.14
NA;12;180;642.95;1321;1181.6;908;615;48.33;72.78;1702.16;16445.53;12680.26;2345.11;10.88;36;0.17
NA;13;202;648.32;1384;1209.9;913.75;575;51.98;71.78;1569.99;15167.39;11903.86;2218.3;10.34;22;0.1
NA;14;202;659.38;1603;1179.15;899.25;648.5;45.05;75.25;1484.38;14180.17;11106.55;2143.76;9.78;33;0.14
NA;15;208;642.33;1604;1214.75;895.75;600;50;75.48;1616.17;15372.85;11733.92;2258.5;10.22;26;0.11
NA;16;207;621.83;1419;1187.2;822;598;50.72;79.71;1515.1;14402.67;11379.47;2136.93;9.97;28;0.12
NA;17;208;616.79;1377;1206.95;857.75;584;50.48;78.85;1573.77;14493.75;11511.38;2190.56;10.07;32;0.13
NA;18;196;638.53;1429;1146.5;906;635.5;46.43;74.49;1687.55;16050.81;12451.51;2326.07;10.73;21;0.1
NA;19;207;601.51;1299;1158;855;561;53.62;78.74;1590.14;15515.82;11917.11;2191.64;10.35;25;0.11
NA;20;189;570.2;1364;1172.5;825.5;521;61.38;79.89;1572.3;15316.46;12065.84;2142.5;10.46;40;0.17
