runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;99;330;856;753;446;263;86.87;100;399.71;4116.34;3960.1;729.71;2.77;5;0.05
NA;2;176;298.75;884;667.65;436.75;230.5;89.2;100;380.15;3883.97;3713.98;678.9;2.6;8;0.04
NA;3;241;307.5;994;764.4;398.5;231;89.63;98.34;389.63;3961.41;3584.71;697.13;2.51;11;0.04
NA;4;284;289.09;1078;701.75;371.25;223;90.14;98.94;379.22;3674.17;3441.43;668.31;2.41;11;0.04
NA;5;333;310.92;1078;713.5;412;251;87.99;98.8;412.84;4008.15;3586.51;723.77;2.51;13;0.04
NA;6;359;315.03;953;767;437;236;87.74;99.44;398.24;3846.19;3474.23;713.26;2.43;18;0.05
NA;7;391;330.88;1016;761.2;477;252;85.93;98.98;441.53;4271.81;3612.63;772.41;2.53;13;0.03
NA;8;439;340.61;988;799;462;275;86.79;98.86;459.03;4408.08;3781.21;799.64;2.65;19;0.04
NA;9;452;318.53;1049;760.45;417.5;248;86.95;99.12;444.57;4235.76;3639.15;763.1;2.55;16;0.03
NA;10;468;341.14;1180;807.75;462.25;262;84.62;98.08;479.36;4641.22;3784.5;820.5;2.65;23;0.05
NA;11;484;351.45;1037;828;484;276;83.06;97.52;456.5;4405.72;3651.78;807.95;2.56;19;0.04
NA;12;491;335.17;1088;808.8;471;268;88.19;98.57;466.93;4518.66;3639.71;802.1;2.55;23;0.04
NA;13;523;338.84;1083;805;470;262;85.47;97.32;445.54;4281;3541.14;784.38;2.48;14;0.03
NA;14;505;329.01;1025;755.7;439;253;86.93;98.42;440.91;4194.93;3499.77;769.92;2.45;17;0.03
NA;15;523;346.56;1613;777.6;475;284;84.89;98.66;453.8;4335.09;3558.79;800.36;2.49;8;0.02
NA;16;534;345.65;1079;829.25;470;273;85.02;98.13;447.05;4388.51;3614.87;792.69;2.53;18;0.03
NA;17;506;332.75;1728;792.2;437;256.5;86.17;98.42;469.91;4437.11;3634.35;802.66;2.54;15;0.03
NA;18;506;334.19;1132;788.65;465.5;242.5;83.79;99.01;446.89;4253.07;3486.4;781.08;2.44;14;0.03
NA;19;517;344.84;1191;826.2;460.5;260;83.37;98.26;445.73;4302.29;3651.32;790.57;2.56;17;0.03
NA;20;520;333.47;1309;787.9;446.75;251;85.58;98.46;457.71;4344.1;3669.62;791.18;2.57;15;0.03
NA;21;521;340.49;1325;822.6;442;258;85.6;97.31;459.51;4468.48;3814.62;800;2.67;24;0.04
NA;22;533;352.45;1362;816;477.5;286;85.18;97.94;494.07;4720.26;3844.57;846.52;2.69;20;0.04
NA;23;552;342.49;1320;825.5;466.5;266;86.41;97.83;494.73;4640.61;3849.76;837.22;2.69;15;0.03
NA;24;543;344.23;1135;810.8;466;277;85.82;97.79;500.12;4731.72;3893.82;844.34;2.73;21;0.04
NA;25;516;335.67;1083;792.45;459.25;258.5;86.24;98.84;488.56;4596.21;3808.71;824.24;2.67;23;0.04
