vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtE5;66722.81;36864.69;29858.12;38797.25
drtE45;92339.48;38898.37;53441.1;38898.37
drtE6;128702.01;91181.45;37520.57;125821.25
drtE46;119783.23;51001.2;68782.03;57425.2
drtE3;66757.81;43979.47;22778.34;55077.52
drtE47;104450.4;33504.37;70946.03;34327.19
drtE4;89197.31;25177.22;64020.09;25177.22
drtE48;137209.39;88183.38;49026.01;105307.02
drtE1;68962.01;45580.24;23381.77;45580.24
drtE49;85735.48;47717.43;38018.05;51769.12
drtE2;20547.04;10142.65;10404.39;10142.65
drtE0;58310.83;14324.8;43986.03;15464.44
drtE9;41374.83;29792.41;11582.41;30884.03
drtE7;45484.44;31705.69;13778.75;35088.22
drtE8;40459.42;23477.1;16982.32;25100.67
drtE50;66589.88;37609.45;28980.42;50137.08
drtE51;52442.58;29006.45;23436.14;30805.5
drtE52;64352.77;49888.37;14464.4;68445.4
drtE53;13836.65;10085.24;3751.41;10085.24
drtE10;94224.62;35466.92;58757.7;36017.04
drtE11;38450.99;30555.22;7895.77;31759
drtE34;30214.72;7174.41;23040.3;7174.41
drtE35;63872.5;41121.89;22750.61;58367.06
drtE36;28405.77;17027.84;11377.93;17027.84
drtE37;23502.51;11426.15;12076.36;11426.15
drtE38;66590.76;49910.45;16680.31;70064.7
drtE39;112825.17;29364.12;83461.05;29364.12
drtE40;53482;22149.85;31332.15;22149.85
drtE41;103187.19;34973.09;68214.1;34973.09
drtE42;75444.28;54019.14;21425.14;58926.39
drtE43;4629.49;2989.49;1639.99;2989.49
drtE44;63576;49058.91;14517.1;70838.17
drtE23;43362.81;27029.07;16333.74;31620.57
drtE24;73783.48;41957.82;31825.66;41957.82
drtE25;101215.2;26009.85;75205.35;26009.85
drtE26;108995.43;87445.39;21550.04;161827.48
drtE27;141832.16;55955.31;85876.86;59069.05
drtE28;115093.18;23914.88;91178.3;23914.88
drtE29;93243.86;21890.11;71353.75;22368.67
drtE30;46988.12;27541.31;19446.81;34061.91
drtE31;78464.27;55423.78;23040.49;70792.3
drtE32;82197.23;53645.11;28552.12;58432.35
drtE33;88343.08;60286.3;28056.78;75040.87
drtE12;94814.99;5254.51;89560.47;5254.51
drtE13;104197.44;37467.71;66729.73;38663.74
drtE14;29656.72;22320.05;7336.67;26699.62
drtE15;87942.31;13350.89;74591.42;13350.89
drtE16;47408.33;28530.9;18877.43;30385.49
drtE17;129088.44;80943.79;48144.65;130090.94
drtE18;77169.4;30169.04;47000.36;34959.67
drtE19;105297;28221.36;77075.64;37979.83
drtE20;78692.51;44298.73;34393.78;63103.1
drtE21;155961.71;41291.24;114670.47;42476.35
drtE22;69386.29;33642.11;35744.19;38174.46
