vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtE3;25037.51;11588.65;13448.86;12787.15
drtE1;44043.19;26977.78;17065.41;31505.17
drtE2;149824.16;99073.51;50750.65;111005.73
