runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;25;264.36;557;534.8;355.5;240;100;100;465.8;6718.25;6398.22;730.16;6.48;0;0
NA;2;59;280.68;557;544;378;272;100;100;502.42;6579.91;6354.72;783.1;6.45;1;0.02
NA;3;81;306.93;627;574.1;409;294;98.77;100;651.12;8053.94;7051.49;958.05;6.94;2;0.02
NA;4;88;314;654;567.2;409.75;293;98.86;100;669.94;8067.55;7333.8;983.94;7.14;2;0.02
NA;5;111;282.78;569;537;379;272;100;100;619.11;7529.63;6895.51;901.89;6.83;2;0.02
NA;6;123;296.37;664;543.8;399;279;96.75;100;600.08;7319.95;6778.35;896.45;6.75;3;0.02
NA;7;150;308.41;646;552.15;405.25;295;99.33;100;644.13;7853.25;6718.96;952.54;6.7;3;0.02
NA;8;153;307.39;634;564.6;403.5;288;98.04;100;657.92;8286.16;6981.21;965.3;6.89;6;0.04
NA;9;154;300.73;627;581.5;406.25;283.5;97.4;100;661.45;8427.46;6993.82;962.18;6.9;5;0.03
NA;10;160;292.31;656;577.5;411.5;280.5;97.5;100;645.95;7900.25;6559.56;938.26;6.59;8;0.05
NA;11;156;308.98;617;570.05;409;302.5;98.72;100;627.76;7952.82;6700.74;936.74;6.69;13;0.08
NA;12;155;326.1;614;570.8;433;317;98.06;100;582.95;6991.69;6273.54;909.05;6.39;9;0.05
NA;13;149;320.7;603;583.5;422.5;325;98.66;100;609.84;7603.9;6821.77;930.54;6.78;13;0.08
NA;14;147;295.61;660;529;403;281;99.32;100;588.53;7466.6;6924.32;884.14;6.85;7;0.05
NA;15;147;292.37;688;570;406;262;97.28;100;607.99;7528.4;6922.38;900.35;6.85;2;0.01
NA;16;157;304.26;803;576.3;405.5;276;97.45;100;643.24;7715.82;7067.2;947.5;6.95;2;0.01
NA;17;148;297.84;765;563.4;416.25;263;98.65;100;669.34;7877.61;7036.58;967.19;6.93;7;0.05
NA;18;149;295.04;696;568.5;385.5;261;97.32;100;631.04;7735.06;6792;926.08;6.76;6;0.04
NA;19;150;308.88;747;590.35;414.5;287.5;97.33;100;678.43;8047.75;6809.8;987.31;6.77;7;0.04
NA;20;157;306.11;762;587.9;401.5;284;96.18;100;712.68;8648.6;7075.89;1018.79;6.96;7;0.04
