runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;20;420.75;596;595.9;493.25;441.5;100;100;420.05;3688.59;3685.82;840.8;4.58;16;0.44
NA;2;31;414.9;596;585.8;505;396;100;100;325.03;2480.72;2475.8;739.94;3.75;26;0.46
NA;3;46;442.7;739;610.95;503.25;431;95.65;100;440.35;3425.37;2924.12;883.04;4.05;45;0.49
NA;4;57;428.81;682;660;534;432;94.74;100;417.67;3296.92;2844.22;846.47;4;44;0.44
NA;5;50;401.44;669;616.35;518.5;393.5;92;100;436.9;3603.03;3082.78;838.34;4.17;58;0.54
NA;6;50;434.8;720;620.25;544.25;466.5;92;100;530.56;3731.73;3142.88;965.36;4.21;81;0.62
NA;7;47;460.28;676;649.6;557;499;89.36;100;799.4;6081.58;4358.17;1259.68;5.06;96;0.67
NA;8;50;430.24;825;648.7;540.5;442.5;94;100;825.54;6381.94;4315.36;1255.78;5.03;94;0.65
NA;9;61;427.3;825;658.7;557.5;455;86.89;100;827.28;6272.98;4454.78;1254.57;5.12;87;0.59
NA;10;62;452.32;1019;771;560.5;490;90.32;98.39;774.87;5979.74;4126.38;1227.19;4.9;91;0.59
NA;11;53;424.81;792;687.6;521.5;457;92.45;100;706.34;5727.09;4998.14;1131.15;5.51;101;0.66
NA;12;52;453.25;1021;712.95;533.75;476;92.31;98.08;810.44;6544.17;5183.16;1263.69;5.64;97;0.65
NA;13;66;439.12;884;671.05;548;474;90.91;100;670.26;5024.86;4268.9;1109.38;4.99;93;0.58
NA;14;56;449.3;814;687.05;546.75;480;89.29;100;696.3;4935.22;3967.93;1145.61;4.78;111;0.66
NA;15;41;448.24;758;693.4;551.5;483;92.68;100;867.9;7207.37;5873.38;1316.15;6.11;129;0.76
NA;16;52;439.83;725;707.1;548.75;467;86.54;100;732.5;5930.06;4874.05;1172.33;5.42;119;0.7
NA;17;48;461.6;725;701.95;584.75;480.5;85.42;100;624.69;4733.5;3736.1;1086.29;4.62;124;0.72
NA;18;63;454.41;909;749.6;557;452;84.13;98.41;860.17;6398.27;4389.85;1314.59;5.08;115;0.65
NA;19;58;437.22;852;676.3;535.75;438.5;93.1;100;685.64;5158.5;3378.67;1122.86;4.37;112;0.66
NA;20;50;442.48;794;727.1;508;464.5;94;100;570.42;4366.57;3530.82;1012.9;4.47;118;0.7
