runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
NA;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0;0;NaN
NA;1;6;303.17;429;429;372;297;100;100;396.83;5679.41;5675.13;700;5.97;0;0
NA;2;16;300.69;1054;1054;365;239;93.75;93.75;342.75;4383.69;4382.09;643.44;5.08;0;0
NA;3;17;345.06;824;824;363.5;305;88.24;100;480.53;7553.09;7551.58;825.59;7.3;0;0
NA;4;19;312.42;693;693;356;305;94.74;100;516.79;7591.6;7586.67;829.21;7.33;0;0
NA;5;22;301.91;693;653.4;344.5;269;95.45;100;527.59;7584.67;7580.41;829.5;7.32;0;0
NA;6;25;304.24;830;788.9;380.5;266;92;100;503.4;7028.55;6974.59;807.64;6.88;0;0
NA;7;23;330.17;830;802.6;388;329;91.3;100;512.52;7341.85;7283.2;842.7;7.1;0;0
NA;8;24;315.46;830;795.75;396.25;290.5;91.67;100;534.67;7692.69;7636.49;850.12;7.35;0;0
NA;9;25;316.52;830;788.9;395;286;92;100;493.52;7150.96;7097;810.04;6.97;0;0
NA;10;26;295.58;830;782.05;385.75;260.5;92.31;100;475.04;6538.91;6487.03;770.62;6.54;0;0
NA;11;25;301.28;830;725.9;375.5;296;96;100;490.4;6924.41;6870.45;791.68;6.82;0;0
NA;12;29;287.93;494;488.5;368.5;297;100;100;544.86;7256.93;6906.42;832.79;6.83;0;0
NA;13;31;283;552;510.6;372;293;100;100;515.97;6819.56;6488.64;798.97;6.54;0;0
NA;14;32;277.78;569;513.1;368;272;100;100;466.47;6067.21;5745.99;744.25;6.02;0;0
NA;15;41;296.73;578;556.3;380;283;100;100;454.76;5573.34;5321.84;751.49;5.73;0;0
NA;16;42;303.67;693;560.5;394.25;295.5;97.62;100;457.43;5861.05;5614.08;761.1;5.93;0;0
NA;17;40;287.27;693;630.9;371.75;271.5;95;100;471.65;6058.16;5663.38;758.92;5.97;0;0
NA;18;36;260.11;693;525.55;339;241.5;97.22;100;450.94;5843.03;5560.1;711.06;5.91;0;0
NA;19;39;275.62;1198;693;320;226;94.87;97.44;501.56;6230.61;5965.9;777.18;6.18;0;0
NA;20;34;247.38;693;545.25;312;245.5;97.06;100;473.47;6411.46;6029.34;720.85;6.23;0;0
