vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
drtC3;8884.19;1733.6;7150.59;1733.6
drtC4;104120.53;82602.9;21517.63;82602.9
drtC1;37035.61;17520.52;19515.09;17520.52
drtC2;22393.6;4462.26;17931.35;4462.26
drtC0;0;0;0;0
drtC5;15732.25;5604.65;10127.6;5604.65
drtC6;29677.42;8556.37;21121.04;8556.37
