Shinjuku,"35.69047,139.6992",,0
Shin-Yurigaoka,"35.60306,139.5067",,24.2
Machida,"35.54471,139.4458",,9.3
Hon-Atsugi,"35.43856,139.3636",,14.6
Hadano,"35.36956,139.2269",,16.3
Odawara,"35.25707,139.1559",,20.8
